#	HDIC Project
#
#	Integrated Database of Hanzi Dictionaries in Early Japan
#
#	KTB_entries : Kosanjibon Tenrei Bansho Meigi database
#
#	Kosanjibon Tenrei Bansho Meigi 篆隷萬象名義, Kosanji copy 高山寺本.
#	monk Kukai of the Heian Period 空海, c. 827-835.
#	A Hanzi (Chinese character) dictionary.
#
#	Version: 1.4.2
#	Date: 25 September 1994
#	Last update : 2 February 2022
#
#	Copyright (c) 1994-2022 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
#	Research group of Linguistics, Hokkaido University Faculty of Humanities and Human Siences
#	North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#	Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com
#
#	Data License Information and Access Rights
#	License: 
#	Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
#	Access Rights (Availability): 
#	Open access
#
#	TSV Format information:
#	----------------------
#	TBID (v_www_xyz) 	: Book(v), leaf(www), recto-verso(x), line(y) and number(z)
#	TB_vol_radical (xx#yyy)	: Volume(xx) and radical number(yyy)
#	TB_radical	: Radical of Chinese character 
#	Entry		: Headword
#	Entry_type	: For details, refer to the following section
#	Entry_diff	: Differences of transliteration with other scholars
#	SYID (vwwwxyyyzz)	: Book(v), leaf(www), recto-verso(x), line(yy) and number(z)
#	YYID (Ywwxxxyy-z)	: Volume(ww), leaf(xxx), line(yy) and number(z)
#	TB_remarks	: Editor's notes
#
#	Entry_type:
#	----------
#	Group a	--- Regular headword
#	1 Regular				: 隷書掲出字 (= Regular_clerical)
#	2 Regular_seal			: 隷書掲出字 篆書併存
#
#	Group b -- Embedded headword
#	3 Embedded_clerical		: 埋字 隷書字体
#	4 Embedded_omitted		: 埋字 脱落
#	5 Embedded_seal			: 埋字 篆書字体
#
#	Group c -- Omitted headword
#	6 Omitted				: 脱字 項目全体 脱落
#	7 Omitted-regular		: 脱字 隷書掲出字 脱落
#
#	Group d -- Variant of the Songben Yupian
#	8 Songben-Yupian		: 宋本《玉篇》増補之異体字
#
#   cf. Li 2015.
#   ＊6 Omitted : 項目全体脱落
#　　　　　　　　　 《説文解字》、《玉篇》残巻・佚文、《新撰字鏡》玉篇引用部分等、本文存
#
#	Abbreviations:
# 	-------------
#	TB	: Tenrei Bansho Meigi 篆隷万象名義, Kosanji copy 高山寺本
#	YY	: Yuanben Yupian 原本玉篇, fragments of vol.8, 9, 18, 19, 22, 24 and 27
#	SY	: Songben Yupian 宋本玉篇, Zecuntang edition 澤存堂本
#
# 	白	: Shirafuji's transliteration 
# 	宮	: Miyazawa's transliteration
#	上	: Ueda's transliteration
#	呂	: Lv's transliteration
#
#	References:
#	----------
#	Shirafuji	: Shirafuji Noriyuki 白藤禮幸, An Index of Headwords in the Tenrei Bansho Meigi 掲出字索引, Materials from Ancient Glossaries in the Kosanji Temple Collection 1 高山寺古辞書資料第一, Tokyo: Uiversity of Tokyo Press 東京大学出版会, 1977.
#	Miyazawa	: Miyazawa Toshimasa 宮澤俊雅, A List of Headwords with Notes in the Tenrei Bansho Meigi 掲出字一覧表, Materials from Ancient Glossaries in the Kosanji Temple Collection 1 高山寺古辞書資料第一, Tokyo: University of Tokyo Press 東京大学出版会, 1977.
#	Ueda		: Ueda Tadashi 上田正, A Complete List of Fanqie in the Original Yupian 玉篇反切総覧, Kobe: Private edition, 1986.
#	Lv		: Lv Hao 呂浩, Zhuanli Wanxiang Mingyi: A Transliteration and Text-critical Notes 篆隸萬象名義校釋, Shanghai: Xuelin Press 學林出版社, 2007.
#   Li      : Li Yuan 李媛, Embedded and Omitted Headword: Issues Regarding Entry Counts in Tenrei-Bansho-Meigi 埋字と脱字―篆隷万象名義の掲出字数をめぐる問題―, Kuntengo to Kunten-Shiryo 訓点語と訓点資料 135: 60-78, 2015.
#
#	This work was supported by JSPS KAKENHI Grant Number 25370506, 16H03422.
#
TBID	TB_vol_radical	TB_radical	Entry	Entry_type	Entry_diff	SYID	YYID	TB_remarks
5_130_A51	v21#314	夕	夜	Regular		c004b032		
5_130_A52	v21#314	夕	𡖶	Regular		c004b041		
5_130_A61	v21#314	夕	夢	Regular		c004b042		
5_130_A62	v21#314	夕	夗	Regular		c004b051		
5_130_B11	v21#314	夕	夝	Regular		c004b052		掲出字：原作姓、誤。
5_130_B12	v21#314	夕	夤	Regular		c004b053		有埋字B。
5_130_B13	v21#314	夕	𡖸	Embedded_clerical		c004b054		埋字B。
5_130_B21	v21#314	夕	夙	Regular		c004b055		
5_130_B211	v21#314	夕	𡖊	Songben-Yupian		c004b061		
5_130_B22	v21#314	夕	外	Regular		c004b062		有埋字B。
5_130_B23	v21#314	夕	𡖄	Embedded_clerical		c004b063		埋字B。
5_130_B31	v21#315	多	多	Regular		c004b071		有埋字B。
5_130_B32	v21#315	多	𡖇	Embedded_clerical		c004b072		埋字B。
5_130_B41	v21#315	多	㚌	Regular		c004b073		有埋字B。
5_130_B411	v21#315	多	夥	omitted				
5_130_B42	v21#315	多	𡖇	Embedded_clerical		△(c004b072)		埋字B。
5_130_B43	v21#315	多	𡖪	Regular		c004b074		
5_130_B43	v21#315	多	𡌪	Regular	宮	c004b074		
5_130_B51	v21#315	多	㗬	Regular		c004b082		
5_130_B52	v21#315	多	𨑊	Regular		c004b083		
5_130_B61	v21#315	多	郺	Regular		c004b084		
5_130_B62	v21#315	多	𥟿	Regular		c004b081		
5_131_A11	v21#315	多	㷇	Regular		c004b091		
5_131_A12	v21#315	多	㚊	Regular		c004b092		
5_131_A121	v21#315	多	㚉	Songben-Yupian		c004b093		
5_131_A21	v21#315	多	夡	Regular		c004b094		
5_131_A22	v21#315	多	𨐔	Regular		c004b095		
5_131_A31	v21#315	多	𡖭	Regular		c004b101		掲出字：白藤作𡖭、宮澤・呂作𡖔。據白藤作此𡖭字。有埋字B。
5_131_A31	v21#315	多	𡖔	Regular	宮	c004b101		
5_131_A311	v21#315	多	𡖔	Embedded_clerical		c004b101		埋字B。掲出字：原作𡖭β。呂作zihai-065954(似「𢑽」字）。
5_131_A32	v21#315	多	夠	Regular		c004b102		
5_131_A41	v21#315	多	𡖓	Regular		c004b103		
5_131_A42	v21#315	多	𡦄	Regular		c004b104		
5_131_A51	v21#315	多	㩼	Regular		c004b105		
5_131_A52	v21#315	多	𦍹	Regular		c005a011		
5_131_A61	v21#315	多	㚋	Regular		c004b106		
5_131_B11	v21#316	小	小	Regular		c005a021		
5_131_B21	v21#316	小	少	Regular		c005a022		
5_131_B22	v21#316	小	尐	Regular		c005a023		
5_131_B31	v21#316	小	尖	Regular		c005a031		
5_131_B32	v21#316	小	𡭾	Regular		c005a032		
5_131_B41	v21#316	小	㝻	Regular		c005a033		
5_131_B42	v21#316	小	尠	Regular		▽		
5_131_B51	v21#317	幺	幺	Regular		c005a041		
5_131_B61	v21#317	幺	幼	Regular		c005a042		
5_131_B62	v21#317	幺	麼	Regular		c005a043		
5_132_A11	v21#317	幺	𢇌	Regular		c005a051		
5_132_A12	v21#317	幺	𢆷	Regular		c005a053		
5_132_A21	v21#317	幺	㡫	Regular		c005a054		
5_132_A21	v21#317	幺	𢇋	Regular	白	c005a054		
5_132_A22	v21#317	幺	盭	Regular		c005a052		
5_132_A31	v21#318	𢆶	𢆶	Regular		c005a071		
5_132_A41	v21#318	𢆶	幽	Regular		c005a072		
5_132_A42	v21#318	𢆶	幾	Regular		c005a073		
5_132_A51	v21#318	𢆶	𢇒	Regular		c005a081		㡮：原作⿰幾⿱乞乞。
5_132_A51	v21#318	𢆶	㡮	Regular	白	c005a081		
5_132_A61	v21#319	玄	玄	Regular		c005a091		有埋字B。
5_132_A62	v21#319	玄	𢆯	Embedded_clerical		c005a092		埋字B。
5_132_B11	v21#319	玄	玆	Regular		c005a093		
5_132_B12	v21#319	玄	玈	Regular		c005a094		
5_132_B21	v21#319	玄	玅	Regular		c005a101		古妙：據原文顛倒符訂。
5_132_B31	v21#320	丏	丏	Regular		c005b011		
5_132_B41	v21#321	奢	奢	Regular		c006a041		
5_132_B51	v21#321	奢	奲	Regular		c006a042		
5_132_B61	v21#322	大	大	Regular		c005b021		
5_133_A11	v21#322	大	奎	Regular		▽		
5_133_A12	v21#322	大	𡗷	Regular		c005b022		
5_133_A21	v21#322	大	夾	Regular		c005b031		
5_133_A22	v21#322	大	夽	Regular		△		
5_133_A31	v21#322	大	奄	Regular		c005b033		
5_133_A32	v21#322	大	夸	Regular		c005b032		
5_133_A41	v21#322	大	奅	Regular		c005b042		
5_133_A41	v21#322	大	⿱大帀	Regular	宮	c005b042		
5_133_A42	v21#322	大	𡘍	Regular		c005b034		
5_133_A51	v21#322	大	奯	Regular		c005b041		
5_133_A52	v21#322	大	𢧤	Regular		△		
5_133_A61	v21#322	大	𡗨	Regular		△		
5_133_A61	v21#322	大	奃	Regular	宮	△		
5_133_A61	v21#322	大	奃	Regular	白	△		
5_133_A62	v21#322	大	𡗦	Regular		△		
5_133_B11	v21#322	大	奅	Regular		c005b042		
5_133_B12	v21#322	大	𢧤	Regular		c005b043		
5_133_B21	v21#322	大	夽	Regular		c005b044		
5_133_B22	v21#322	大	𡗨	Regular		c005b051		掲出字：抹消。
5_133_B22	v21#322	大	奃	Regular	宮	c005b051		
5_133_B31	v21#322	大	𡗨	Regular		c005b051		
5_133_B31	v21#322	大	奃	Regular	宮	c005b051		
5_133_B31	v21#322	大	奃	Regular	白	c005b051		
5_133_B32	v21#322	大	𡗦	Regular		c005b052		
5_133_B41	v21#322	大	𡘌	Regular		c005b053		
5_133_B42	v21#322	大	𡘉	Regular		c005b054		
5_133_B421	v21#322	大	𡗻	Songben-Yupian		c005b061		
5_133_B51	v21#322	大	𡗥	Regular		c005b062		
5_133_B52	v21#322	大	𡘐	Regular		c005b045		
5_133_B61	v21#322	大	契	Regular		c005b046		
5_133_B62	v21#322	大	㚠	Regular		c005b063		
5_134_A11	v21#322	大	夷	Regular		c005b064		
5_134_A12	v21#322	大	奓	Regular		c005b065		
5_134_A21	v21#322	大	𡗹	Regular		c005b071		
5_134_A22	v21#322	大	㚗	Regular		c005b072		
5_134_A31	v21#322	大	奜	Regular		c005b073		
5_134_A31	v21#322	大	𩇩	Regular	白	c005b073		
5_134_A32	v21#322	大	𡘴	Regular		c005b074		
5_134_A41	v21#322	大	奒	Regular		c005b075		
5_134_A42	v21#322	大	奝	Regular		c005b081		
5_134_A51	v21#322	大	𦉼	Regular		c005b083		掲出字：據宮内庁本。澤存堂本作⿵冖⿱廿大。
5_134_A51	v21#322	大	⿵冖⿱廿大	Regular	宮	c005b083		
5_134_A52	v21#322	大	䯨	Regular		c005b084		
5_134_A61	v21#322	大	㚜	Regular		c005b085		
5_134_A62	v21#322	大	𡚠	Regular		c005b082		
5_134_B11	v21#322	大	𡗸	Regular		c005b086		
5_134_B12	v21#322	大	太	Regular		c005b091		
5_134_B21	v21#322	大	亣	Regular		△		掲出字原作穴。宮澤作冘、《新撰字鏡》玉篇群同。當作亣。疑係同形異字衝突例。
5_134_B21	v21#322	大	冘	Regular	宮	△		
5_134_B22	v21#322	大	奕	Regular		c005b093		
5_134_B31	v21#322	大	𡙷	Regular		c005b092		
5_134_B32	v21#322	大	奕	Regular		△(c005b093)		
5_134_B41	v21#322	大	𡙷	Regular		△(c005b092)		
5_134_B42	v21#322	大	奘	Regular		c005b094		庶：呂作麁。
5_134_B51	v21#322	大	㚖	Regular		c005b095		
5_134_B52	v21#322	大	奚	Regular		c005b101		
5_134_B61	v21#322	大	奰	Regular		c005b102		
5_134_B62	v21#322	大	耎	Regular		c005b103		
5_135_A11	v21#322	大	奫	Regular		c005b104		
5_135_A21	v21#323	火	火	Regular		c006a051		
5_135_A31	v21#323	火	炟	Regular		c006a061		
5_135_A32	v21#323	火	𤈦	Regular		c006a062		有埋字B。
5_135_A33	v21#323	火	𤌋	Embedded_clerical		c006a063		埋字B。
5_135_A41	v21#323	火	燹	Regular		c006a065		
5_135_A41	v21#323	火	𤓤	Regular	白	c006a065		
5_135_A42	v21#323	火	燬	Regular		c006a064		
5_135_A51	v21#323	火	焌	Regular		c006a066		
5_135_A52	v21#323	火	𤊽	Regular		c006a075		
5_135_A61	v21#323	火	然	Regular		c006a082		有埋字B。
5_135_A62	v21#323	火	燃	Embedded_clerical		c006a083		埋字B。
5_135_A63	v21#323	火	爇	Regular		c006a071		有埋字B。
5_135_A64	v21#323	火	焫	Embedded_clerical		c006a072		埋字B。
5_135_B11	v21#323	火	燒	Regular		c006a073		
5_135_B12	v21#323	火	炪	Regular		c006a074		
5_135_B21	v21#323	火	燔	Regular		c006a084		
5_135_B22	v21#323	火	烈	Regular		c006a081		
5_135_B31	v21#323	火	熚	Regular		c006a085		
5_135_B32	v21#323	火	𤉹	Regular		c006a091		
5_135_B32	v21#323	火	𤊸	Regular	白	c006a091		
5_135_B322	v21#323	火	𤒉	Songben-Yupian		c006a092		
5_135_B41	v21#323	火	熯	Regular		c006a093		
5_135_B42	v21#323	火	烝	Regular		c006a094		
5_135_B51	v21#323	火	熮	Regular		c006a102		
5_135_B52	v21#323	火	𨴙	Regular		c006a103		
5_135_B61	v21#323	火	炥	Regular		c006a101		
5_135_B62	v21#323	火	㷳	Regular		c006a104		掲出字：白藤作𤎝。
5_136_A11	v21#323	火	熇	Regular		c006a105		
5_136_A12	v21#323	火	熲	Regular		c006a106		
5_136_A21	v21#323	火	炯	Regular		c006b011		
5_136_A22	v21#323	火	爚	Regular		c006b012		
5_136_A31	v21#323	火	熛	Regular		c006b013		
5_136_A32	v21#323	火	𠔂	Regular		△		
5_136_A32	v21#323	火	厸	Regular	宮	△		
5_136_A33	v21#323	火	㲹	Regular		△		
5_136_A41	v21#323	火	烄	Regular		c006b014		有埋字B。
5_136_A42	v21#323	火	𤐳	Embedded_clerical		c006b021		埋字B。掲出字：原作⿰肴攵。
5_136_A43	v21#323	火	㶣	Regular		c006b023		
5_136_A51	v21#323	火	炭	Regular		c006b024		
5_136_A52	v21#323	火	𤉧	Regular		c006b022		
5_136_A61	v21#323	火	㷢	Regular		c006b025		
5_136_A62	v21#323	火	焳	Regular		c006b032		
5_136_A62	v21#323	火	燋	Regular	宮	c006b032		
5_136_B11	v21#323	火	炦	Regular		c006b031		
5_136_B12	v21#323	火	灰	Regular		c006b033		
5_136_B21	v21#323	火	炱	Regular		c006b034		
5_136_B22	v21#323	火	煤	Regular		c006b035		
5_136_B31	v21#323	火	煨	Regular		c006b041		
5_136_B32	v21#323	火	熄	Regular		c006b042		
5_136_B41	v21#323	火	烓	Regular		c006b043		
5_136_B42	v21#323	火	煁	Regular		c006b044		
5_136_B51	v21#323	火	烘	Regular		c006b045		
5_136_B52	v21#323	火	燀	Regular		c006b051		
5_136_B61	v21#323	火	炊	Regular		c006b053		
5_136_B62	v21#323	火	齌	Regular		c006b052		
5_137_A11	v21#323	火	烰	Regular		c006b054		
5_137_A12	v21#323	火	𤎰	Regular		c006b055		
5_137_A121	v21#323	火	熷	Songben-Yupian		c006b061		
5_137_A21	v21#323	火	熹	Regular		c006b062		有埋字B。
5_137_A22	v21#323	火	熺	Embedded_clerical		c006b063		埋字B。
5_137_A23	v21#323	火	煕	Regular		c006b064		
5_137_A31	v21#323	火	𤇯	Regular		c006b065		有埋字B。
5_137_A32	v21#323	火	煾	Embedded_clerical		c006b071		埋字B。
5_137_A33	v21#323	火	⿱前火	Regular		c006b072		
5_137_A33	v21#323	火	煎	Regular	宮	c006b072		
5_137_A41	v21#323	火	熬	Regular		c006b073		
5_137_A42	v21#323	火	炮	Regular		c006b074		有埋字B。
5_137_A43	v21#323	火	炰	Embedded_clerical		c006b075		埋字B。
5_137_A51	v21#323	火	煏	Regular		c006b076		有埋字B。
5_137_A52	v21#323	火	㷶	Embedded_clerical		c006b077		埋字B。
5_137_A521	v21#323	火	𤓞	omitted		c006b081		
5_137_A53	v21#323	火	爆	Regular		c006b082		
5_137_A61	v21#323	火	煬	Regular		c006b083		
5_137_A62	v21#323	火	𤌍	Regular		c006b084		
5_137_B11	v21#323	火	㸏	Regular		c006b085		
5_137_B12	v21#323	火	爤	Regular		c006b086		有埋字B。
5_137_B13	v21#323	火	爛	Embedded_clerical		c006b091		埋字B。
5_137_B13	v21#323	火	燗	Regular	宮	c006b091		
5_137_B201	v21#323	火	㷉	Songben-Yupian		c006b092		
5_137_B21	v21#323	火	熨	Regular		c006b093		掲出字：原作慰。《新撰字鏡》同作。
5_137_B22	v21#323	火	𪚰	Regular		c006b094		
5_137_B221	v21#323	火	𪚱	Songben-Yupian		c006b095		
5_137_B31	v21#323	火	灸	Regular		c006b096		
5_137_B32	v21#323	火	灼	Regular		c006b101		
5_137_B41	v21#323	火	煉	Regular		c006b102		
5_137_B42	v21#323	火	焧	Regular		c006b103		
5_137_B42	v21#323	火	㷓	Regular	宮	c006b103		
5_137_B51	v21#323	火	燭	Regular		c006b104		
5_137_B52	v21#323	火	炨	Regular		▽		有埋字B。
5_137_B53	v21#323	火	灺	Embedded_clerical		c007a011		埋字B。
5_137_B61	v21#323	火	㶳	Regular		c007a012		有埋字B。
5_137_B62	v21#323	火	燼	Embedded_clerical		c007a013		埋字B。
5_137_B63	v21#323	火	焠	Regular		c007a014		
5_138_A11	v21#323	火	煣	Regular		c007a015		
5_138_A12	v21#323	火	熑	Regular		c007a021		
5_138_A21	v21#323	火	㷮	Regular		c007a022		
5_138_A22	v21#323	火	焚	Regular		c007a023		有埋字B二字。
5_138_A23	v21#323	火	燌	Embedded_clerical		c007a024		埋字B。
5_138_A24	v21#323	火	炃	Embedded_clerical		c007a025		埋字B。
5_138_A31	v21#323	火	𤈥	Regular		c007a026		
5_138_A32	v21#323	火	𤎶	Regular		▽		
5_138_A41	v21#323	火	燎	Regular		c007a027		
5_138_A42	v21#323	火	𤐫	Regular		c007a031		有埋字B二字。
5_138_A421	v21#323	火	票	Songben-Yupian		c007a032		票：宋本《玉篇》注文中。
5_138_A43	v21#323	火	𤓪	Embedded_clerical		c007a033		埋字B。
5_138_A44	v21#323	火	焦	Embedded_clerical		c007a034		埋字B。
5_138_A51	v21#323	火	𤈑	Regular		△		掲出字：呂作𤈥。
5_138_A51	v21#323	火	𤈥	Regular	宮	△		
5_138_A52	v21#323	火	灾	Regular		c007a041		有埋字B三字。
5_138_A53	v21#323	火	烖	Embedded_clerical		c007a042		埋字B。
5_138_A54	v21#323	火	災	Embedded_clerical		c007a043		埋字B。
5_138_A55	v21#323	火	𤆎	Embedded_clerical		c007a044		埋字B。
5_138_A61	v21#323	火	煙	Regular		c007a045		有埋字B二字。
5_138_A62	v21#323	火	烟	Embedded_clerical		c007a046		埋字B。
5_138_A63	v21#323	火	𤎟	Embedded_clerical		c007a047		埋字B。
5_138_A64	v21#323	火	焆	Regular		c007a048		
5_138_B11	v21#323	火	熅	Regular		c007a053		
5_138_B12	v21#323	火	燂	Regular		c007a051		有埋字B。
5_138_B13	v21#323	火	燖	Embedded_clerical		c007a052		埋字B。
5_138_B21	v21#323	火	焞	Regular		c007a054		
5_138_B22	v21#323	火	煦	Regular		c007a061		
5_138_B31	v21#323	火	炳	Regular		c007a062		
5_138_B32	v21#323	火	焯	Regular		c007a063		
5_138_B41	v21#323	火	煒	Regular		c007a064		
5_138_B42	v21#323	火	照	Regular		c007a071		有埋字B。
5_138_B43	v21#323	火	炤	Embedded_clerical		c007a072		埋字B。
5_138_B51	v21#323	火	㶴	Regular		c007a073		
5_138_B52	v21#323	火	煜	Regular		c007a074		有埋字B。
5_138_B53	v21#323	火	焴	Embedded_clerical		c007a075		埋字B。
5_138_B61	v21#323	火	熠	Regular		c007a076		
5_138_B62	v21#323	火	燿	Regular		c007a081		有埋字B。
5_138_B621	v21#323	火	耀	Embedded_clerical				埋字B。
5_139_A11	v21#323	火	煇	Regular		c007a082		
5_139_A12	v21#323	火	炫	Regular		c007a083		
5_139_A21	v21#323	火	㷸	Regular		c007a084		
5_139_A211	v21#323	火	燁	Songben-Yupian		c007a085		
5_139_A22	v21#323	火	爓	Regular		c007a092		
5_139_A31	v21#323	火	煌	Regular		c007a093		有埋字B。
5_139_A32	v21#323	火	熿	Embedded_clerical		c007a094		埋字B。
5_139_A33	v21#323	火	焜	Regular		c007a095		
5_139_A41	v21#323	火	灮	Regular		c007a086		有埋字B。
5_139_A42	v21#323	火	炗	Embedded_clerical		c007a091		埋字B。
5_139_A42	v21#323	火	光	Regular	白	c007a086		
5_139_A43	v21#323	火	熱	Regular		c007a096		
5_139_A51	v21#323	火	燸	Regular		c007a101		掲出字：原作𤏙。
5_139_A51	v21#323	火	煗	Regular	宮	c007a101		
5_139_A52	v21#323	火	熾	Regular		c007a103		有埋字B。
5_139_A53	v21#323	火	𤎷	Embedded_clerical		c007a104		埋字B。
5_139_A61	v21#323	火	炕	Regular		c007a105		
5_139_A62	v21#323	火	燠	Regular		c007a106		有埋字B。
5_139_A63	v21#323	火	𤈯	Embedded_clerical		c007a107		埋字B。掲出字：原作烑。
5_139_B11	v21#323	火	煖	Regular		c007a102		
5_139_B12	v21#323	火	炅	Regular		c007b012		有埋字B。
5_139_B13	v21#323	火	炔	Embedded_clerical		c007b011		埋字B。
5_139_B21	v21#323	火	熇	Regular		c007b014		
5_139_B21	v21#323	火	燺	Regular	宮	c007b014		掲出字：原作熇。
5_139_B22	v21#323	火	熭	Regular		c007b016		
5_139_B31	v21#323	火	烕	Regular		c007b021		
5_139_B32	v21#323	火	焅	Regular		c007b015		
5_139_B41	v21#323	火	燾	Regular		c007b022		
5_139_B42	v21#323	火	爟	Regular		c007b023		
5_139_B51	v21#323	火	燥	Regular		c007b013		
5_139_B51	v21#323	火	𤍜	Regular	白	c007b013		
5_139_B52	v21#323	火	烜	Regular		c007b024		
5_139_B61	v21#323	火	烽	Regular		c007b025		
5_139_B61	v21#323	火	㷭	Regular	宮	c007b025		
5_139_B62	v21#323	火	爝	Regular		c007b026		
5_140_A11	v21#323	火	燧	Regular		c007b031		有埋字B。
5_140_A12	v21#323	火	㸂	Embedded_clerical		c007b032		埋字B。
5_140_A121	v21#323	火	𤓫	Songben-Yupian		c007b033		
5_140_A13	v21#323	火	熂	Regular		c007b034		
5_140_A21	v21#323	火	㷅	Regular		c007b036		有埋字B。
5_140_A22	v21#323	火	𤌉	Embedded_clerical		c007b041		埋字B。
5_140_A22	v21#323	火	芻	Regular	白	c007b041		
5_140_A221	v21#323	火	炒	Songben-Yupian		c007b042		
5_140_A23	v21#323	火	㷄	Regular		c007b035		言火：原作⿱言火。
5_140_A31	v21#323	火	煓	Regular		c007b043		
5_140_A32	v21#323	火	熸	Regular		c007b044		
5_140_A41	v21#323	火	焮	Regular		c007b045		
5_140_A42	v21#323	火	煆	Regular		c007b047		
5_140_A51	v21#323	火	炖	Regular		c007b051		
5_140_A52	v21#323	火	爊	Regular		c007b052		
5_140_A61	v21#323	火	㸊	Regular		c007b053		
5_140_A62	v21#323	火	煽	Regular		c007b061		
5_140_B11	v21#323	火	㷰	Regular		c007b054		
5_140_B12	v21#323	火	㷆	Regular		c007b062		
5_140_B21	v21#323	火	煟	Regular		c007b055		
5_140_B22	v21#323	火	焲	Regular		c007b063		
5_140_B31	v21#323	火	炘	Regular		c007b046		
5_140_B32	v21#323	火	烳	Regular		c007b064		
5_140_B41	v21#323	火	𤒢	Regular		c007b065		
5_140_B41	v21#323	火	燣	Regular	宮	c007b065		
5_140_B42	v21#323	火	烔	Regular		c007b066		
5_140_B51	v21#323	火	㸎	Regular		c007b071		
5_140_B52	v21#323	火	㶧	Regular		c007b072		
5_140_B61	v21#323	火	炵	Regular		c007b073		
5_140_B62	v21#323	火	焪	Regular		c007b074		
5_141_A11	v21#323	火	烴	Regular		c007b075		
5_141_A12	v21#323	火	燫	Regular		c007b076		
5_141_A21	v21#323	火	𤑿	Regular		c007b082		
5_141_A22	v21#323	火	熪	Regular		c007b081		上文：據《新撰字鏡》作「㶴熪」。上字即㶴字。《校釋》燫、非。
5_141_A31	v21#323	火	爡	Regular		c007b083		
5_141_A32	v21#323	火	爌	Regular		c007b085		
5_141_A41	v21#323	火	焥	Regular		c007b084		
5_141_A42	v21#323	火	炴	Regular		c007b091		
5_141_A51	v21#323	火	𤉯	Regular		△		
5_141_A51	v21#323	火	𩵋	Regular	宮	△		宮澤原作⿱■火・文字鏡76225、今代入
5_141_A51	v21#323	火	魚	Regular	白	△		
5_141_A52	v21#323	火	㶵	Regular		c007b092		
5_141_A61	v21#323	火	煝	Regular		c007b093		
5_141_A62	v21#323	火	炬	Regular		c007b095		
5_141_B11	v21#323	火	焃	Regular		c007b094		
5_141_B12	v21#323	火	炁	Regular		c007b096		
5_141_B21	v21#323	火	焷	Regular		c007b101		
5_141_B22	v21#323	火	爁	Regular		c007b102		
5_141_B31	v21#323	火	灹	Regular		c007b103		
5_141_B32	v21#323	火	烯	Regular		c007b104		
5_141_B41	v21#323	火	燩	Regular		c008a014		
5_141_B42	v21#323	火	𤓭	Regular		c008a012		
5_141_B42	v21#323	火	爩	Regular	宮	c008a012		
5_141_B51	v21#323	火	烼	Regular		c007b106		
5_141_B52	v21#323	火	炢	Regular		c008a011		
5_141_B61	v21#323	火	烗	Regular		c008a013		
5_141_B62	v21#323	火	㸅	Regular		c007b105		
5_142_A11	v21#323	火	燍	Regular		c008a015		
5_142_A12	v21#323	火	燏	Regular		c008a016		
5_142_A21	v21#323	火	烠	Regular		c008a022		
5_142_A22	v21#323	火	㶼	Regular		c008a021		
5_142_A31	v21#323	火	煮	Regular		c008a023		
5_142_A31	v21#323	火	煑	Regular	宮	c008a023		
5_142_A32	v21#323	火	炈	Regular		c008a024		
5_142_A41	v21#323	火	㷎	Regular		c008a025		
5_142_A42	v21#323	火	烑	Regular		c008a026		
5_142_A51	v21#323	火	煠	Regular		c008a031		
5_142_A52	v21#323	火	灱	Regular		c008a032		
5_142_A61	v21#323	火	焇	Regular		c008a033		
5_142_A62	v21#323	火	炶	Regular		c008a034		
5_142_B11	v21#323	火	焄	Regular		c008a035		
5_142_B12	v21#323	火	焟	Regular		c008a041		
5_142_B21	v21#323	火	燐	Regular		c008a105		
5_142_B22	v21#323	火	燈	Regular		c008a042		
5_142_B31	v21#323	火	熻	Regular		c008a044		
5_142_B32	v21#323	火	𦓒	Regular		c008a043		掲出字：原作𤏙。
5_142_B41	v21#323	火	煪	Regular		c008a045		
5_142_B411	v21#323	火	𤋃	Songben-Yupian		c008a051		
5_142_B42	v21#323	火	㷷	Regular		c008a052		■(臛)：呂作𦞦。疑當作𣉒。有埋字B。
5_142_B43	v21#323	火	𤎱	Embedded_clerical		c008a053		埋字B。
5_142_B51	v21#323	火	爍	Regular		c008a055		
5_142_B52	v21#323	火	燉	Regular		c008a054		
5_142_B61	v21#323	火	煥	Regular		c008a056		
5_142_B62	v21#323	火	爞	Regular		c008a057		
5_143_A11	v21#323	火	缹	Regular		c008a061		
5_143_A12	v21#323	火	熟	Regular		c008a062		
5_143_A12	v21#323	火	⿱孰火	Regular	白	c008a062		
5_143_A21	v21#323	火	烋	Regular		c008a063		
5_143_A31	v21#324	炎	炎	Regular		c008b071		
5_143_A41	v21#324	炎	燄	Regular		c008b072		
5_143_A42	v21#324	炎	煔	Regular		△		
5_143_A42	v21#324	炎	𦧡	Regular	宮	△		
5_143_A421	v21#324	炎	𤊼	Songben-Yupian		c008b073		
5_143_A51	v21#324	炎	煔	Regular		c008b092		
5_143_A52	v21#324	炎	𤎭	Regular		c008b081		
5_143_A61	v21#324	炎	𤎫	Regular		c008b082		
5_143_A62	v21#324	炎	燅	Regular		c008b084		
5_143_B11	v21#324	炎	㷠	Regular		c008b083		
5_143_B21	v21#324	炎	烾	Regular		△		
5_143_B31	v21#325	焱	焱	Regular		c008b101		
