#	HDIC Project
#	Integrated Database of Hanzi Dictionaries in Early Japan
#
#	SYP: Songben Yupian database
#
#	Version: 1.0.36
#	Date: 20 October 2015
#	Last update : 27 March 2019
#
#	Copyright (c) 2014-2017 HDIC project, IKEDA Shoju (Chair)
#	LI Yuan (Person in Charge)
#	Department of Linguistic Sciences, Hokkaido University Graduate School of Letters
#	North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#	Contact: hdic_info@let.hokudai.ac.jp
#
#	Feel free to copy and distribute.
#	Send bug reports and feature requests via email.
#
#	TSV Format information:
#
#	SYID	: Book, leaf, recto-verso, line and number (Zecuntang edition)
#	SY_vol_radical	: Volume and radical number
#	SY_radical	: Radical of Chinese character
#	Entry		: Headword
#	Entry_original	: Original headword (option)
#	UCShex		: Numeric character reference in hexadecimal format
#	SY_def		: Definition of pronunciation, meaning and variant(s)
#	KSY_diff	: Differences of SYID with Kunaicho Shoryobu edition
#	SY_remarks	: Editor's notes
#
#   References
#   ----------
#   臧克和著, 中古漢字流變, 華東師範大學出版社, 2008. Zang Kehe, Zhong gu Han zi liu bian, Shanghai : Hua dong shi fan da xue chu ban she, 2008.
#
#   Primary Sources
#   ---------------
#   Songben Yupian 宋本玉篇. 
#       宮内廳書陵部藏本(南宋版) 大廣益會玉篇 (box 515, no.106, photographic images).
#       澤存堂本：〔梁〕顧野王著, 大廣益會玉篇, 北京：中華書局, 1987.
#
#	This work was supported by JSPS KAKENHI Grant Number 25370506, 16H03422.
#
SYID	SY_vol_radical	SY_radical	Entry	Entry_original	UCShex	SY_def	KSY_diff
c040b105	v24#397	魚	䱚		&#x4C5A;	力玉切。魚。	
c040b106	v24#397	魚	䲜		&#x4C9C;	音業。魚盛。	
c040b107	v24#397	魚	𩼋		&#xD867;&#xDF0B;	魚怯切。與四魚同呼。	
c041a011	v24#397	魚	鮅		&#x9B85;	卑吉切。魚。	
c041a012	v24#397	魚	𩷍		&#xD867;&#xDDCD;	營隻切。	
c041a013	v24#397	魚	鮇		&#x9B87;	音未。魚名。	
c041a014	v24#397	魚	䱜		&#x4C5C;	倉合切。又音錯。	
c041a015	v24#397	魚	𩶄		&#xD867;&#xDD84;	直律切。魚。	
c041a016	v24#397	魚	鰏		&#x9C0F;	彼力切。魚名。	
c041a017	v24#397	魚	䱮		&#x4C6E;	音額。又音頡。魚。	
c041a021	v24#397	魚	鱉		&#x9C49;	并滅切。俗龞字。	
c041a022	v24#397	魚	䱕		&#x4C55;	莫浮切。魚。	
c041a023	v24#397	魚	𩵌		&#xD867;&#xDD4C;	先了切。魚。	
c041a024	v24#397	魚	鮣		&#x9BA3;	一刃切。魚如印。	
c041a025	v24#397	魚	䱒		&#x4C52;	於業切。鹽漬魚也。	
c041a026	v24#397	魚	鯟		&#x9BDF;	德紅切。魚名、似鯉。	
c041a027	v24#397	魚	𩹄		&#xD867;&#xDE44;	呼蓋切。魚名。	
c041a031	v24#398	𩺰	𩺰		&#xD867;&#xDEB0;	語居切。《説文》云：二魚也。	
c041a032	v24#398	𩺰	𩼪		&#xD867;&#xDF2A;	言居切。捕魚也。與漁䱷同。	
c041a081	v25#399	鼠	鼠		&#x9F20;	式與切。穴蟲之緫名。	
c041a082	v25#399	鼠	𪖇		&#xD869;&#xDD87;	父元切。白鼠也、一名瓮底蟲。	
c041a083	v25#399	鼠	䶅		&#x4D85;	胡各切。鼠出胡地、皮可爲裘也。	
c041a091	v25#399	鼠	鼢		&#x9F22;	扶粉切。地中行者。一曰𪕤鼠也。	
c041a092	v25#399	鼠	䶄		&#x4D84;	歩丁切。䶄𪕌鼠也。	
c041a093	v25#399	鼠	鼶		&#x9F36;	思移切。鼠名。	
c041a094	v25#399	鼠	𪕋		&#xD869;&#xDD4B;	力久切。似鼠而大。	
c041a095	v25#399	鼠	𪕎		&#xD869;&#xDD4E;	如勇切。䶄鼠也。	
c041a101	v25#399	鼠	鼸		&#x9F38;	胡簟切。田鼠也。	
c041a102	v25#399	鼠	鼫		&#x9F2B;	市亦切。形大如鼠、頭似兔、尾有毛、青黄色。見《爾雅》。	
c041a103	v25#399	鼠	鼨		&#x9F28;	之弓切。豹文鼠。	
c041a104	v25#399	鼠	𪔻		&#xD869;&#xDD3B;	籀文。	
c041a105	v25#399	鼠	𪕶		&#xD869;&#xDD76;	於革切。鼠名。	
c041b011	v25#399	鼠	鼩		&#x9F29;	巨于切。小鼱鼩鼠也。	
c041b012	v25#399	鼠	𪖏		&#xD869;&#xDD8F;	同上。	
c041b013	v25#399	鼠	鼱		&#x9F31;	子盈切。鼱鼩。	
c041b014	v25#399	鼠	䶃		&#x4D83;	胡貪切。又公含切。蜥蜴也。	
c041b015	v25#399	鼠	𪕛		&#xD869;&#xDD5B;	同上。	
c041b016	v25#399	鼠	鼷		&#x9F37;	下雞切。小鼠也、螫毒、食人及鳥獸、皆不痛、今之甘口鼠也。	
c041b021	v25#399	鼠	鼬		&#x9F2C;	弋救切。鼠名。郭璞云：今鼬似鼦、赤黃色、大尾、啖鼠、江東呼爲鼪。	
c041b022	v25#399	鼠	䶂		&#x4D82;	之若切。鼠屬。	
c041b023	v25#399	鼠	鼲		&#x9F32;	胡昆古䰟二切。鼠名、可以爲裘也。	
c041b031	v25#399	鼠	𪕮		&#xD869;&#xDD6E;	戸吾切。𪖎𪕮鼠也、黒身白𦝫。	
c041b032	v25#399	鼠	𪖎		&#xD869;&#xDD8E;	任緘切。𪖎𪕮。	
c041b033	v25#399	鼠	鼣		&#x9F23;	扶廢切。郭璞曰：《山海經》説獸云：狀如鼣鼠、然形則未詳。	
c041b041	v25#399	鼠	𪖆		&#xD869;&#xDD86;	同上。	
c041b042	v25#399	鼠	𪕔		&#xD869;&#xDD54;	人市切。鼠名。	
c041b043	v25#399	鼠	鼯		&#x9F2F;	午胡切。鼯鼠飛生。或爲𪕡。	
c041b044	v25#399	鼠	鼳		&#x9F33;	吉役切。鼠身長須秦人呼爲小驢也。	
c041b045	v25#399	鼠	𪕯		&#xD869;&#xDD6F;	胡的胡姪二切。似鼠而白也。	
c041b051	v25#399	鼠	鼵		&#x9F35;	徒忽切。鳥鼠同穴也。	
c041b052	v25#399	鼠	鼮		&#x9F2E;	徒㕔切。鼠名、漢武帝時有此鼠文如豹終軍識之賜絹百匹。	
c041b053	v25#399	鼠	鼤		&#x9F24;	亡云亡運二切。斑尾鼠。	
c041b054	v25#399	鼠	鼭		&#x9F2D;	視之切。鼠名。	
c041b061	v25#399	鼠	䶆		&#x4D86;	之惟切。南陽呼鼠爲䶆。	
c041b062	v25#399	鼠	鼪		&#x9F2A;	所敬切。鼠名。	
c041b063	v25#399	鼠	𪕷		&#xD869;&#xDD77;	公禄切。鼬鼠也。	
c041b064	v25#399	鼠	𪖈		&#xD869;&#xDD88;	補木切。鼠名。	
c041b065	v25#399	鼠	𪕹		&#xD869;&#xDD79;	徒當切。䶈𪕹鼠名。	
c041b066	v25#399	鼠	䶈		&#x4D88;	布各切。鼠也。	
c041b071	v25#399	鼠	鼧		&#x9F27;	大何切。鼠也。	
c041b072	v25#399	鼠	𪕍		&#xD869;&#xDD4D;	公熒切。班鼠也。	
c041b073	v25#399	鼠	𪕌		&#xD869;&#xDD4C;	力丁切。𪕍屬。	
c041b074	v25#399	鼠	𪕞		&#xD869;&#xDD5E;	子徇切。鼫鼠也。	
c041b075	v25#399	鼠	𪕊		&#xD869;&#xDD4A;	子移切。似雞而鼠毛、見即大旱。	
c041b076	v25#399	鼠	𪕭		&#xD869;&#xDD6D;	於蓋切。𪖂𪕭、小鼠、相銜而行。	
c041b081	v25#399	鼠	𪖂		&#xD869;&#xDD82;	力知切。小鼠也。	
c041b082	v25#399	鼠	鼴		&#x9F34;	於甗切。大鼠也。	
c041b083	v25#399	鼠	鼦		&#x9F26;	丁幺切。古文、貂字。鼠也、毛可爲裘。	
c041b084	v25#399	鼠	𪕨		&#xD869;&#xDD68;	音兒。鼠也。	
c041b085	v25#399	鼠	𪕒		&#xD869;&#xDD52;	歩靈切。鼠也。	
c041b091	v25#399	鼠	𪖁		&#xD869;&#xDD81;	即容切。鼠。	
c041b092	v25#399	鼠	𪕏		&#xD869;&#xDD4F;	以救切。似鼠。亦作鼬。	
c041b093	v25#399	鼠	䶇		&#x4D87;	除久切。	
c041b094	v25#399	鼠	𪔿		&#xD869;&#xDD3F;	普木切。鼠。	
c041b095	v25#399	鼠	𪕩		&#xD869;&#xDD69;	音惕。鼠也。	
c041b096	v25#399	鼠	𪖀		&#xD869;&#xDD80;	音雀。鼠也。	
c041b097	v25#399	鼠	𪔺		&#xD869;&#xDD3A;	音刃。	
c041b101	v25#400	易	易		&#x6613;	余赤切。象也、異也、轉也、變也。又以豉切。不難也。	
c041b102	v25#400	易	𥂺		&#xD854;&#xDCBA;	於革切。鼠屬。或作貖、又作𪕶。	
c042a011	v25#401	虫	虫		&#x866B;	盱鬼切。一名蝮、博三寸、首大如擘、象其臥形也、物之微細、或飛行、或毛甲、皆以象之此。古文虺字。	
c042a021	v25#401	虫	蝮		&#x876E;	孚六切。毒蛇也、蝮螫手則斷。	
c042a022	v25#401	虫	螣		&#x87A3;	徒曾直錦二切。神蛇也。	
c042a023	v25#401	虫	蚺		&#x86BA;	如鹽切。大蛇也、肉可以食。	
c042a024	v25#401	虫	螼		&#x87BC;	丘忍切。螼螾仄行即寒蚓也。	
c042a031	v25#401	虫	螾		&#x87BE;	弋忍切。螼螾也。	
c042a032	v25#401	虫	蚯		&#x86AF;	音丘。蚯蚓。	
c042a033	v25#401	虫	螉		&#x8789;	於公切。小蜂也。又螉䗥、牛馬皮中蟲也。	
c042a034	v25#401	虫	䗥		&#x45E5;	子公切。螉䗥也。	
c042a035	v25#401	虫	𧑎		&#xD85D;&#xDC4E;	子外所芮二切。蟲也。	
c042a041	v25#401	虫	蠁		&#x8801;	許兩切。禹蟲也。《説文》云：知聲蟲也。	
c042a042	v25#401	虫	䖮		&#x45AE;	同上。	
c042a043	v25#401	虫	蛁		&#x86C1;	丁幺切。蟪蛄也、即蛁蟧蟲也。	
c042a044	v25#401	虫	虭		&#x866D;	同上。	
c042a045	v25#401	虫	螝		&#x879D;	胡對切。蠶蛹也。	
c042a046	v25#401	虫	蛕		&#x86D5;	胡恢切。人腹中長蟲也。	
c042a051	v25#401	虫	蚘		&#x8698;	並同上。	
c042a052	v25#401	虫	蛔		&#x86D4;	並同上。	
c042a053	v25#401	虫	蛹		&#x86F9;	與種切。老蠶也。	
c042a054	v25#401	虫	𧍛		&#xD85C;&#xDF5B;	同上、俗。	
c042a055	v25#401	虫	蟯		&#x87EF;	如消去消二切。腹中蟲也。	
c042a056	v25#401	虫	雖		&#x96D6;	息葵切。似蜥蜴、又詞兩設也。又推也。	
c042a061	v25#401	虫	虺		&#x867A;	呼鬼切。戸虺今以注鳴者、亦爲蝮蟲也。	
c042a062	v25#401	虫	蜥		&#x8725;	先的切。蜥蜴、蠑螈也。	
c042a063	v25#401	虫	蜴		&#x8734;	羊益切。蜥蜴。	
c042a064	v25#401	虫	蠑		&#x8811;	永兵切。蠑螈。	
c042a065	v25#401	虫	蚖		&#x8696;	魚袁切。蠑螈。	
c042a071	v25#401	虫	螈		&#x8788;	同上。	
c042a072	v25#401	虫	蝘		&#x8758;	於甗切。蝘蜓、在壁曰蝘蜓、在草曰蜥蜴。	
c042a073	v25#401	虫	蜓		&#x8713;	大典切。蝘蜓。又音廷。蟪蛄、別名也。	
c042a074	v25#401	虫	蠸		&#x8838;	巨袁切。食瓜蟲。	
c042a075	v25#401	虫	螟		&#x879F;	亡丁切。食苗心蟲也。	
c042a081	v25#401	虫	蟘		&#x87D8;	徒得切。食苗葉蟲也。	
c042a082	v25#401	虫	𧈩		&#xD85C;&#xDE29;	並同上。	
c042a083	v25#401	虫	𧑰		&#xD85D;&#xDC70;	並同上。	
c042a084	v25#401	虫	蛖		&#x86D6;	莫江切。蛖螻螻蛄類。	
c042a085	v25#401	虫	蝚		&#x875A;	如由切。蛖螻也。	
c042a086	v25#401	虫	蛣		&#x86E3;	去吉切。《爾雅》曰：蝎蛣𧌑木中蠹蟲。	
c042a091	v25#401	虫	𧌑		&#xD85C;&#xDF11;	丘勿切。蛣𧌑。	
c042a092	v25#401	虫	蠇		&#x8807;	力制切。蚌屬也。	
c042a093	v25#401	虫	蟫		&#x87EB;	大含弋針二切。白魚蟲也。	
c042a094	v25#401	虫	蛵		&#x86F5;	呼丁切。負勞、又蜻蛉。	
c042a095	v25#401	虫	蜭		&#x872D;	胡感切。毛蠹也。	
c042a096	v25#401	虫	蛅		&#x86C5;	如占切。《爾雅》曰：䘃、蛅蟴、蛓屬也。	
c042a101	v25#401	虫	蟴		&#x87F4;	息移切。蛅蟴。	
c042a102	v25#401	虫	蟖		&#x87D6;	同上。	
c042a103	v25#401	虫	蛓		&#x86D3;	七吏切。毛蟲也。	
c042a104	v25#401	虫	螆		&#x8786;	並同上。	
c042a105	v25#401	虫	𧉠		&#xD85C;&#xDE60;	並同上。	
c042a106	v25#401	虫	𧍤		&#xD85C;&#xDF64;	並同上。	
c042a107	v25#401	虫	蚝		&#x869D;	並同上。	
c042a108	v25#401	虫	䖯		&#x45AF;	口圭切。蠆也。	
c042a109	v25#401	虫	蚔		&#x8694;	巨支切。土蝱也。亦作𧎪。	
c042b011	v25#401	虫	蠆		&#x8806;	丑介切。螫蟲。或作䘍。	
c042b012	v25#401	虫	蝎		&#x874E;	胡葛切。桑中蠹蟲也。	
c042b013	v25#401	虫	蝤		&#x8764;	疾尤切。蝤𧓉蝎木中蟲也。	
c042b014	v25#401	虫	𧓉		&#xD85D;&#xDCC9;	才兮在梨二切。𧓉螬蟲。亦作蠐。	
c042b021	v25#401	虫	螬		&#x87AC;	徂刀切。𧓉螬。	
c042b022	v25#401	虫	蟦		&#x87E6;	扶非切。𧓉螬也。	
c042b023	v25#401	虫	蠀		&#x8800;	在資切。蠀螬也。	
c042b024	v25#401	虫	強		&#x5F37;	巨羊切。米中蠹小蟲。	
c042b025	v25#401	虫	蚚		&#x869A;	巨衣切。強蚚蟲。	
c042b026	v25#401	虫	蜀		&#x8700;	市燭切。桑蟲也。亦作蠋。	
c042b031	v25#401	虫	蠲		&#x8832;	古玄古迷二切。蟲也、明也、除也。又疾也。	
c042b032	v25#401	虫	蛶		&#x86F6;	呂説切。蟲名。	
c042b033	v25#401	虫	蟣		&#x87E3;	居豈切。蝨蟣也。	
c042b034	v25#401	虫	螕		&#x8795;	補兮切。牛蝨也。	
c042b035	v25#401	虫	蠖		&#x8816;	於縛切。屈伸蟲。	
c042b036	v25#401	虫	蝝		&#x875D;	惟船切。⿰虫羕也、亦蝗子。	
c042b041	v25#401	虫	蜪		&#x872A;	他刀切。《爾雅》曰：蝝蜪、蝗子未有翅者。又音陶。	
c042b042	v25#401	虫	螻		&#x87BB;	力侯切。螻蛄也。	
c042b043	v25#401	虫	蛄		&#x86C4;	古胡切。亦蟪蛄也。	
c042b044	v25#401	虫	虰		&#x8670;	丑經切。蠪虰也。	
c042b045	v25#401	虫	蟶		&#x87F6;	同上。	
c042b051	v25#401	虫	蠪		&#x882A;	力公切。蠪虰蟲。亦獸名。	
c042b052	v25#401	虫	蠜		&#x881C;	父袁切。阜螽也、即蚣蝑、又負蠜蜚也。	
c042b053	v25#401	虫	蛾		&#x86FE;	五何切。蠶蛾也。	
c042b054	v25#401	虫	蚳		&#x86B3;	丈飢切。蟻卵也。	
c042b055	v25#401	虫	螘		&#x8798;	宜倚切。蚍蜉也。	
c042b061	v25#401	虫	蟻		&#x87FB;	同上。	
c042b062	v25#401	虫	𧍽		&#xD85C;&#xDF7D;	並同上。	
c042b063	v25#401	虫	𧑢		&#xD85D;&#xDC62;	並同上。	
c042b064	v25#401	虫	𧍓		&#xD85C;&#xDF53;	所蜜切。蟋𧍓蟲。	
c042b065	v25#401	虫	蟀		&#x87C0;	同上。	
c042b066	v25#401	虫	蟋		&#x87CB;	思栗切。蟋蟀。	
c042b067	v25#401	虫	𧒓		&#xD85D;&#xDC93;	同上。	
c042b068	v25#401	虫	蛬		&#x86EC;	古勇切。蟋蟀也、亦名蜻蛚。又音卭。	
c042b071	v25#401	虫	𧌪		&#xD85C;&#xDF2A;	同上。	
c042b072	v25#401	虫	蝒		&#x8752;	彌縁切。《爾雅》曰：蝒馬蜩蜩中最大者。	
c042b073	v25#401	虫	𧉄		&#xD85C;&#xDE44;	同上。	
c042b074	v25#401	虫	蟷		&#x87F7;	多郎切。蟷蠰螳蜋之別名。	
c042b075	v25#401	虫	𧒾		&#xD85D;&#xDCBE;	同上。	
c042b076	v25#401	虫	蠰		&#x8830;	乃郎思亮詩尚三切。齧桑蟲。	
c042b081	v25#401	虫	𧒖		&#xD85D;&#xDC96;	古臥古禾二切。蟷蠰也。	
c042b082	v25#401	虫	螳		&#x87B3;	徒郎切。螳蜋、有斧蟲、一名石蜋。	
c042b083	v25#401	虫	蜋		&#x870B;	力當切。螳蜋。又音良。	
c042b084	v25#401	虫	螵		&#x87B5;	毗交切。螵蛸、螳蜋子也。又撫昭切。	
c042b085	v25#401	虫	蜱		&#x8731;	同上。	
c042b091	v25#401	虫	蛸		&#x86F8;	思幺切。蜱蛸也。	
c042b092	v25#401	虫	蜣		&#x8723;	丘良切。蜣蜋、啖糞蟲也。	
c042b093	v25#401	虫	𧍕		&#xD85C;&#xDF55;	同上。又其虐切。	
c042b094	v25#401	虫	蛢		&#x86E2;	歩丁切。甲蟲也。	
c042b095	v25#401	虫	蟥		&#x87E5;	胡光切。蟥蛢也。	
c042b096	v25#401	虫	𧑐		&#xD85D;&#xDC50;	市律切。𧑐蟥也。	
c042b097	v25#401	虫	䗐		&#x45D0;	式移式豉二切。米中黒甲蟲。	
c042b101	v25#401	虫	蜆		&#x8706;	戸千戸典二切。蜆縊女小黒蟲。	
c042b102	v25#401	虫	蜰		&#x8730;	父非切。蠦蜰即負螌臭蟲。	
c042b103	v25#401	虫	蠦		&#x8826;	力胡切。蠦蜰也。	
c042b104	v25#401	虫	𧕅		&#xD85D;&#xDD45;	魯丁切。螟𧕅桑蟲也。	
c043a011	v25#401	虫	𧒘		&#xD85D;&#xDC98;	古火切。𧒘蠃細𦝫蜂、即蠮螉也。	
c043a012	v25#401	虫	蜾		&#x873E;	同上。	
c043a013	v25#401	虫	蠃		&#x8803;	力果切。蜾蠃也。又力戈切。蜯屬。	
c043a014	v25#401	虫	蜨		&#x8728;	山頰切。蛺蜨也。	
c043a015	v25#401	虫	蛺		&#x86FA;	古協切。蛺蝶也。	
c043a016	v25#401	虫	蚩		&#x86A9;	尺之切。蟲也。又癡也、笑也、亂也。	
c043a021	v25#401	虫	蟠		&#x87E0;	扶元切。鼠婦蟲。又歩安切。大也、紆迴而轉曲也。	
c043a022	v25#401	虫	螌		&#x878C;	布姦切。螌蝥毒蟲也。	
c043a023	v25#401	虫	蝥		&#x8765;	莫交切。螌蝥也。又莫侯切。食禾根蟲。又𧉅蛛也。	
c043a031	v25#401	虫	蛑		&#x86D1;	《説文》云：古文蝥。又音牟。蝤蛑也。	
c043a032	v25#401	虫	蟅		&#x87C5;	之夜切。鼠婦負蠜也。	
c043a033	v25#401	虫	䗪		&#x45EA;	同上。	
c043a034	v25#401	虫	蛜		&#x86DC;	音伊。蛜蝛委黍也。	
c043a035	v25#401	虫	𧉅		&#xD85C;&#xDE45;	同上。	
c043a036	v25#401	虫	蝛		&#x875B;	於歸切。蛜蝛也。	
c043a041	v25#401	虫	蜙		&#x8719;	先恭切。蜙蝑斯螽。	
c043a042	v25#401	虫	蚣		&#x86A3;	同上。又古紅切。蜈蚣也。	
c043a043	v25#401	虫	蝑		&#x8751;	思閭思呂二切。蜙蝑。	
c043a044	v25#401	虫	蝗		&#x8757;	胡光切。《禮記》：蟲蝗爲灾。	
c043a045	v25#401	虫	蛚		&#x86DA;	力結切。蜻蛚蟋蟀。	
c043a051	v25#401	虫	蜺		&#x873A;	午結五兮二切。寒蟬。	
c043a052	v25#401	虫	蟬		&#x87EC;	市然切。蜩也、以旁鳴者蟬連系續之言也。	
c043a053	v25#401	虫	蜩		&#x8729;	大幺切。蟬也。	
c043a054	v25#401	虫	𧊓		&#xD85C;&#xDE93;	同上。	
c043a055	v25#401	虫	蜻		&#x873B;	疾性切。蚻也、蟬也。又子盈切。蜻蛉六足四翼。	
c043a061	v25#401	虫	蛉		&#x86C9;	力丁切。蜻蛉。	
c043a062	v25#401	虫	螇		&#x8787;	胡雞切。螇螰、即蟪蛄、一名蛁蟧、亦蜓蚞也。	
c043a063	v25#401	虫	螰		&#x87B0;	力木切。螇螰。	
c043a064	v25#401	虫	蚗		&#x8697;	胡決古穴二切。蛥蚗、亦蟪蛄也。	
c043a071	v25#401	虫	蛥		&#x86E5;	上列切。蛥蚗。	
c043a072	v25#401	虫	蠓		&#x8813;	亡孔切。小飛蟲。	
c043a073	v25#401	虫	蠛		&#x881B;	亡結切。蠛蠓也。	
c043a074	v25#401	虫	𧐑		&#xD85D;&#xDC11;	力約切。蜉䖻、渠𧎾、朝生夕死也。	
c043a075	v25#401	虫	蜹		&#x8739;	汝鋭切。含毒蛇、又蚊蜹。又音爇。	
c043a076	v25#401	虫	蝡		&#x8761;	如衮切。動也。	
c043a081	v25#401	虫	𧔀		&#xD85D;&#xDD00;	同上。	
c043a082	v25#401	虫	蠨		&#x8828;	先幺切。蠨蛸喜子。	
c043a083	v25#401	虫	蛸		&#x86F8;	所交切。蛸蠨。	
c043a084	v25#401	虫	蛶		&#x86F6;	力輟切。螪蚵也。	
c043a085	v25#401	虫	蛆		&#x86C6;	子魚切。蝍蛆也。又且絮且余二切。蠅蛆也。亦作䏣。	
c043a091	v25#401	虫	蚑		&#x8691;	去豉切。蚑行喙息麕鹿之類行也。又音岐。	
c043a092	v25#401	虫	蛂		&#x86C2;	歩結切。蟥蛢也。	
c043a093	v25#401	虫	𧌚		&#xD85C;&#xDF1A;	呼鈴切。乘飛皃。	
c043a094	v25#401	虫	𧎥		&#xD85C;&#xDFA5;	尸戰切。蠅醜𧎥。	
c043a095	v25#401	虫	𧈪		&#xD85C;&#xDE2A;	丑善切。蟲伸行。	
c043a101	v25#401	虫	螸		&#x87B8;	弋朱切。蠭醜螸。	
c043a102	v25#401	虫	蛻		&#x86FB;	尸鋭始悦二切。蛇皮也。	
c043a103	v25#401	虫	𧊝		&#xD85C;&#xDE9D;	丑略切。又呼各切。螫也、痛也。亦作蠚。	
c043a104	v25#401	虫	螫		&#x87AB;	式亦切。蟲行毒。	
c043a105	v25#401	虫	𧏅		&#xD85C;&#xDFC5;	同上。	
c043a106	v25#401	虫	蝁		&#x8741;	於各切。蛈蝁也。	
c043b011	v25#401	虫	蛘		&#x86D8;	弋掌切。蛘搔也。又音羊。	
c043b012	v25#401	虫	螊		&#x878A;	胡緘切。小蚌可食。	
c043b013	v25#401	虫	蝕		&#x8755;	時力切。日月蝕也。	
c043b014	v25#401	虫	蠗		&#x8817;	丈卓切。小蜃。或㺟字。	
c043b015	v25#401	虫	蛟		&#x86DF;	古爻切。蛟龍也。	
c043b016	v25#401	虫	虯		&#x866F;	奇樛切。無角龍。	
c043b021	v25#401	虫	螭		&#x87AD;	丑支切。無角如龍而黄。	
c043b022	v25#401	虫	蜧		&#x8727;	力計切。神蛇也。	
c043b023	v25#401	虫	蜦		&#x8726;	同上。	
c043b024	v25#401	虫	蜄		&#x8704;	市忍切。大蛤也。亦作蜃。又市刃切。	
c043b025	v25#401	虫	蜌		&#x870C;	歩禮切。蚌長者。	
c043b026	v25#401	虫	蛤		&#x86E4;	古合切。雀入水爲蛤。亦作𧊧。	
c043b031	v25#401	虫	螔		&#x8794;	弋支切。蚹螺螔蝓也。	
c043b032	v25#401	虫	蝓		&#x8753;	餘珠切。螔蝓也。	
c043b033	v25#401	虫	螷		&#x87B7;	扶幸歩支二切。蛤也。	
c043b034	v25#401	虫	蝸		&#x8778;	古華切。蝸牛、即螔蝓。	
c043b035	v25#401	虫	蛭		&#x86ED;	之吉丁結二切。水蟣。	
c043b041	v25#401	虫	蚌		&#x868C;	歩項切。蜃也。	
c043b042	v25#401	虫	蜎	zihai-119937	&#x870E;	於犬於沿二切。蜀皃。	
c043b043	v25#401	虫	蟺		&#x87FA;	市衍切。蚯蚓也。	
c043b044	v25#401	虫	𧍘		&#xD85C;&#xDF58;	於虯切。𧍘虯龍皃。又於糾切。	
c043b045	v25#401	虫	蚴		&#x86B4;	同上。	
c043b046	v25#401	虫	蟉		&#x87C9;	力幽巨糾二切。蚴蟉。	
c043b051	v25#401	虫	蚨		&#x86A8;	父倶切。青蚨水蟲也。	
c043b052	v25#401	虫	蟄		&#x87C4;	直立切。藏也、和集也。又蟄蟄多也。又赤粒切。	
c043b053	v25#401	虫	䗇		&#x45C7;	巨六切。蟾蠩也。	
c043b054	v25#401	虫	蝦		&#x8766;	下加切。蝦蟇。	
c043b055	v25#401	虫	蟇		&#x87C7;	莫加切。蝦蟇。亦作蟆。	
c043b061	v25#401	虫	蟼		&#x87FC;	居丙切。蝦蟇也。	
c043b062	v25#401	虫	蠵		&#x8835;	弋規切。觜蠵似蝳蝐而薄有文。	
c043b063	v25#401	虫	𧓾		&#xD85D;&#xDCFE;	同上。	
c043b064	v25#401	虫	螹		&#x87B9;	才廉切。螹𧕮也。	
c043b065	v25#401	虫	蛫		&#x86EB;	九毀切。獸似龜白身赤首。《説文》云：蟹也。	
c043b071	v25#401	虫	蟹		&#x87F9;	諧買切。二螯八足。	
c043b072	v25#401	虫	蜮		&#x872E;	胡國切。似鼈含沙射人爲害如狐也。	
c043b073	v25#401	虫	蟈		&#x87C8;	古麥切。螻蟈蝦蟇。又音國。	
c043b074	v25#401	虫	𧊜		&#xD85C;&#xDE9C;	五各切。似蜥蜴。	
c043b075	v25#401	虫	𧍑		&#xD85C;&#xDF51;	武兩切。木石之精、如小兒、赤目美髪。或作魍。	
c043b081	v25#401	虫	蜽		&#x873D;	力掌切。蝄蜽。或作魎。	
c043b082	v25#401	虫	蝯		&#x876F;	于元切。蝯猴。或作猨。	
c043b083	v25#401	虫	蚼		&#x86BC;	呼口巨俱二切。蚍蜉。	
c043b084	v25#401	虫	蜼		&#x873C;	余季余救二切。似猴而鼻仰尾長五尺雨則自懸於樹以尾塞鼻。	
c043b091	v25#401	虫	蛩		&#x86E9;	巨恭切。巨虚也。又蟬蛻也。	
c043b092	v25#401	虫	蟨		&#x87E8;	居月切。比肩獸。	
c043b093	v25#401	虫	蝙		&#x8759;	布田切。蝙蝠、亦名蟙䘃、又名仙鼠、又名服翼。	
c043b094	v25#401	虫	蝠		&#x8760;	甫服切。蝙蝠。	
c043b101	v25#401	虫	螮		&#x87AE;	丁計切。螮蝀虹也。	
c043b102	v25#401	虫	蝃		&#x8743;	（並同上。）	
c043b103	v25#401	虫	𧋍		&#xD85C;&#xDECD;	並同上。	
c043b104	v25#401	虫	蝀		&#x8740;	丁孔切。螮蝀。	
c043b105	v25#401	虫	虹		&#x8679;	胡公切。螮蝀也。又音絳。縣名。	
c043b106	v25#401	虫	𧍺		&#xD85C;&#xDF7A;	籀文。	
c043b107	v25#401	虫	蠻		&#x883B;	馬姦切。南方也、蟲也、慢也、傷也。	
c044a011	v25#401	虫	閩		&#x95A9;	冒貧切。東南越。	
c044a012	v25#401	虫	蠥		&#x8825;	宜列切。歌謠云：草木之怪謂之妖、獸禽蟲蝗之怪謂之蠥。或作孽。	
c044a013	v25#401	虫	蜉		&#x8709;	扶牛切。蜉䖻也。	
c044a021	v25#401	虫	螗		&#x8797;	大當切。蜩螗也。	
c044a022	v25#401	虫	䗡		&#x45E1;	猗然切。蟲名。	
