#	HDIC Project
#	Integrated Database of Hanzi Dictionaries in Early Japan
#
#	SYP: Songben Yupian database
#
#	Version: 1.0.2
#	Date: 20 October 2015
#	Last update : 24 October 2015
#
#	Copyright (c) 2014-2015 HDIC project, IKEDA Shoju (Chair)
#	LI Yuan (Person in Charge)
#	Department of Linguistic Sciences, Hokkaido University Graduate School of Letters
#	North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#	Contact: hdic_info@let.hokudai.ac.jp
#
#	Feel free to copy and distribute
#	Send bug reports and feature requests via email
#
#	CSV Format information:
#
#	SYID	: Book, leaf, a(recto) or b(verso), line and number (Zecuntang edition)
#	SY_vol_radical	: Volume and radical number
#	SY_radical	: Chinese character of radical 
#	Entry		: Headword
#	Entry_original	: Original headword (option)
#	UCShex		: Numeric character reference in hexadecimal format
#	SY_def		: Definition of pronunciation, meaning and variant(s)
#	KSY_diff	: Differences of SYID with Kunaicho Shoryobu edition
#	SY_remarks	: Editor's notes
#
#	This work was supported by JSPS KAKENHI Grant Number 25370506.
#
SYID	SY_vol_radical	SY_radical	Entry	Entry_original	Unicode	SY_def	KSY_diff
c053b076	v26#423	革	𩎀		U+29380	同上。	
c053b081	v26#423	革	韇		U+97C7	徒木切。以藏矢、或作皾。	
c053b082	v26#423	革	韄		U+97C4	呼故切。佩刀絲也。又於虢切。	
c053b083	v26#423	革	䪎		U+4A8E	思危切。鞌邊帶。	
c053b084	v26#423	革	鞚		U+979A	口送切。馬勒也。	
c053b085	v26#423	革	䩯		U+4A6F	居力切。急也、亦作亟。	
c053b086	v26#423	革	鞻		U+97BB	力鉤力豆二切。鞮鞻氏掌四夷之樂官也。	
c053b091	v26#423	革	靾		U+977E	以勢切。以馬贈亡人。	
c053b092	v26#423	革	鞇		U+9787	於人切。亦作茵、車中重席。	
c053b093	v26#423	革	鞜		U+979C	他帀切。鞮也。	
c053b094	v26#423	革	䪁		U+4A81	補目切。絡牛頭。	
c053b095	v26#423	革	𩌈		U+29308	"先各切。𩌈𩍜履也、𩌈之缺前雍。"	
c053b101	v26#423	革	𩍜		U+2935C	大各切。𩌈𩍜履。	
c053b102	v26#423	革	䩐		U+4A50	呼突切。急擷。	
c053b103	v26#423	革	䩽		U+4A7D	於候切。胡矛。	
c053b104	v26#423	革	𩋤		U+292E4	右律切。	
c053b105	v26#423	革	𩉺		U+2927A	大阿切。馬𩉺也。	
c053b106	v26#423	革	𩌍		U+2930D	古狎切。𩌍䩖履。	
c054a011	v26#423	革	䩖		U+4A56	所加切。	
c054a012	v26#423	革	𩍅		U+29345	徒東切。靫具飾。	
c054a013	v26#423	革	靯		U+976F	他古切。靯𩍿鞇。	
c054a014	v26#423	革	𩍿		U+2937F	歩谷切。靯𩍿也。	
c054a015	v26#423	革	䩹		U+4A79	牛格切。履頭也。	
c054a016	v26#423	革	靫		U+976B	楚崖楚加二切。箭室也。	
c054a021	v26#423	革	𩋆		U+292C6	口閒切。堅也。	
c054a022	v26#423	革	𩉹		U+29279	乃米切。𦆕垂皃。	
c054a023	v26#423	革	𩊭		U+292AD	徒外切。補具飾。	
c054a024	v26#423	革	𩌮		U+2932E	似足切。鞮也。	
c054a025	v26#423	革	𩌊		U+2930A	呼角切。急束也。	
c054a026	v26#423	革	䩨		U+4A68	持亮丑亮二切。弓衣也。亦作韔。	
c054a031	v26#423	革	𩊙		U+29299	皮祕房福二切。車𩊙。亦作絥𩎧𨋩。	
c054a032	v26#423	革	鞴		U+97B4	同上。	
c054a033	v26#423	革	𩉬		U+2926C	巨支切。轂飾、亦作軝。	
c054a034	v26#423	革	𩍙		U+29359	所力切。車籍支革也、亦作𩏫。	
c054a035	v26#423	革	鞽		U+97BD	起囂切。亦作橇。	
c054a041	v26#423	革	鞧		U+97A7	七流切。今作緧。	
c054a042	v26#423	革	韁		U+97C1	居羊切。馬緤、亦作繮。	
c054a043	v26#423	革	靴		U+9774	盱戈切。靸也、亦履也。	
c054a044	v26#423	革	鞾		U+97BE	同上。	
c054a045	v26#423	革	䩿		U+4A7F	扶分切。鼓也。或作鼖。	
c054a046	v26#423	革	𩉼		U+2927C	尸仁切。革帶、亦作紳。	
c054a051	v26#423	革	𩍖		U+29356	於力切。五綵絲絛履下也。或作繶。	
c054a052	v26#423	革	䩭		U+4A6D	荊猗切。䪂也。亦古文羇字。絡頭也。	
c054a053	v26#423	革	𩊛		U+2929B	居委切。角不齊。	
c054a054	v26#423	革	𩋥		U+292E5	胡加切。履跟、亦作䪗。	
c054a061	v26#423	革	𩉨		U+29268	姑戸切。今作鼓。	
c054a062	v26#423	革	𪔐		U+2A510	籀文。	
c054a063	v26#423	革	𩍆		U+29346	思亦切。履也、亦作舄。	
c054a064	v26#423	革	𩋉		U+292C9	爲逼切。羔裘縫、亦作緎𪑝。	
c054a065	v26#423	革	䩱		U+4A71	與朱切。餘也、孽也。	
c054a066	v26#423	革	𩌰		U+29330	所銜切。旌旗旒也。亦作縿。	
c054a071	v26#423	革	𩋐		U+292D0	同上。	
c054a072	v26#423	革	𩊄		U+29284	除霤切。今作冑。	
c054a073	v26#423	革	䩢		U+4A62	之逝切。刀鞞。	
c054a074	v26#423	革	䩥		U+4A65	大嬾切。馬帶也。	
c054a075	v26#423	革	𩊁		U+29281	於院切。履也。	
c054a076	v26#423	革	靮		U+976E	丁狄切。韁也、所以繋制馬。	
c054a077	v26#423	革	鞗		U+9797	大幺切。轡也。亦作鋚。	
c054a081	v26#423	革	𩎎		U+2938E	古核切。靶也、勒也、亦作革。	
c054a082	v26#423	革	䪂		U+4A82	同上。	
c054a083	v26#423	革	䪍		U+4A8D	力丹切。藏弩矢服也、亦作闌。	
c054a084	v26#423	革	鞕		U+9795	牛更切。堅也、亦作硬。	
c054a085	v26#423	革	鞿		U+97BF	居衣切。韁在口。	
c054a091	v26#423	革	𩍃		U+29343	莫佳切。鞋也。	
c054a092	v26#423	革	䩠		U+4A60	他丁切。皮帶䩠。	
c054a093	v26#423	革	鞓		U+9793	同上。	
c054a094	v26#423	革	鞘		U+9798	音宵。鞭鞘。	
c054a095	v26#423	革	𩋬		U+292EC	音羊。馬頭上靻。	
c054a096	v26#423	革	䪈		U+4A88	去戰切。𦝫帶䪈。	
c054a097	v26#423	革	𩉿		U+2927F	其俱切。兵器也。	
c054a101	v26#423	革	韉		U+97C9	音牋。鞍韉也。	
c054a102	v26#423	革	𩋋		U+292CB	同上。	
c054a103	v26#423	革	靬		U+976C	居言切。乾靬、又去汗切。盛矢器著弓衣。	
c054a104	v26#423	革	鞲		U+97B2	恪侯切。射鞲臂捍也。又古侯切。	
c054a105	v26#423	革	䩳		U+4A73	速侯切。軟皮也。	
c054b011	v26#423	革	𩌱		U+29331	同上。	
c054b012	v26#423	革	䪊		U+4A8A	盧紅切。䪊頭也。	
c054b013	v26#423	革	𩋧		U+292E7	戸皆切。履也。	
c054b014	v26#423	革	䩟		U+4A5F	音夷。	
c054b015	v26#423	革	𩍥		U+29365	而庚切。鞋𩍥也。	
c054b016	v26#423	革	𩋣		U+292E3	音提。常也。	
c054b017	v26#423	革	䩝		U+4A5D	歩包切。	
c054b018	v26#423	革	鞦		U+97A6	七由切。車鞦也。又鞦韆、繩戲也。	
c054b021	v26#423	革	韆		U+97C6	音遷。鞦韆。	
c054b022	v26#423	革	䩷		U+4A77	布剛切。䩷鞋。	
c054b023	v26#423	革	鞤		U+97A4	布剛切。鞋革皮。	
c054b024	v26#423	革	䩼		U+4A7C	符容切。鼓聲。	
c054b025	v26#423	革	鞝		U+979D	音掌。扇安皮。	
c054b026	v26#423	革	𩋄		U+292C4	初九切。𩋄束也。	
c054b031	v26#423	革	𩌄		U+29304	同上。	
c054b032	v26#423	革	䩬		U+4A6C	方奉切。軍器也。	
c054b033	v26#423	革	𩊫		U+292AB	奴典切。車𩊫也。	
c054b034	v26#423	革	𩊖		U+29296	布頂切。	
c054b035	v26#423	革	䩔		U+4A54	徒果切。履跟縁也。	
c054b036	v26#423	革	𩊜		U+2929C	同上。	
c054b037	v26#423	革	𩊰		U+292B0	歩禮切。	
c054b038	v26#423	革	𩋮		U+292EE	方奉切。軍人皮。	
c054b041	v26#423	革	𩌌		U+2930C	古孔切。生皮也。	
c054b042	v26#423	革	𩊒		U+29292	余制切。以鞌贈亡人也。	
c054b043	v26#423	革	靿		U+977F	於孝切。靴靿也。	
c054b044	v26#423	革	靽		U+977D	音半。與絆同。	
c054b045	v26#423	革	𩋈		U+292C8	奴到切。	
c054b046	v26#423	革	𩌃		U+29303	音槐。鬼布。	
c054b047	v26#423	革	䪌		U+4A8C	士咸士陷二切。鞍䪌。	
c054b051	v26#423	革	𩊻		U+292BB	私潤切。	
c054b052	v26#423	革	𩋢		U+292E2	許願切。履𩋢也。	
c054b053	v26#423	革	𩌬		U+2932C	旨羊切。𩌬泥也。	
c054b054	v26#423	革	𩊀		U+29280	匹革切。靜也。	
c054b055	v26#423	革	靺		U+977A	亡達切。靺鞨、蕃人出北土。	
c054b056	v26#423	革	鞨		U+97A8	胡葛切。靺鞨。	
c054b061	v26#423	革	𩊑		U+29291	音養。治皮。	
c054b062	v26#423	革	鞁		U+9781	皮彼切。鞍上被。	
c054b063	v26#423	革	𩋩		U+292E9	除利切。履底。	
c054b064	v26#423	革	䩚		U+4A5A	都計切。䩚鞋也。	
c054b065	v26#423	革	𩊬		U+292AC	音歩。䩖也。	
c054b066	v26#423	革	䪋		U+4A8B	以隹以貴二切。	
c054b071	v26#423	革	鞢		U+97A2	思叶切。䩞鞢鞍具也。	
c054b072	v26#423	革	𩋟		U+292DF	音伏。箭𩋟。	
c054b073	v26#423	革	鞫		U+97AB	居竹切。問鞫也。	
c054b074	v26#423	革	𩊯		U+292AF	所責切。堅硬。	
c054b075	v26#423	革	𩌇		U+29307	音榻。兵器。	
c054b076	v26#423	革	鞊		U+978A	音詰。	
c054b077	v26#423	革	韈		U+97C8	亡伐切。屩韈也。	
c054b081	v26#423	革	䩧		U+4A67	火結切。急繋也。	
c054b082	v26#423	革	𩋡		U+292E1	音室。刀𩋡。	
c054b083	v26#423	革	鞳		U+97B3	他合切。兵器也。	
c054b084	v26#423	革	𩉥		U+29265	戸犬切。車𩉥也。	
c054b085	v26#423	革	𩍷		U+29377	音決。	
c054b086	v26#423	革	𩊩		U+292A9	扶封切。	
c054b087	v26#423	革	𩌩		U+29329	素回切。𩌩鞍皮。	
c054b088	v26#423	革	䩙		U+4A59	戸犬切。刀䩙也。	
c054b091	v26#424	韋	韋		U+97CB	于非切。《説文》曰：相背也、獸皮之韋可以束枉戾相韋背、又姓。	
c054b092	v26#424	韋	𣍄		U+23344	古文。	
c054b093	v26#424	韋	韠		U+97E0	卑蜜切。所以蔽前也。	
c054b101	v26#424	韋	韎		U+97CE	莫慨莫拜二切。茅蒐染草也。又東夷樂。	
c054b102	v26#424	韋	𣝖		U+23756	古文。	
c054b103	v26#424	韋	韢		U+97E2	詞季在芮二切。囊紐也。	
c054b104	v26#424	韋	韜		U+97DC	他刀切。義也、寛也、劒衣也。又韜杠也。	
c055a011	v26#424	韋	韝		U+97DD	古侯切。結也、臂沓也。	
c055a012	v26#424	韋	韘		U+97D8	尸渉切。決也、指沓也。	
c055a013	v26#424	韋	韔		U+97D4	丑亮切。又持亮切。弓衣也。	
c055a014	v26#424	韋	韣		U+97E3	徒木切。弓衣也、韜也。又尺欲切。	
c055a015	v26#424	韋	䪗		U+4A97	胡加切。履根。亦作𩋥。	
c055a021	v26#424	韋	𩏇		U+293C7	大卵切。履後帖。	
c055a022	v26#424	韋	韤		U+97E4	亡發切。足衣。亦作袜。	
c055a023	v26#424	韋	䪙		U+4A99	扶豆切。又扶武切。尻衣。又作𩍿。	
c055a024	v26#424	韋	韏		U+97CF	九萬切。革中片也、詘也、曲也。	
c055a025	v26#424	韋	𩏶		U+293F6	子由似由二切。收束也、堅縛也。亦作𩏢揫。	
c055a031	v26#424	韋	𩏸		U+293F8	同上。	
c055a032	v26#424	韋	韍		U+97CD	甫勿切。今作市。	
c055a033	v26#424	韋	𩎕		U+29395	蘇納切。屩也。亦作靸。	
c055a034	v26#424	韋	韐		U+97D0	古荅切。韎韐也。亦作帢。又古洽切。	
c055a035	v26#424	韋	韞		U+97DE	於昆切。赤黄之間色也、裏也。	
c055a041	v26#424	韋	韗		U+97D7	吁萬切。又于問切。靴也。	
c055a042	v26#424	韋	𩏩		U+293E9	呼斂切。胡被也。	
c055a043	v26#424	韋	䪏		U+4A8F	奴荅切。䪏耎也。	
c055a044	v26#424	韋	韌		U+97CC	如吝切。柔也。又作肕。	
c055a045	v26#424	韋	𩏡		U+293E1	巨貴切。𩏡緝也。	
c055a051	v26#424	韋	𩏐		U+293D0	同上。	
c055a052	v26#424	韋	䪔		U+4A94	布古切。車下䪔。	
c055a053	v26#424	韋	𩏮		U+293EE	同上。	
c055a054	v26#424	韋	𩏵		U+293F5	同上。	
c055a055	v26#424	韋	韛		U+97DB	皮拜切。韋橐也、可以吹火令熾。亦作𣡖。	
c055a056	v26#424	韋	𩎧		U+293A7	皮祕切。又扶卜切。車軾也。	
c055a061	v26#424	韋	䪜		U+4A9C	尺廉切。䪜屏也。	
c055a062	v26#424	韋	䪝		U+4A9D	於白切。䪝𩏪刀飾。	
c055a063	v26#424	韋	𩏘		U+293D8	素回切。	
c055a064	v26#424	韋	𩏪		U+293EA	直白切。䪝𩏪也。	
c055a065	v26#424	韋	䪛		U+4A9B	芳袁切。羣䪛也。	
c055a066	v26#424	韋	𩎔		U+29394	音爻。囊𩎔。	
c055a067	v26#424	韋	𩎯		U+293AF	于非切。束也。	
c055a071	v26#424	韋	𢾁		U+22F81	于非切。戾𢾁。	
c055a072	v26#424	韋	𩎤		U+293A4	口恩切。束。	
c055a073	v26#424	韋	𩏚		U+293DA	徐醉切。囊組名。	
c055a074	v26#424	韋	韒		U+97D2	私妙切。刀韒也。	
c055a075	v26#424	韋	䪒		U+4A92	音注。皮袴。	
c055a076	v26#424	韋	𩎓		U+29393	平祕切。車軾也。	
c055a077	v26#424	韋	𩏆		U+293C6	虚願切。作鼓工赤䩵。	
c055a081	v26#424	韋	𩏹		U+293F9	居願切。	
c055a082	v26#424	韋	䪕		U+4A95	巨竹切。裏也。	
c055a083	v26#424	韋	𩎚		U+2939A	音坼。	
c055a084	v26#424	韋	𩏒		U+293D2	音荅。	
c055a085	v26#424	韋	𩎹		U+293B9	音域。裘也。	
c055a086	v26#424	韋	𩏓		U+293D3	下瞎切。	
c055a087	v26#424	韋	𩎛		U+2939B	音弗。引棺繩。	
c055a088	v26#424	韋	𩎭		U+293AD	音亦。	
c055a091	v26#424	韋	𩎘		U+29398	歩交切。	
c055a092	v26#424	韋	䪐		U+4A90	音祕。弓絏也。	
c055a093	v26#424	韋	䪚		U+4A9A	都盍切。熱䪚䪚。	
c055b031	v27#425	糸	糸		U+7CF8	亡狄切。細絲也、微也、幺也。	
c055b032	v27#425	糸	糸β		U+7CF8	古文。	
c055b033	v27#425	糸	繭		U+7E6D	古殄切。蠶繭也。	
c055b034	v27#425	糸	絸		U+7D78	古文。	
c055b035	v27#425	糸	繅		U+7E45	先刀切。繹繭出絲也。又子老切。雜文也。	
c055b041	v27#425	糸	繰		U+7E70	同上。又子老切。帛如紺色也。	
c055b042	v27#425	糸	𦃨		U+260E8	古文。	
c055b043	v27#425	糸	繹		U+7E79	以石切。陳也、抽絲也、理也、終也、大也。	
c055b044	v27#425	糸	緒		U+7DD2	似呂切。絲端也。	
c055b051	v27#425	糸	緬		U+7DEC	彌善切。微絲也、思皃也、輕也。	
c055b052	v27#425	糸	𥾝		U+25F9D	同上。又亡結切。細也。	
c055b053	v27#425	糸	純		U+7D14	市均切。絲也、美也、大也。又之閏之允二切。縁也。又徒損切。	
c055b054	v27#425	糸	綃		U+7D83	思焦切。生絲也、素也、緯也。	
c055b061	v27#425	糸	𦂄		U+26084	口皆切。大絲也。	
c055b062	v27#425	糸	𥿪		U+25FEA	呼光切。絲曼延也。	
c055b063	v27#425	糸	紇		U+7D07	戶結下沒二切。絲下也。《左氏傳》：有臧孫紇。	
c055b064	v27#425	糸	絓		U+7D53	胡臥切。止也、有行礙也、懸也、持也。	
c055b071	v27#425	糸	𥿄		U+25FC4	丁兮切。絲滓也。	
c055b072	v27#425	糸	纅		U+7E85	余灼切。絲色也。	
c055b073	v27#425	糸	繀		U+7E40	先對切。繀車、亦名⿰室攴車、亦名軌車、著絲於筟車。	
c055b074	v27#425	糸	經		U+7D93	古丁切。常也、經緯以成繪帛也、法也、義也。	
c055b075	v27#425	糸	織		U+7E54	之力切。作帛布之緫名。又之異切。織文錦綺之屬。	
c055b081	v27#425	糸	𥿮		U+25FEE	並古文。	
c055b082	v27#425	糸	綕		U+7D95	並古文。	
c055b083	v27#425	糸	絍		U+7D4D	如林切。又女林切。機之縷也。	
c055b084	v27#425	糸	䋕		U+42D5	同上。	
c055b085	v27#425	糸	綜		U+7D9C	子宋切。持絲交。	
c055b086	v27#425	糸	綹		U+7DB9	力九切。緯十絲曰綹。	
c055b091	v27#425	糸	繢		U+7E62	丘謂切。紐繢也。	
c055b092	v27#425	糸	緯		U+7DEF	于貴切。橫織絲。	
c055b093	v27#425	糸	紀		U+7D00	居擬切。十二年也、緒也、絲別名也、天有五紀、歲月日星辰歷數。	
c055b094	v27#425	糸	緷		U+7DF7	古本切。大束也。	
c055b101	v27#425	糸	繈		U+7E48	居兩切。錢貫也。	
c055b102	v27#425	糸	纇		U+7E87	力對切。絲節不調也。	
c055b103	v27#425	糸	紿		U+7D3F	徒愷切。疑也、欺也。	
c055b104	v27#425	糸	納		U+7D0D	奴荅切。内也。或作衲䪏。	
c055b105	v27#425	糸	紡		U+7D21	孚往切。紡絲也。	
c055b106	v27#425	糸	絕		U+7D55	才恱切。斷也、滅也、最也。	
c056a011	v27#425	糸	𢇍		U+221CD	古文。	
c056a012	v27#425	糸	續		U+7E8C	似録切。繼也、連也。又似屢切。	
c056a013	v27#425	糸	纉		U+7E89	子卵切。繼也。	
c056a014	v27#425	糸	𦆀		U+26180	徐翦切。又昌善切。偏緩也。	
c056a015	v27#425	糸	紹		U+7D39	市沼切。繼也、急糾也。	
c056a021	v27#425	糸	綤		U+7DA4	古文。	
c056a022	v27#425	糸	䋼		U+42FC	他丁切。緩也。	
c056a023	v27#425	糸	𦀚		U+2601A	同上。	
c056a024	v27#425	糸	縱		U+7E31	子容切。縱橫也。又子用切。恣也、放也、緩也、置也。	
c056a025	v27#425	糸	紓		U+7D13	式居切。緩也、解也。或作舒。	
c056a026	v27#425	糸	繎		U+7E4E	如延切。絲縈也。	
c056a031	v27#425	糸	紆		U+7D06	於于切。曲也、詘也。	
c056a032	v27#425	糸	𦂜		U+2609C	胡冷切。直也。	
c056a033	v27#425	糸	緈		U+7DC8	同上。	
c056a034	v27#425	糸	繙		U+7E59	扶元切。冤也。	
c056a035	v27#425	糸	纖		U+7E96	思廉切。細小也。亦作纎。	
c056a036	v27#425	糸	細		U+7D30	思計切。微也、小也。	
c056a041	v27#425	糸	緢		U+7DE2	莫交切。旄絲也。	
c056a042	v27#425	糸	縒		U+7E12	且各切。參縒也。亦作錯。	
c056a043	v27#425	糸	紊		U+7D0A	亡愠切。亂也。	
c056a044	v27#425	糸	縮		U+7E2E	所六切。退也、止也、蹙也、亂也。	
c056a045	v27#425	糸	級		U+7D1A	几力切。階級也。又次第也。	
c056a051	v27#425	糸	䋰		U+42F0	几足切。纏也、連也。	
c056a052	v27#425	糸	綢		U+7DA2	直留切。綢繆也、纏綿也。又他刀切。	
c056a053	v27#425	糸	緫		U+7DEB	子孔切。合也、聚束也、皆也、結也、眾也、。	
c056a054	v27#425	糸	約		U+7D04	於略切。少也、儉也、薄也、束也、纏也。又於妙切。	
c056a061	v27#425	糸	纏		U+7E8F	除連切。約也。	
c056a062	v27#425	糸	繞		U+7E5E	而小切。纏繞也。	
c056a063	v27#425	糸	紾		U+7D3E	徒展切。紾轉也。又音軫。	
c056a064	v27#425	糸	繯		U+7E6F	于善切。又于串切。環也。《說文》：落也。	
c056a065	v27#425	糸	辮		U+8FAE	步殄切。交也。	
c056a071	v27#425	糸	縎		U+7E0E	古忽切。結不解。	
c056a072	v27#425	糸	結		U+7D50	古姪切。要也。	
c056a073	v27#425	糸	締		U+7DE0	徒計切。結不解。	
c056a074	v27#425	糸	繃		U+7E43	彼萌切。束也。	
c056a075	v27#425	糸	縛		U+7E1B	扶玃切。束縛也。	
c056a076	v27#425	糸	絿		U+7D7F	巨周切。急也。	
c056a081	v27#425	糸	絅		U+7D45	古營切。引急也。	
c056a082	v27#425	糸	䌴		U+4334	力臥切。相足也、不紃也、不均也。	
c056a083	v27#425	糸	給		U+7D66	居及切。供也、備也、足也。	
c056a084	v27#425	糸	綝		U+7D9D	丑林切。善也、止也。	
c056a085	v27#425	糸	縪		U+7E2A	布一布結二切。止也、冠縫也。	
c056a091	v27#425	糸	䊵		U+42B5	巨周切。引急也。	
c056a092	v27#425	糸	䌖		U+4316	似接子立二切。蠻夷貨也。	
c056a093	v27#425	糸	終		U+7D42	之戎切。極也、窮也、死也。	
c056a094	v27#425	糸	𢍐		U+22350	古文。	
c056a095	v27#425	糸	紈		U+7D08	胡端切。累也、結也 。	
c056a096	v27#425	糸	繒		U+7E52	似陵似登二切。帛也。	
c056a101	v27#425	糸	絩		U+7D69	他叫切。綺絲之數也。	
c056a102	v27#425	糸	綺		U+7DBA	祛技切。有文繒。	
c056a103	v27#425	糸	縠		U+7E20	胡木切。細纏也、紗縠也。	
c056a104	v27#425	糸	縑		U+7E11	古廉切。絲繒也。	
c056a105	v27#425	糸	𦁆		U+26046	直轉切。《爾雅》曰：十羽謂之縛也。	
c056b011	v27#425	糸	縳		U+7E33	上同。	
c056b012	v27#425	糸	綈		U+7D88	徒兮切。厚繒也。	
c056b013	v27#425	糸	縞		U+7E1E	古到古倒二切。練也、白色也。	
c056b014	v27#425	糸	練		U+7DF4	力見切。煑漚也。	
c056b015	v27#425	糸	紬		U+7D2C	除留切。大絲作。	
c056b016	v27#425	糸	𦇲		U+261F2	始移切。又思移切。粗細經緯不同者。	
c056b021	v27#425	糸	䌤		U+4324	（並同上。）	
c056b022	v27#425	糸	絁		U+7D41	並同上。	
c056b023	v27#425	糸	綮		U+7DAE	苦禮切。緻繒也、戟衣也。	
c056b024	v27#425	糸	綾		U+7DBE	力升切。文繒也。	
c056b025	v27#425	糸	繡		U+7E61	思又切。五綵備也。	
c056b026	v27#425	糸	緭		U+7DED	胡貴切。緭緒也。	
c056b031	v27#425	糸	縵		U+7E35	莫旦切。大文也。	
c056b032	v27#425	糸	繪		U+7E6A	胡檜切。五彩畫也。	
c056b033	v27#425	糸	絢		U+7D62	許縣切。遠也。又文皃。	
c056b034	v27#425	糸	𥾡		U+25FA1	同上。	
c056b035	v27#425	糸	緀		U+7DC0	且兮切。文皃。	
c056b036	v27#425	糸	䋛		U+42DB	莫禮切。畫文若聚米。	
c056b041	v27#425	糸	絹		U+7D79	居掾切。生繒也。	
c056b042	v27#425	糸	綠		U+7DA0	力足切。帛青黃色也。	
c056b043	v27#425	糸	縹		U+7E39	匹妙切。青白色。	
c056b044	v27#425	糸	䋭		U+42ED	余祝切。青經白緯也。	
c056b045	v27#425	糸	絑		U+7D51	之俞切。純赤也。	
c056b046	v27#425	糸	纁		U+7E81	許軍切。淺絳也。	
c056b047	v27#425	糸	綴		U+7DB4	知衞切。緝也。	
c056b051	v27#425	糸	絀		U+7D40	式出切。絳也、紩也。	
c056b052	v27#425	糸	絳		U+7D73	古巷切。赤色也。	
c056b053	v27#425	糸	綰		U+7DB0	烏版切。貫也、羂也。	
c056b054	v27#425	糸	縉		U+7E09	子燼切。帛赤白。	
c056b055	v27#425	糸	緹		U+7DF9	他禮切。帛赤色也。又音提。	
c056b061	v27#425	糸	綪		U+7DAA	千見切。染草名。	
c056b062	v27#425	糸	縓		U+7E13	七絹切。紅也、赤黃也。	
c056b063	v27#425	糸	紫		U+7D2B	子爾切。色也。	
c056b064	v27#425	糸	紅		U+7D05	胡公切。色也。	
c056b065	v27#425	糸	繱		U+7E71	千公切。青白色也。	
c056b066	v27#425	糸	紺		U+7D3A	古憾切。深青也。	
c056b067	v27#425	糸	綨		U+7DA8	巨箕切。又巨記切。雜文也。	
c056b071	v27#425	糸	綦		U+7DA6	同上。	
c056b072	v27#425	糸	緇		U+7DC7	側其切。黑色也。	
c056b073	v27#425	糸	䊷		U+42B7	同上。	
c056b074	v27#425	糸	𦃖		U+260D6	他敢切。騅色。今作菼𤎥。	
c056b075	v27#425	糸	纔		U+7E94	初銜仕緘二切。雀頭色也、微黑色也。又疾來切。	
c056b081	v27#425	糸	綟		U+7D9F	力計切。緑也。或作䓞。草名。	
c056b082	v27#425	糸	紑		U+7D11	孚負孚浮二切。鮮絜皃。	
c056b083	v27#425	糸	緂		U+7DC2	他甘切。衣綵色鮮也。又衣皃。	
c056b084	v27#425	糸	繻		U+7E7B	汝俱切。細密之羅也、綵也。又思俱切。帛邊也、古者過關以符書帛、裂而分之、若今券也。	
c056b091	v27#425	糸	縟		U+7E1F	如欲切。飾也。	
c056b092	v27#425	糸	纚		U+7E9A	山綺切。冠織也。又颯纚、長袖皃。	
c056b093	v27#425	糸	縰		U+7E30	同上。	
c056b094	v27#425	糸	紘		U+7D18	為萌切。冠卷維也、冠飾也。	
c056b101	v27#425	糸	紭		U+7D2D	同上。	
c056b102	v27#425	糸	紻		U+7D3B	於兩切。纓也。	
c056b103	v27#425	糸	紞		U+7D1E	丁敢切。冠垂也。	
c056b104	v27#425	糸	纓		U+7E93	於成切。冠系也。	
c056b105	v27#425	糸	緌		U+7DCC	而隹切。繼冠纓也。	
c056b106	v27#425	糸	緄		U+7DC4	古本切。織成章也、繩也。	
c056b107	v27#425	糸	紳		U+7D33	式眞切。大帶也、束也。亦作𩉼。	
c057a011	v27#425	糸	縌		U+7E0C	宜戟切。紱綬也、綬絲也。	
c057a012	v27#425	糸	繟		U+7E5F	充善切。繟帶也、寬綬也。	
c057a013	v27#425	糸	綬		U+7DAC	時帚切。組也、綸也、紱也。又音售。	
c057a014	v27#425	糸	緺		U+7DFA	古華古蛙二切。綬紫青色也。	
c057a021	v27#425	糸	組		U+7D44	子古切。其小者可以爲冠。	
c057a022	v27#425	糸	纂		U+7E82	子緩切。組類也。	
c057a023	v27#425	糸	𦆈		U+26188	同上。	
c057a024	v27#425	糸	紐		U+7D10	女九切。結也、束也。	
c057a025	v27#425	糸	綸		U+7DB8	力旬切。又公頑切。綬也、緩也。又寬也。	
c057a031	v27#425	糸	綎		U+7D8E	大丁切。絲綎綬也。	
c057a032	v27#425	糸	𦂃		U+26083	同上。	
c057a033	v27#425	糸	絙		U+7D59	胡官切。絙綬也。	
c057a034	v27#425	糸	𦃙		U+260D9	布各切。領連也。亦作襮。	
c057a035	v27#425	糸	繐		U+7E50	思惠切。細布也。	
c057a036	v27#425	糸	𦄑		U+26111	同上。	
c057a037	v27#425	糸	紟		U+7D1F	巨今巨禁二切。單被也、結衣也、亦作衿。	
c057a041	v27#425	糸	𦁌		U+2604C	籀文。	
c057a042	v27#425	糸	緣		U+7DE3	余泉切。𫃷也、因也。又余絹切。邊緣也。	
c057a043	v27#425	糸	絝		U+7D5D	口故切。脛衣也。又絆絡也。	
c057a044	v27#425	糸	緥		U+7DE5	布老切。小兒衣。亦作褓。	
c057a051	v27#425	糸	繜		U+7E5C	子昆切。布衣名。	
c057a052	v27#425	糸	𦄾		U+2613E	布木切。裳削幅也。亦作襆。	
c057a053	v27#425	糸	紴		U+7D34	布何切。又怖靡切。水紴錦文也。	
c057a054	v27#425	糸	絛		U+7D5B	他刀切。纓飾也。	
