#   HDIC Project
#   Integrated Database of Hanzi Dictionaries in Early Japan
#
#   TSJ: Tenjibon Shinsen Jikyo database -- Full list of headwords
#   ==============================================================
#
#   Tenjibon Shinsen Jikyo 新撰字鏡, Tenji copy 天治本.
#   A complete manuscript of 1124 is held by the Imperial Household Archives.
#   Buddhist monk Shoju 昌住, c. 898-901.
#   A Hanzi (Chinese character) dictionary.
#
#   TSJ_entries.tsv
#   Version: 1.0.28
#   Date published: 23 June 2018
#   Last modified: 12 September 2019
#
#   Copyright (c) 2018-2019 HDIC project, IKEDA Shoju (Chair)
#   LI Yuan (Person in charge of text data proofreading)
#   LIU Guanwei (Person in charge of image database design and implementation)
#   Department of Linguistic Sciences, Hokkaido University Graduate School of Letters
#   North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#   Contact: hdic_info@let.hokudai.ac.jp
#
#   Feel free to copy and distribute.
#   Send bug reports and feature requests via email.
#
#   TSV format information
#   ----------------------
#   SJID (svvwwxyyz)         Book(vv), leaf(ww), recto-verso(x), line(yy) and number(z)
#   SJ2ID                    For headword of two or more characters, add 'a, b, ..., n' at the end of SJID
#   SJ_Rinsen (新xxx-yz)     Page(xxx), line(y) and number(z) in Rinsen shoten edition
#   SJ_vol_radical (xx#yyy)  Volume(xx) and radical number(yyy)
#   SJ_radical               Radical of Chinese character
#   Entry                    Headword
#   Entry_original           Headword based on original image
#   SJ_sources               Yiqiejingyinyi, Qieyun, Yupian, etc. (For details, refer to the following section)
#   SJ_entry_remarks         Editor's notes
#   TBID (v_www_xyz)         Book(v), leaf(www), recto-verso(x), line(y) and number(z)
#   SYID (vwwwxyyzz)         Book(v), leaf(www), recto-verso(x), line(yy) and number(z)
#
#   Abbreviations
#   -------------
#   TB: Tenrei Bansho Meigi 篆隸萬象名義, Kosanji copy 高山寺本
#   SY: Songben Yupian 宋本玉篇, Zecuntang edition 澤存堂本
#   SJ: Shinsen Jikyo 新撰字鏡, Tenji copy 天治本
#   KW: Shinsen Jikyo 新撰字鏡, Kyowa print 享和本
#
#   SJ_sources
#   ----------
#   Yiqiejingyinyi related parts 一切經音義部分
#    一切經音義: Yiqiejingyinyi related items 一切經音義引用項目
#    一切經音義N: Non-Yiqiejingyinyi related items 非一切經音義項目
#
#   Qieyun related parts 切韻引用部分
#    切韻A: Qieyun A, four tones noted as a whole, with the title of Qieyun. 四声一括注記。有切韻書名。e.g., 已上卅八字平聲…已上上々聲…已上去聲…已上出自切韻.
#    切韻B: Qieyun B, four tones noted as a whole, without the title of Qieyun. 四声一括注記。無切韻書名。e.g., 以上入聲…次去聲…次上聲…次平聲…已上四聲了.
#    切韻C: Qieyun C, even (level; 平) tone noted as a whole, while rising (上) tone, departing (going; 去) tone, and entering (checked; 入) tone noted under fanqie, without the title of Qieyun. 平声一括注記。有上・去・入声注記，在反切之下。無切韻書名。
#    切韻D: Qieyun D, four tones noted under fanqie, without the title of Qieyun. Items mentioned above are all Qieyun related parts. 有四声注記，在反切之下。無切韻書名。以上，切韻引用条目。
#    切韻N: Non-Qieyun related items 非切韻引用項目
#
#   Yupian related parts 玉篇引用部分
#    玉篇: Yupian related items 玉篇引用項目
#    玉篇N: Non-Yupian related items 非玉篇引用項目
#
#   Other parts 其他部分
#    出所不詳: Unidentified parts, unknown sources
#    辨別不能: Unseparated parts, mixed sources
#    爾雅: Erya
#    本草: Herbal book 本草木，本草草，本草鳥
#    小學篇: Shōgakuhen, a dictionary of Kokuji (Chinese characters created in Japan)
#    臨時雜要字: Rinjizōyōji, a daily dictionary of Sino-Japanese words in early Japan
#    添加項目: Additional items by people of later times
#
#   References
#   ----------
#   Sakakura Atsuyosi 阪倉 篤義. 1967. Shinsen jikyō no saikentō: Kyōwabon o chūshin ni 新撰字鏡の再檢討―享和本を中心に―. In Yamada Tadao 山田 忠雄 (ed.), Honpō jishoshi ronsō 本邦辭書史論叢, 359—392. Tokyo :Sanseidō 三省堂.
#   Ueda Tadashi 上田 正. 1981. Shinsen jikyō no Setsuin bubun ni tsuite [On quotations from Qieyun in the Shinsen jikyō] 新撰字鏡の切韻部分について. Kokugogaku 127. 13—20.
#   Ueda Tadashi 上田 正. 1984. Setsuin itsubun no kenkyū [A study of fragments of the Qieyun] 切韻逸文の研究. Tokyo: Kyūko shoin 汲古書院.
#   Ueda Tadashi 上田 正. 1986. Gyokuhen hansetsu sōran [A complete list of fanqie in the original Yupian] 玉篇反切總覽. Kobe: Private edition.
#   Sadakari Itoku 貞苅 伊徳. 1998. Shinsen jikyō no kenkyū [A study of Shinsen jikyō] 新撰字鏡の研究. Tokyo: Kyūko shoin 汲古書院.
#
#   Primary Sources
#   ---------------
#   Yuanben Yupian 原本玉篇. Tōhō bunka sōsho dairoku 東方文化叢書第六, Tokyo: Tōhō bunka gakuin, 1932
#   Songben Yupian 宋本玉篇. Kunaichō shoryōbu zō Daikō ekikai Gyokuhen 宮内廳書陵部藏大廣益會玉篇 (box 515, no.106, photographic images).
#   Tenreibanshōmeigii 篆隸萬象名義.Kōsanji shiryō sōsho 高山寺資料叢書 6, Tokyo: Tokyo daigaku shuppankai, 1977.
#   Shinsenjikyō 新撰字鏡. Tenjibon Shinsen jikyō revised edition 天治本新撰字鏡增訂版, Kyoto: Rinsen shoten, 1973
#   Ruijumyōgishō 類聚名義抄 (Zushoryōbon 圖書寮本). Zushoryōbon Ruiju myōgishō 圖書寮本類聚名義抄, Tokyo: Kunaichō Shoryōbu, Insatsu benridō, 1950.
#   Ruijumyōgishō 類聚名義抄 (Kanchi'inbon 觀智院本). Tenri toshokan zenbon sōsho washo no bu 天理圖書館善本叢書和書之部33, Tokyo: Yagi shoten, 1976.
#
#   Acknowledgments
#   ---------------
#   We are grateful to the Imperial Household Archives 宮内廳書陵部 for permission to publish the decipherment text of TSJ.
#   This work was supported by JSPS KAKENHI Grant Number 25370506, 16H03422.
#
SJID	SJ2ID	SJ_Rinsen	SJ_vol_radical	SJ_radical	Entry	Entry_original	SJ_source	SJ_entry_remarks	TBID	SYID
s1002b702	s1002b702	新570-72	v10#99	心行様故立心耳	㥽	◯	玉篇		3_006_B31	a078b092
s1002b703	s1002b703	新570-73	v10#99	心行様故立心耳	懥	◯	玉篇		3_006_B21	a078b091
s1002b704	s1002b704a	新570-74	v10#99	心行様故立心耳	憴	◯	玉篇		3_006_B12	a078b084
s1002b705	s1002b704a	新570-75	v10#99	心行様故立心耳	憴β	◯	玉篇			
s1002b801	s1002b801	新570-81	v10#99	心行様故立心耳	愋	◯	玉篇		3_006_A42	a078b081
s1002b802	s1002b802	新570-82	v10#99	心行様故立心耳	愖	◯	玉篇		3_006_A22	a078b074
s1002b803	s1002b803	新570-83	v10#99	心行様故立心耳	愕	◯	玉篇		3_006_A31	a078b075
s1003a101	s1003a101	新571-11	v10#99	心行様故立心耳	忬	◯	玉篇		3_006_A41	a077a072
s1003a102	s1003a102	新571-12	v10#99	心行様故立心耳	愱	◯	玉篇		3_006_A61	a078b082
s1003a103	s1003a103	新571-13	v10#99	心行様故立心耳	𢘺	◯	玉篇		3_006_A62	a078b083
s1003a201	s1003a201	新571-21	v10#99	心行様故立心耳	恜	◯	玉篇		3_006_A11	a078b013
s1003a202	s1003a202	新571-22	v10#99	心行様故立心耳	懶	◯	玉篇		3_005_B61	a078b072
s1003a203	s1003a203	新571-23	v10#99	心行様故立心耳	⿰忄柬	◯	玉篇			
s1003a204	s1003a204	新571-24	v10#99	心行様故立心耳	㤆	◯	玉篇		3_005_B51	a078b071
s1003a205	s1003a205	新571-25	v10#99	心行様故立心耳	愅	◯	玉篇		3_005_B12	a077a066
s1003a301	s1003a301	新571-31	v10#99	心行様故立心耳	𢚇	◯	玉篇		3_005_B42	a078b064
s1003a302	s1003a302	新571-32	v10#99	心行様故立心耳	愇	◯	玉篇		3_005_A61	a078b062
s1003a303	s1003a303	新571-33	v10#99	心行様故立心耳	忴	◯	玉篇		3_005_A41	a079a054
s1003a401	s1003a401	新571-41	v10#99	心行様故立心耳	愩	◯	玉篇		3_005_A22	a079a023
s1003a402	s1003a402	新571-42	v10#99	心行様故立心耳	㤝	◯	玉篇		3_004_B12	a077a052
s1003a403	s1003a403	新571-43	v10#99	心行様故立心耳	㤊	◯	玉篇		3_004_B31	a079a035
s1003a404	s1003a404	新571-44	v10#99	心行様故立心耳	惃	◯	玉篇		3_004_B32	a077a065
s1003a405	s1003a405	新571-45	v10#99	心行様故立心耳	㦓	◯	玉篇		3_004_B41	a078b051
s1003a406	s1003a406	新571-46	v10#99	心行様故立心耳	悷	◯	玉篇		3_004_B61	a078b053
s1003a501	s1003a501	新571-51	v10#99	心行様故立心耳	𢜽	◯	玉篇		3_004_A62	a077a045
s1003a502	s1003a502	新571-52	v10#99	心行様故立心耳	㦃	◯	玉篇		3_004_A61	a076a045
s1003a503	s1003a503a	新571-53	v10#99	心行様故立心耳	忳	◯	玉篇		3_004_A52	a077a044
s1003a504	s1003a503a	新571-54	v10#99	心行様故立心耳	忳β	◯	玉篇			
s1003a505	s1003a505	新571-55	v10#99	心行様故立心耳	懀	◯	玉篇		3_004_A41	a078b043
s1003a601	s1003a601	新571-61	v10#99	心行様故立心耳	恗	◯	玉篇		3_003_B31	a076b041
s1003a602	s1003a602	新571-62	v10#99	心行様故立心耳	𢡤	◯	玉篇		3_003_B221	a078b031
s1003a603	s1003a603	新571-63	v10#99	心行様故立心耳	㤖	◯	玉篇		3_003_B41	a078b032
s1003a604	s1003a604	新571-64	v10#99	心行様故立心耳	𢟢	◯	玉篇		3_003_B51	a076b043
s1003a605	s1003a605	新571-65	v10#99	心行様故立心耳	慏	◯	玉篇		3_003_B52	a077b073
s1003a606	s1003a606	新571-66	v10#99	心行様故立心耳	㤏	◯	玉篇		3_003_B21	a078b024
s1003a701	s1003a701	新571-71	v10#99	心行様故立心耳	恎	◯	玉篇		3_003_B12	a076b032
s1003a702	s1003a702	新571-72	v10#99	心行様故立心耳	悏	◯	玉篇		3_003_B11	a078b023
s1003a703	s1003a703	新571-73	v10#99	心行様故立心耳	懢	◯	玉篇		3_003_A61	a078b022
s1003a704	s1003a704a	新571-74	v10#99	心行様故立心耳	慢	◯	玉篇		2_086_A41	a076a093
s1003a705	s1003a704a	新571-75	v10#99	心行様故立心耳	𢢔	◯	玉篇			
s1003a706	s1003a706	新571-76	v10#99	心行様故立心耳	㤜	◯	玉篇		3_003_A22	a080a021
s1003a801	s1003a801	新571-81	v10#99	心行様故立心耳	憛	◯	玉篇		3_002_A41	a078a101
s1003a802	s1003a802	新571-82	v10#99	心行様故立心耳	憡	◯	玉篇		3_002_A42	a078a104
s1003a803	s1003a803	新571-83	v10#99	心行様故立心耳	𢘌	◯	玉篇		3_002_A61	△
s1003a804	s1003a804	新571-84	v10#99	心行様故立心耳	㦒	◯	玉篇		3_002_B11	a078a102
s1003a805	s1003a805	新571-85	v10#99	心行様故立心耳	忚	◯	玉篇		3_002_B12	a078a103
s1003b101	s1003b101	新572-11	v10#99	心行様故立心耳	悇	◯	玉篇		3_002_A32	a078a094
s1003b102	s1003b102	新572-12	v10#99	心行様故立心耳	惝	◯	玉篇		3_002_A31	a078a093
s1003b103	s1003b103	新572-13	v10#99	心行様故立心耳	㥾	◯	玉篇		3_001_B52	a078a084
s1003b201	s1003b201a	新572-21	v10#99	心行様故立心耳	懹	◯	玉篇		3_001_B22	a076b104
s1003b202	s1003b201a	新572-22	v10#99	心行様故立心耳	懹β	◯	玉篇			
s1003b203	s1003b201a	新572-23	v10#99	心行様故立心耳	懹γ	◯	玉篇			
s1003b204	s1003b204	新572-24	v10#99	心行様故立心耳	怭	◯	玉篇		2_092_A22	a076a094
s1003b205	s1003b205	新572-25	v10#99	心行様故立心耳	懠	◯	玉篇		2_092_A42	a076b081
s1003b206	s1003b206	新572-26	v10#99	心行様故立心耳	㥝	◯	玉篇		2_091_B62	a076b092
s1003b207	s1003b207	新572-27	v10#99	心行様故立心耳	悑	◯	玉篇		2_091_A52	a077a022
s1003b301	s1003b301	新572-31	v10#99	心行様故立心耳	㤨	◯	玉篇		2_091_A41	a077a015
s1003b302	s1003b302	新572-32	v10#99	心行様故立心耳	𢖹	◯	玉篇		2_090_B311	a078a055
s1003b303	s1003b303	新572-33	v10#99	心行様故立心耳	悄	◯	玉篇		2_090_B31	a078a054
s1003b304	s1003b304	新572-34	v10#99	心行様故立心耳	㥏	◯	玉篇		2_091_B41	a079b013
s1003b305	s1003b305	新572-35	v10#99	心行様故立心耳	忧	◯	玉篇		2_089_B32	a076b091
s1003b401	s1003b401a	新572-41	v10#99	心行様故立心耳	㥴	◯	玉篇		2_089_B41	a078a032
s1003b402	s1003b401a	新572-42	v10#99	心行様故立心耳	㥴β	◯	玉篇			
s1003b403	s1003b403b	新572-43	v10#99	心行様故立心耳	忦β	◯	玉篇	字頭：有抹消符。據傍書改。		
s1003b404	s1003b403b	新572-44	v10#99	心行様故立心耳	忦	㤋	玉篇	字頭：原作「㤋」。	2_089_B61	a078a034
s1003b405	s1003b405	新572-45	v10#99	心行様故立心耳	惴	◯	玉篇		2_090_A12	a076b093
s1003b501	s1003b501	新572-51	v10#99	心行様故立心耳	㤱	◯	玉篇		2_088_A61	a077b104
s1003b502	s1003b502	新572-52	v10#99	心行様故立心耳	忨	◯	玉篇		2_092_B106	a077b094
s1003b503	s1003b503	新572-53	v10#99	心行様故立心耳	惏	◯	玉篇		2_087_A41	a076b016
s1003b504	s1003b504	新572-54	v10#99	心行様故立心耳	怳	◯	玉篇		2_086_B52	a077b092
s1003b505	s1003b505	新572-55	v10#99	心行様故立心耳	憰	◯	玉篇		2_086_B42	a077b091
s1003b601	s1003b601	新572-61	v10#99	心行様故立心耳	憪	◯	玉篇		2_085_B31	a077b051
s1003b602	s1003b602	新572-62	v10#99	心行様故立心耳	㥒	◯	玉篇		2_085_B32	a077b052
s1003b603	s1003b603	新572-63	v10#99	心行様故立心耳	悒	◯	玉篇		2_085_A62	a076a083
s1003b604	s1003b604a	新572-64	v10#99	心行様故立心耳	𢙼	◯	玉篇		2_085_A42	a077a061
s1003b605	s1003b604a	新572-65	v10#99	心行様故立心耳	怪	◯	玉篇	「𢙼」「怪」併合例。	(前項)	(前項)
s1003b701	s1003b701	新572-71	v10#99	心行様故立心耳	𢜭	◯	玉篇		2_084_B31	a076a063
s1003b702	s1003b702	新572-72	v10#99	心行様故立心耳	忤	◯	玉篇		6_183_A521	c076b083
s1003b703	s1003b703	新572-73	v10#99	心行様故立心耳	㥛	◯	玉篇		2_085_A32	a076a073
s1003b704	s1003b704a	新572-74	v10#99	心行様故立心耳	懁	◯	玉篇		2_085_A41	a077b043
s1003b705	s1003b704a	新572-75	v10#99	心行様故立心耳	懁β	◯	玉篇			
s1003b801	s1003b801b	新572-81	v10#99	心行様故立心耳	㥆	◯	玉篇		2_084_B11	a077a062
s1003b802	s1003b801b	新572-82	v10#99	心行様故立心耳	⿰忄录	◯	玉篇		(前項)	(前項)
s1003b803	s1003b803c	新572-83	v10#99	心行様故立心耳	怢	◯	玉篇		2_084_B111	a077a063
s1003b804	s1003b803c	新572-84	v10#99	心行様故立心耳	怢β	◯	玉篇			
s1003b805	s1003b805d	新572-85	v10#99	心行様故立心耳	⿰忄𦙃	◯	玉篇			
s1003b806	s1003b805d	新572-86	v10#99	心行様故立心耳	㥠	◯	玉篇		2_083_B61	a076a044
s1004a101	s1004a101a	新573-11	v10#99	心行様故立心耳	愯	◯	玉篇		2_083_B31	a077b014
s1004a102	s1004a101a	新573-12	v10#99	心行様故立心耳	𢥠	◯	玉篇		2_083_B311	a077b015
s1004a103	s1004a103	新573-13	v10#99	心行様故立心耳	𢝆	◯	玉篇		2_081_B22	a077a083
s1004a104	s1004a104	新573-14	v10#99	心行様故立心耳	忼	◯	玉篇		2_081_B41	a075b096
s1004a105	s1004a105	新573-15	v10#99	心行様故立心耳	恔	◯	玉篇		2_082_A21	a077a084
s1004a201	s1004a201	新573-21	v10#99	心行様故立心耳	慬	◯	出所不詳		3_002_B52	a076a021
s1004a202	s1004a202	新573-22	v10#99	心行様故立心耳	𢚋	◯	出所不詳			
s1004a203	s1004a203	新573-23	v10#99	心行様故立心耳	𫹶	◯	出所不詳			
s1004a204	s1004a204	新573-24	v10#99	心行様故立心耳	悎	◯	出所不詳			a079a103
s1004a301	s1004a301	新573-31	v10#99	心行様故立心耳	𢚂	◯	出所不詳			
s1004a302	s1004a302	新573-32	v10#99	心行様故立心耳	憀	◯	出所不詳		2_083_B11	a077b012
s1004a501	s1004a501	新573-51	v10#99	心行様故立心耳	悰	◯	切韻A	前，有「已下出切韻四聲字平聲」。	2_082_A31	a075b104
s1004a502	s1004a502	新573-52	v10#99	心行様故立心耳	恟	◯	切韻A			a079a022
s1004a503	s1004a503	新573-53	v10#99	心行様故立心耳	慵	◯	切韻A			a079a032
s1004a504	s1004a504	新573-54	v10#99	心行様故立心耳	忯	◯	切韻A		2_082_A61	a077a091
s1004a505	s1004a505	新573-55	v10#99	心行様故立心耳	𢖳	◯	切韻A		2_090_B11	a078a044
s1004a601	s1004a601a	新573-61	v10#99	心行様故立心耳	㥚β	◯	切韻A			
s1004a602	s1004a601a	新573-62	v10#99	心行様故立心耳	㥚	◯	切韻A		3_002_B62	
s1004a603	s1004a603	新573-63	v10#99	心行様故立心耳	憮	◯	切韻A		2_083_B62	a077b023
s1004a604	s1004a604	新573-64	v10#99	心行様故立心耳	𢞗	◯	切韻A			a079a084
s1004a605	s1004a605a	新573-65	v10#99	心行様故立心耳	𢤮	◯	切韻A			
s1004a606	s1004a605a	新573-66	v10#99	心行様故立心耳	𢥘	◯	切韻A		2_087_A11	a076b015
s1004a701	s1004a701	新573-71	v10#99	心行様故立心耳	悝	◯	切韻A		2_086_B41	a077b084
s1004a702	s1004a702	新573-72	v10#99	心行様故立心耳	慛	◯	切韻A		3_003_A11	a078b015
s1004a703	s1004a703a	新573-73	v10#99	心行様故立心耳	𢅼	◯	切韻A		6_146_B421	c061a061
s1004a704	s1004a703a	新573-74	v10#99	心行様故立心耳	𢅼β	◯	切韻A			
s1004a705	s1004a703a	新573-75	v10#99	心行様故立心耳	𢅼γ	◯	切韻A			
s1004a801	s1004a801	新573-81	v10#99	心行様故立心耳	𢗋	◯	切韻A		2_092_B107	a078a051
s1004a802	s1004a802	新573-82	v10#99	心行様故立心耳	怋	◯	切韻A		2_087_B12	a076b024
s1004a803	s1004a803	新573-83	v10#99	心行様故立心耳	慳	◯	切韻A			a079a091
s1004a804	s1004a804	新573-84	v10#99	心行様故立心耳	愃	◯	切韻A		2_082_B61	a077a094
s1004a805	s1004a805a	新573-85	v10#99	心行様故立心耳	恮	◯	切韻A	字頭：虫損。	2_082_B12	a077a092
s1004a806	s1004a805a	新573-86	v10#99	心行様故立心耳	恮β	◯	切韻A	字頭：虫損。		
s1004b101	s1004b101	新574-11	v10#99	心行様故立心耳	憿	◯	切韻A		2_091_A31	a076b013
s1004b102	s1004b102a	新574-12	v10#99	心行様故立心耳	⿰忄尭	◯	切韻A			
s1004b103	s1004b102a	新574-13	v10#99	心行様故立心耳	憢	◯	切韻A		3_003_A52	a077a031
s1004b104	s1004b104	新574-14	v10#99	心行様故立心耳	怮	◯	切韻A		2_089_B52	a078a033
s1004b105	s1004b105	新574-15	v10#99	心行様故立心耳	憔	◯	切韻A		2_090_A421	a076b096
s1004b201	s1004b201	新574-21	v10#99	心行様故立心耳	慓	◯	切韻A		2_085_A52	a077b044
s1004b202	s1004b202	新574-22	v10#99	心行様故立心耳	幓	慘	切韻A	字頭：原作「慘」，當作「幓」。部首配屬之誤。	6_147_A32	
s1004b203	s1004b203	新574-23	v10#99	心行様故立心耳	怓	◯	切韻A		2_087_B11	a077b096
s1004b204	s1004b204	新574-24	v10#99	心行様故立心耳	忉	◯	切韻A		2_089_B21	a076b082
s1004b205	s1004b205	新574-25	v10#99	心行様故立心耳	慅	◯	切韻A		2_089_B22	a076b083
s1004b301	s1004b301	新574-31	v10#99	心行様故立心耳	惔	◯	切韻A		2_090_A21	a076b094
s1004b302	s1004b302	新574-32	v10#99	心行様故立心耳	㤉	◯	切韻A			a079a041
s1004b303	s1004b303	新574-33	v10#99	心行様故立心耳	慞	◯	切韻A			a079a042
s1004b304	s1004b304	新574-34	v10#99	心行様故立心耳	憸	◯	切韻A		2_084_B61	a077b033
s1004b305	s1004b305	新574-35	v10#99	心行様故立心耳	㤿	◯	切韻A		3_002_A21	a078a091
s1004b401	s1004b401	新574-41	v10#99	心行様故立心耳	恾	◯	切韻A			a079a044
s1004b402	s1004b402	新574-42	v10#99	心行様故立心耳	恲	◯	切韻A		3_004_B11	a077a051
s1004b403	s1004b403	新574-43	v10#99	心行様故立心耳	惸	◯	切韻A		3_005_B22	a078b063
s1004b404	s1004b404	新574-44	v10#99	心行様故立心耳	㥢	◯	切韻A		3_005_A31	a078b055
s1004b501	s1004b501	新574-51	v10#99	心行様故立心耳	恈	◯	切韻A			a079a052
s1004b502	s1004b502	新574-52	v10#99	心行様故立心耳	帿	𢜵	切韻A	字頭：原作「𢜵」。「帿」「𢜵」併合例。	6_149_B12	c061b085
s1004b503	s1004b503	新574-53	v10#99	心行様故立心耳	𢂁	怐	切韻A	字頭：原作「怐」。「怐」「𢂁」併合例。	6_148_A62	c061b035
s1004b504	s1004b504	新574-54	v10#99	心行様故立心耳	憎	◯	切韻A		2_088_A31	a076b052
s1004b703	s1004b703a	新574-73	v10#99	心行様故立心耳	恑	◯	切韻A	前，有「上聲」。	2_086_B61	a076b014
s1004b704	s1004b704b	新574-74	v10#99	心行様故立心耳	恉	◯	切韻A		2_080_B61	a075b081
s1004b705	s1004b704b	新574-75	v10#99	心行様故立心耳	⿰忄𣅀	◯	切韻A	有字體訂正。		
s1004b706	s1004b704b	新574-76	v10#99	心行様故立心耳	⿰忄㫖	◯	切韻A			
s1004b707	s1004b707	新574-77	v10#99	心行様故立心耳	恃	◯	切韻A		2_083_B42	a076a033
s1004b708	s1004b708	新574-78	v10#99	心行様故立心耳	悱	◯	切韻A		2_092_A51	a076b045
s1004b801	s1004b801	新574-81	v10#99	心行様故立心耳	惲	◯	切韻A		2_081_B31	a075b091
s1004b802	s1004b802	新574-82	v10#99	心行様故立心耳	愃	◯	切韻A		2_082_B61	a077a094
s1004b803	s1004b803	新574-83	v10#99	心行様故立心耳	忖	◯	切韻A			a080a024
s1004b804	s1004b804	新574-84	v10#99	心行様故立心耳	惀	◯	切韻A		2_082_B62	a077a101
s1004b805	s1004b805	新574-85	v10#99	心行様故立心耳	愞	◯	切韻A		2_085_A61	a076a082
s1004b806	s1004b806	新574-86	v10#99	心行様故立心耳	憭	◯	切韻A		2_082_A11	a075b103
s1005a101	s1005a101	新575-11	v10#99	心行様故立心耳	懊	◯	切韻A	字頭：虫損。	3_001_A32	a076a106
s1005a102	s1005a102	新575-12	v10#99	心行様故立心耳	𢠵	◯	切韻A			a079b012
s1005a103	s1005a103	新575-13	v10#99	心行様故立心耳	戃	◯	切韻A		3_004_A42	a078b044
s1005a104	s1005a104	新575-14	v10#99	心行様故立心耳	慌	◯	切韻A		3_004_A51	a078b045
s1005a201	s1005a201	新575-21	v10#99	心行様故立心耳	怲	◯	切韻A		2_090_B22	a078a052
s1005a202	s1005a202	新575-22	v10#99	心行様故立心耳	憬	◯	切韻A		2_091_B51	a077a033
s1005a203	s1005a203	新575-23	v10#99	心行様故立心耳	愀	◯	切韻A			a079a095
s1005a204	s1005a204	新575-24	v10#99	心行様故立心耳	𢢝	◯	切韻A		2_083_A421	a077a103
s1005a401	s1005a401	新575-41	v10#99	心行様故立心耳	𢙱	◯	切韻A	前，有「去聲」。		
s1005a402	s1005a402	新575-42	v10#99	心行様故立心耳	慟	◯	切韻A		3_001_A31	a076b031
s1005a403	s1005a403a	新575-43	v10#99	心行様故立心耳	𢄐	◯	切韻A	字頭：部首配屬誤。	6_146_A41	c061a031
s1005a404	s1005a403a	新575-44	v10#99	心行様故立心耳	幪	懞	切韻A	字頭：原作「懞」。		
s1005a405	s1005a405	新575-45	v10#99	心行様故立心耳	憧	◯	切韻A		2_086_B32	a077b083
s1005a406	s1005a406	新575-46	v10#99	心行様故立心耳	愧	◯	切韻A		3_001_B41	a078a083
s1005a501	s1005a501	新575-51	v10#99	心行様故立心耳	懫	◯	切韻A		3_003_B32	a076b042
s1005a502	s1005a502	新575-52	v10#99	心行様故立心耳	㥜	◯	切韻A		3_002_B21	a078a105
s1005a503	s1005a503	新575-53	v10#99	心行様故立心耳	怫	◯	切韻A		2_086_A62	a076a105
s1005a504	s1005a504	新575-54	v10#99	心行様故立心耳	怚	◯	切韻A		2_086_A22	a077b063
s1005a505	s1005a505	新575-55	v10#99	心行様故立心耳	坿	㤔	切韻A	字頭：原作「㤔」，當作「坿」。廣韻，無「㤔」字。	1_031_B52	a013b092
s1005a601	s1005a601	新575-61	v10#99	心行様故立心耳	懼	◯	切韻A		2_083_B41	a076a041
s1005a602	s1005a602	新575-62	v10#99	心行様故立心耳	悞	◯	切韻A			a079b035
s1005a603	s1005a603	新575-63	v10#99	心行様故立心耳	怖	◯	切韻A		2_091_A521	a077a023
s1005a604	s1005a604	新575-64	v10#99	心行様故立心耳	忕	◯	切韻A			a079b043
s1005a605	s1005a605	新575-65	v10#99	心行様故立心耳	㤄	◯	切韻A		2_088_A32	a077b102
s1005a701	s1005a701	新575-71	v10#99	心行様故立心耳	懀	◯	切韻A		3_004_A41	a078b043
s1005a702	s1005a702	新575-72	v10#99	心行様故立心耳	忦	◯	切韻A		2_089_B61	a078a034
s1005a703	s1005a703	新575-73	v10#99	心行様故立心耳	慖	◯	切韻A	參看「幗」字。		a079b045
s1005a704	s1005a704	新575-74	v10#99	心行様故立心耳	悋	恡	切韻A	字頭：原作「恡」。		a079b051
s1005a705	s1005a705	新575-75	v10#99	心行様故立心耳	㥵	◯	切韻A			a081a033
s1005a706	s1005a706	新575-76	v10#99	心行様故立心耳	悍	◯	切韻A		2_086_A12	a076a092
s1005a801	s1005a801	新575-81	v10#99	心行様故立心耳	慣	◯	切韻A			a079b037
s1005a802	s1005a802a	新575-82	v10#99	心行様故立心耳	懽β	◯	切韻A	字頭：有顛倒符。		
s1005a803	s1005a802a	新575-83	v10#99	心行様故立心耳	懽	◯	切韻A		2_084_B51	a076a071
s1005a804	s1005a802a	新575-84	v10#99	心行様故立心耳	驩	◯	切韻A		6_029_A62	c023a026
s1005a805	s1005a805	新575-85	v10#99	心行様故立心耳	慥	◯	切韻A		3_001_A62	a076a091
s1005b101	s1005b101	新576-11	v10#99	心行様故立心耳	慯	◯	切韻A		2_090_A31	a077b074
s1005b102	s1005b102	新576-12	v10#99	心行様故立心耳	性	◯	切韻A		2_080_B51	a075b073
s1005b103	s1005b103	新576-13	v10#99	心行様故立心耳	慨	◯	切韻A		2_081_B42	a075b102
s1005b104	s1005b104	新576-14	v10#99	心行様故立心耳	憒	◯	切韻A		2_087_B32	a076b053
s1005b105	s1005b105a	新576-15	v10#99	心行様故立心耳	慎	◯	切韻A			
s1005b106	s1005b105a	新576-16	v10#99	心行様故立心耳	愼	◯	切韻A		2_081_A21	a075b082
s1005b201	s1005b201	新576-21	v10#99	心行様故立心耳	愒	◯	切韻A		2_084_B62	a077b041
s1005b202	s1005b202	新576-22	v10#99	心行様故立心耳	恨	◯	切韻A		2_088_A51	a076b054
s1005b203	s1005b203	新576-23	v10#99	心行様故立心耳	悢	◯	切韻A		3_001_A51	a078a073
s1005b301	s1005b301a	新576-31	v10#99	心行様故立心耳	𢠫	◯	切韻A			
s1005b302	s1005b301a	新576-32	v10#99	心行様故立心耳	㤞	◯	切韻A		3_003_B42	a076b033
