#   HDIC Project
#   Integrated Database of Hanzi Dictionaries in Early Japan
#
#   KTB: Kosanjibon Tenrei Bansho Meigi database -- Full text version
#
#   Kosanjibon Tenrei bansho meigi 篆隸萬象名義, Kosanji copy 高山寺本.
#   Buddhist monk Kukai of the Heian period 空海, c. 827-835.
#   A Hanzi (Chinese character) dictionary.
#
#   Version: 1.1.22
#   Date published: 17 September 2016
#   Last modified: 31 August 2020
#
#   Copyright (c) 2016-2020 HDIC project, IKEDA Shoju (Chair)
#   LI Yuan (Person in charge of text data proofreading)
#   LIU Guanwei (Person in charge of image database design and implementation)
#   Department of Linguistic Sciences, Hokkaido University Graduate School of Letters
#   North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#   Contact: hdic_info@let.hokudai.ac.jp
#
#   Feel free to copy and distribute.
#   Send bug reports and feature requests via email.
#
#   TSV Format information:
#   TBID (v_www_xyz)          Book(v), leaf(www), recto-verso(x), line(y) and number(z)
#   TB_vol_radical (xx#yyy)   Volume(xx) and radical number(yyy)
#   TB_radical                Radical of Chinese character 
#   Entry                     Headword
#   Entry_type                For details, refer to the following section
#   Entry_diff                Differences of transliteration with other scholars
#   TB_def                    Definition of pronunciation, meaning and variant(s)
#   SYID (vwwwxyyz)           Book(v), leaf(www), recto-verso(x), line(yy) and number(z)
#   YYID (Ywwxxxyyy-z)        Volume(ww), leaf(xxx), line(yyy) and number(z)
#   TB_remarks                Editor's notes
#   Lv_page                   Zhuan li wan xiang ming yi jiao shi 篆隸萬象名義校釋
#   Zang_page                 Zhong gu Han zi liu bian 中古漢字流變
#
#   Entry_type:
#   Group a   --- Regular headword
#   1 Regular                 隸書掲出字 (= Regular_clerical)
#   2 Regular_seal            隸書掲出字 篆書併存
#
#   Group b -- Embedded headword
#   3 Embedded_clerical       埋字 隸書字體
#   4 Embedded_omitted        埋字 脫落
#   5 Embedded_seal           埋字 篆書字體
#
#   Group c -- Omitted headword
#   6 Omitted                 脫字 項目全體 脫落
#   7 Omitted_regular         脫字 隸書掲出字 脫落
#
#   Group d -- Variant of the Songben Yupian
#   8 Songben-Yupian          宋本《玉篇》增補之異體字
#
#   cf. Li 2015.
#   ＊6 Omitted               項目全體脱落
#                            《説文解字》、《玉篇》殘卷・佚文、《新撰字鏡》玉篇引用部分等，本文存
#
#   Abbreviations:
#   TB: Tenrei Bansho Meigi 篆隸萬象名義, Kosanji copy 高山寺本
#   YY: Yuanben Yupian 原本玉篇, fragments of vol.8, 9, 18, 19, 22, 24 and 27
#   SY: Songben Yupian 宋本玉篇, Zecuntang edition 澤存堂本
#
#   (白藤|白): Shirafuji's transliteration 
#   (宮澤|宮): Miyazawa's transliteration
#   (上田|上): Ueda's transliteration
#   呂: Lv's transliteration
#   臧: Zang's transliteration
#
#   References:
#   Shirafuji Noriyuki 白藤禮幸, An Index of Headwords in the Tenrei Bansho Meigi 掲出字索引, Materials from Ancient Glossaries in the Kosanji Temple Collection 1 高山寺古辭書資料第一, Tokyo: Uiversity of Tokyo Press 東京大学出版会, 1977.
#   Miyazawa Toshimasa 宮澤俊雅, A List of Headwords with Notes in the Tenrei Bansho Meigi 掲出字一覽表, Materials from Ancient Glossaries in the Kosanji Temple Collection 1 高山寺古辭書資料第一, Tokyo: University of Tokyo Press 東京大学出版会, 1977.
#   Ueda Tadashi 上田正, A Complete List of Fanqie in the Original Yupian 玉篇反切總覽, Kobe: Private edition, 1986.
#   Lv Hao 呂浩, Zhuan li wan xiang ming yi jiao shi: A Transliteration and Text-critical Notes 篆隸萬象名義校釋, Shanghai: Xuelin Press 學林出版社, 2007.
#   Zang Kehe 臧克和, Zhong gu Han zi liu bian 中古漢字流變, Shanghai : Hua dong shi fan da xue chu ban she 華東師範大學出版社, 2008.
#   Li Yuan 李媛, Embedded and Omitted Headword: Issues Regarding Entry Counts in Tenrei-Bansho-Meigi 埋字と脫字―篆隸象名義の掲出字數をめぐる問題―, Kuntengo to Kunten-Shiryo 訓點語と訓點資料 135: 60-78, 2015.
#
#   Acknowledgments:
#   We are grateful to Kosanji Temple authorities Ogawa Chie (the previous chief priest) and Ishizuka Harumichi (the representative director) for permission to publish the decipherment text of KTB.
#   This work was supported by JSPS KAKENHI Grant Number 25370506, 16H03422.
#
TBID	TB_vol_radical	TB_radical	Entry	Entry_type	Entry_diff	TB_def	SYID	YYID	TB_remarks	Lv_page	Zang_page
6_082_A52	v24#397	魚	𩻟	Regular		穴嬀反。大魚。	c040a034			401	2003
6_082_A61	v24#397	魚	鯛	Regular		丁條反。	c040a036		條：原作徐。	401	2003
6_082_A62	v24#397	魚	𩶭	Regular		牛胡反。魡。	c040a033		牛：原作失，呂作先。《新撰字鏡》作牛。	401	2003
6_082_B11	v24#397	魚	𩽪	Regular		来敫反。魚皮。	c040a031		掲出字：宋本《玉篇》作𩹺。上田云「韻不明」。敫：呂作殺。	401	2002
6_082_B12	v24#397	魚	鱟	Regular		胡構反。十二足，似蟹足，腹子麻醬，甚珍。	c040a037			401	2003
6_082_B21	v24#397	魚	鮠	Regular		五服反。	c040a041			401	2003
6_082_B22	v24#397	魚	鮿	Regular		竹涉反。	c040a042			401	2003
6_082_B31	v24#397	魚	魽	Regular		呼甘反。蚌属。	c040a051			401	2003
6_082_B32	v24#397	魚	鮭	Regular		古携反。	c040a052			401	2003
6_082_B41	v24#397	魚	𩹶	Regular		徒郎反。	c040a053			401	2003
6_082_B42	v24#397	魚	𩼅	Regular		人用反。鮐也。	c040a054			401	2003
6_082_B51	v24#397	魚	魳	Regular		走合反。	c040a055			401	2003
6_082_B52	v24#397	魚	䲒	Regular		校買反。鮦也，蟹也。	c040a061		校：原文誤写，呂作杵。《新撰字鏡》作校。	401	2004
6_082_B61	v24#397	魚	䲓	Regular		音驗也。噞字。	c040a062			401	2004
6_082_B62	v24#397	魚	魡	Regular		都叫反。釣字。	c040a065			401	2004
6_083_A11	v24#397	魚	鯘	Regular		奴磊反。	c040a064			401	2004
6_083_A11-Miyazawa	v24#397	魚	鮾	Regular	宮		c040a064			401	2004
6_083_A12	v24#397	魚	䰺	Regular		柯邁反。比目也。	c040a066			401	2004
6_083_A12-Miyazawa	v24#397	魚	魪	Regular	宮		c040a066			401	2004
6_083_A21	v24#397	魚	鱷	Regular		吾閤反。	c040a071			401	2004
6_083_A211	v24#397	魚	鰐	Songben-Yupian		#	c040a072			401	2004
6_083_A22	v24#397	魚	鰶	Regular		子裔反。	c040a073		掲出字：⿰魚⿱夂未。反切：原作「千衣」，誤。宋本《玉篇》作「子裔」。	401	2004
6_083_A31	v24#397	魚	䱒	Regular		於業反。	c041a025		掲出字：呂作䰿。	401	2012
6_083_A32	v24#397	魚	䱱	Regular		徒雞反。人魚四足。	c040a074			401	2004
6_083_A41	v24#397	魚	䱷	Regular		語呉反。	c040a075			401	2004
6_083_A42	v24#397	魚	䰻	Regular		同上。	c040a081			401	2004
6_083_A51	v24#397	魚	漁	Regular		言居反。捕魚。	c040a082			401	2004
6_083_A52	v24#397	魚	鱻	Regular		胥連反。小魚。	c039a032			401	1990
6_083_A61	v24#398	𩺰	𩺰	Regular		五於反。	c041a031			402	2013
6_083_A62	v24#398	𩺰	𩼪	Regular		言居反。捕魚。漁字也。	c041a032		Z24尾。	402	2013
6_083_B21	v25#399	鼠	鼠	Regular		舒擧反。	c041a081		Z25首。	402	2014
6_083_B22	v25#399	鼠	𪖇	Regular		扶園反。鼠婦。	c041a082			402	2014
6_083_B31	v25#399	鼠	䶅	Regular		胡各反。可作裘。	c041a083		可作裘：當作「可作皮裘」。	402	2014
6_083_B32	v25#399	鼠	鼢	Regular		扶粉反。鼠也。	c041a091			402	2014
6_083_B41	v25#399	鼠	䶄	Regular		蒲丁反。鼠也。	c041a092			402	2014
6_083_B41-Shirafuji	v25#399	鼠	𪕒	Regular	白		c041a092			402	2014
6_083_B42	v25#399	鼠	鼶	Regular		相離反。鼠也。	c041a093		掲出字：原作⿺鼠右。	402	2014
6_083_B51	v25#399	鼠	𪕋	Regular		力九反。鼠大。	c041a094		掲出字：原作鼫。次行掲出字同。	402	2014
6_083_B52	v25#399	鼠	鼸	Regular		胡覃反。鼠也。	c041a101			402	2015
6_083_B61	v25#399	鼠	鼫	Regular		視亦反。五枝鼠也，食粟也。	c041a102			402	2015
6_083_B62	v25#399	鼠	鼨	Regular		之弓反。豹文鼠。	c041a103		掲出字：原作⿺鼠老。弓：原作亻。《新撰字鏡》作弓。	402	2015
6_084_A11	v25#399	鼠	𪔻	Regular		鼨字。	c041a104		掲出字：原作⿺鼠歹。鼨：原作⿺鼠必。	402	2015
6_084_A12	v25#399	鼠	𪕶	Regular		於革反。	c041a105			402	2015
6_084_A21	v25#399	鼠	鼷	Regular		胡雞反。有毒小鼠。	c041b016			402	2015
6_084_A22	v25#399	鼠	鼩	Regular		渠倶反。	c041b011			402	2015
6_084_A221	v25#399	鼠	𪖏	Songben-Yupian		#	c041b012			402	2015
6_084_A31	v25#399	鼠	⿺鼠告	Regular		鼠字。	△		宮澤無△符号。呂云「此字頭疑當作"𪕖"」。《新撰字鏡》云「⿺鼠光　上字。⿺鼠火　亦上字」。	402	#N/A
6_084_A32	v25#399	鼠	䶃	Regular		胡貪反。似蜥蜴有文。	c041b014		掲出字：呂作𪕛。	402	2015
6_084_A321	v25#399	鼠	𪕛	Songben-Yupian		#	c041b015			402	2015
6_084_A41	v25#399	鼠	鼬	Regular		遊救反。似鼠黃尾大。	c041b021			402	2015
6_084_A42	v25#399	鼠	䶂	Regular		之若反。	c041b022			402	2016
6_084_A51	v25#399	鼠	𪕎	Regular		如勇反。	c041a095			402	2015
6_084_A52	v25#399	鼠	鼲	Regular		胡昆反。作裘。	c041b023			402	2016
6_084_A61	v25#399	鼠	𪕮	Regular		戸徒反。黒身白腰也。	c041b031			402	2016
6_084_A62	v25#399	鼠	鼣	Regular		扶癈反。	c041b033		掲出字：原作鼥。	402	2016
6_084_A62-Shirafuji	v25#399	鼠	鼥	Regular	白		c041b033			402	2016
6_084_B11	v25#399	鼠	𪖆	Regular		同上。	c041b041			402	2016
6_084_B12	v25#399	鼠	𪕔	Regular		如視反。	c041b042			402	2016
6_084_B21	v25#399	鼠	鼯	Regular		午徒反。如小孤似蝙翼。	c041b043			402	2016
6_084_B22	v25#399	鼠	鼳	Regular		胡甓反。似鼠蹄。	c041b044			402	2016
6_084_B221	v25#399	鼠	𪕯	Omitted		Omitted	c041b045			402	2016
6_084_B31	v25#399	鼠	鼵	Regular		徒骨反。鼷鼠𢭃尾。	c041b051			402	2016
6_084_B32	v25#399	鼠	鼮	Regular		徒聽反。豹文鼠。	c041b052			402	2016
6_084_B41	v25#399	鼠	鼭	Regular		視之反。	c041b054			402	2017
6_084_B42	v25#399	鼠	鼤	Regular		莫公反。尾斑。	c041b053			402	2016
6_084_B51	v25#399	鼠	䶆	Regular		至維反。如鼠𢭃尾。	c041b061			402	2017
6_084_B52	v25#399	鼠	鼪	Regular		所敬反。鼬。	c041b062			402	2017
6_084_B61	v25#399	鼠	𪖎	Regular		助緘反。黒耳腰白。	c041b032			402	2016
6_084_B62	v25#399	鼠	𪖃	Regular		公木反。鼷也。	c041b063			402	2017
6_084_B62-Miyazawa	v25#399	鼠	𪕷	Regular	宮		c041b063			402	2017
6_085_A11	v25#399	鼠	𪖈	Regular		補木反。同上。	c041b064			402	2017
6_085_A111	v25#399	鼠	𪕹	Omitted		Omitted	c041b065			402	2017
6_085_A12	v25#399	鼠	䶈	Regular		補各[反]。𪕹也。	c041b066			403	2017
6_085_A21	v25#399	鼠	鼧	Regular		勅何反。	c041b071			403	2017
6_085_A22	v25#399	鼠	鼱	Regular		子盈反。	c041b013			403	2015
6_085_A31	v25#399	鼠	𪕍	Regular		公營反。斑鼠。	c041b072			403	2017
6_085_A32	v25#399	鼠	𪕌	Regular		力丁反。同上。	c041b073			403	2017
6_085_A41	v25#399	鼠	𪕞	Regular		子侚反。石鼠也。	c041b074		掲出字：原作𪕂。	403	2017
6_085_A41-Shirafuji	v25#399	鼠	𪔼	Regular	白		c041b074			403	2017
6_085_A42	v25#399	鼠	𪕊	Regular		子奇反。如雞鼠尾。	c041b075			403	2017
6_085_A51	v25#399	鼠	𪕭	Regular		於盖反。小鼠相銜行也。	c041b076			403	2017
6_085_A511	v25#399	鼠	𪖂	Omitted		Omitted	c041b081			403	2018
6_085_A52	v25#399	鼠	鼴	Regular		於甗反。鼦。	c041b082			403	2018
6_085_A61	v25#399	鼠	鼦	Regular		都聊反。古豹。	c041b083			403	2018
6_085_B11	v25#400	易	易	Regular		餘尺反。異也，奪也，始也，悦也，輕也，活也。	c041b101			403	2019
6_085_B21	v25#400	易	𥂺	Regular		於革反。鼠也。	c041b102			403	2019
6_085_B31	v25#401	虫	虫	Regular		盱鬼反。	c042a011			403	2019
6_085_B32	v25#401	虫	蝮	Regular		妨陸反。虵也。	c042a021			403	2019
6_085_B41	v25#401	虫	螣	Regular		徒曽反。神虵龍類。	c042a022			403	2019
6_085_B42	v25#401	虫	蚺	Regular		餘酣反。大虵。	c042a023			403	2020
6_085_B42-Shirafuji	v25#401	虫	蚦	Regular	白		c042a023			403	2020
6_085_B51	v25#401	虫	螼	Regular		丘忍反。寒⿰虫歳。	c042a024		⿰虫歳：呂作𧕼。	403	2020
6_085_B52	v25#401	虫	螾	Regular		餘忍反。同上。	c042a031			403	2020
6_085_B61	v25#401	虫	蚯	Regular		去牛反。蚓也。	c042a032			403	2020
6_085_B62	v25#401	虫	螉	Regular		於公反。蜂也。	c042a033			403	2020
6_086_A11	v25#401	虫	䗥	Regular		才公反。同上。	c042a034			403	2020
6_086_A12	v25#401	虫	𧑎	Regular		子外反。虫。	c042a035			403	2020
6_086_A21	v25#401	虫	蠁	Regular		虚鞅反。𧳃也。	c042a041			403	2020
6_086_A22	v25#401	虫	䖮	Regular		同上。	c042a042			403	2020
6_086_A31	v25#401	虫	蛁	Regular		都堯反。	c042a043			403	2020
6_086_A32	v25#401	虫	虭	Regular		(無)	c042a044			403	2020
6_086_A41	v25#401	虫	螝	Regular		胡憒反。蝅也。	c042a045			403	2020
6_086_A42	v25#401	虫	蛹	Regular		餘腫反。螝。	c042a053			403	2021
6_086_A421	v25#401	虫	𧍛	Songben-Yupian		#	c042a054			403	2021
6_086_A51	v25#401	虫	蛕	Regular		胡灰反。	c042a046			403	2021
6_086_A511	v25#401	虫	蚘	Songben-Yupian		#	c042a051			403	2021
6_086_A512	v25#401	虫	蛔	Songben-Yupian		#	c042a052			403	2021
6_086_A52	v25#401	虫	蟯	Regular		去消反。	c042a055			403	2021
6_086_A61	v25#401	虫	雖	Regular		思葵反。辞也，豈也。	c042a056		掲出字：原作⿰⿱䖝䖝隹。思葵：原作“思祭”，誤。	403	2021
6_086_A62	v25#401	虫	虺	Regular		呼鬼反。	c042a061			403	2021
6_086_B11	v25#401	虫	蜥	Regular		思酌反。螈也。	c042a062		酌：呂作的，非。	403	2021
6_086_B111	v25#401	虫	蠑	Songben-Yupian		#	c042a064			403	2021
6_086_B12	v25#401	虫	蚖	Regular		語園反。	c042a065			403	2021
6_086_B21	v25#401	虫	螈	Regular		蚖字。	c042a071			403	2021
6_086_B22	v25#401	虫	蝘	Regular		於甗反。螗蜩也。	c042a072			403	2021
6_086_B31	v25#401	虫	蜓	Regular		徒典反。同上。	c042a073			404	2022
6_086_B32	v25#401	虫	蠸	Regular		渠圓反。大鱉。	c042a074			404	2022
6_086_B41	v25#401	虫	螟	Regular		已丁反。食苗，蛉，桑也。	c042a075		掲出字：原作⿰虫貟。蛉：原作蛤。	404	2022
6_086_B42	v25#401	虫	𧈩	Regular		同上。	c042a082			404	2022
6_086_B421	v25#401	虫	𧑰	Songben-Yupian		#	c042a083			404	2022
6_086_B51	v25#401	虫	蟘	Regular		徒徳反。蝗也。	c042a081		掲出字：原作⿰虫伐。	404	2022
6_086_B52	v25#401	虫	蛖	Regular		邈江反。螻也。	c042a084			404	2022
6_086_B61	v25#401	虫	蝚	Regular		如丘反。螻蛄也。	c042a085		蛄：原作蛣。	404	2022
6_086_B62	v25#401	虫	蛣	Regular		祛吉反。蝎也。	c042a086			404	2022
6_087_A11	v25#401	虫	䖦	Regular		祛欝反。蛣也。	c042a091			404	2022
6_087_A11-Miyazawa	v25#401	虫	𧌑	Regular	宮		c042a091			404	2022
6_087_A12	v25#401	虫	蠇	Regular		力制反。水䗓也。	c042a092		掲出字：白藤作蠣。宮澤・呂作蠇。䗓：原作⿰虫忩，一部虫損。據近世寫本(台北國家圖書館本)。呂作蝎。	404	2022
6_087_A12-Shirafuji	v25#401	虫	蠣	Regular	白		c042a092			404	2022
6_087_A21	v25#401	虫	蟫	Regular		徒含反。白虫也。	c042a093			404	2022
6_087_A22	v25#401	虫	蛵	Regular		呼經反。青蛉也。	c042a094			404	2023
6_087_A31	v25#401	虫	蜭	Regular		胡感反。毛蠹也。	c042a095			404	2023
6_087_A32	v25#401	虫	蛅	Regular		如占反。蟔，蟖也。	c042a096		蟔：原作𧋎。	404	2023
6_087_A41	v25#401	虫	蛓	Regular		尊吏反。毛虫。	c042a103			404	2023
6_087_A42	v25#401	虫	螆	Regular		同上。	c042a104		掲出字：原作⿰虫絋。	404	2023
6_087_A51	v25#401	虫	𧉠	Regular		同上。	c042a105			404	2023
6_087_A52	v25#401	虫	𧍤	Regular		同上。	c042a106			404	2023
6_087_A61	v25#401	虫	蚝	Regular		同上。	c042a107			404	2023
6_087_A62	v25#401	虫	䖯	Regular		口圭反。蠆也。	c042a108			404	2023
6_087_B11	v25#401	虫	蚔	Regular		渠支反。𧓑字。	c042a109		𧓑：原文模糊，據《校釋》。	404	2023
6_087_B12	v25#401	虫	𧕌	Regular		同上。	△		掲出字：原作⿱⿰⿱旧䖝各䖝，呂作𧕌。宮澤作⿱毀虫。	404	#N/A
6_087_B21	v25#401	虫	蠆	Regular		丑芥反。𥭥也，尾末似人人髪末回。	c042b011			404	2023
6_087_B22	v25#401	虫	蝎	Regular		胡葛反。桑蠹也，逆也，萬虫也。	c042b012		蠹：原作■。	404	2023
6_087_B31	v25#401	虫	蝤	Regular		才尤反。齊，蝎，在水中。	c042b013		尤：原作在。	404	2023
6_087_B32	v25#401	虫	𧓉	Regular		在梨反。曹虫也。	c042b014			404	2023
6_087_B41	v25#401	虫	蟦	Regular		扶非反。水母也。	c042b022			404	2024
6_087_B42	v25#401	虫	蠀	Regular		在茲反。蝤也。	c042b023			404	2024
6_087_B51	v25#401	虫	強	Regular		渠羊反。蚚也，米中黒虫。	c042b024			404	2024
6_087_B52	v25#401	虫	𧖑	Regular		居羊反。蚚也。	▽			404	#N/A
6_087_B61	v25#401	虫	蜀	Regular		時燭反。桑虫也，獨也。	c042b026			404	2024
6_087_B62	v25#401	虫	蠲	Regular		故玄反。潔明也，除也。	c042b031			404	2024
6_088_A11	v25#401	虫	蟣	Regular		居顗反。虬子也。	c042b033			404	2024
6_088_A12	v25#401	虫	螕	Regular		補奚反。囓牛虫，似𧍯。	c042b034			405	2024
6_088_A21	v25#401	虫	蠖	Regular		於㩴反。屈申虫也，蝍𧑙。	c042b035			405	2024
6_088_A22	v25#401	虫	蝝	Regular		惟舩反。𧎖也，蚍蜉子。	c042b036			405	2025
6_088_A31	v25#401	虫	蜪	Regular		勅高反。蝝蝮也。	c042b041			405	2025
6_088_A32	v25#401	虫	螻	Regular		力侯反。蛄也。	c042b042			405	2025
6_088_A41	v25#401	虫	蛄	Regular		皷胡反。虳蟧為蟪蛄。	c042b043			405	2025
6_088_A42	v25#401	虫	蠪	Regular		力公反。如狐九尾也，虰也。	c042b051			405	2025
6_088_A51	v25#401	虫	虰	Regular		丑經反。蠪。	c042b044			405	2025
6_088_A52	v25#401	虫	蟶	Regular		同上。	c042b045			405	2025
6_088_A61	v25#401	虫	蛾	Regular		午何反。蝅也。	c042b053			405	2025
6_088_A62	v25#401	虫	螘	Regular		宜倚反。蚍蜉小。	c042b055			405	2025
6_088_B11	v25#401	虫	蟻	Regular		同上。裳名也。	c042b061			405	2025
6_088_B12	v25#401	虫	蚳	Regular		除飢反。螘也。	c042b054			405	2025
6_088_B21	v25#401	虫	𧍽	Regular		古䖵字。	c042b062			405	2025
6_088_B22	v25#401	虫	𧑢	Regular		蚳也。	c042b063			405	2025
6_088_B22-Shirafuji	v25#401	虫	𧏁	Regular	白		c042b063			405	2025
6_088_B31	v25#401	虫	蠜	Regular		扶園反。蠜也，蜚也。	c042b052		蠜：原作⿱⿲虫木虫虫。蜚：原作⿱⿰日日虫。	405	2025
6_088_B32	v25#401	虫	𧍓	Regular		所密反。蜣也。	c042b064		密：呂作察。	405	2026
6_088_B41	v25#401	虫	蟀	Regular		蜻蚓也。同上。	c042b065		掲出字：原作⿰虫卛。	405	2026
6_088_B42	v25#401	虫	蟋	Regular		所搮反。蛬也。	c042b066		掲出字：原作⿰虫卛。蛬：原作⿱夂虫。	405	2026
6_088_B51	v25#401	虫	𧒓	Regular		蟋字。	c042b067		掲出字：原作⿰䖝⿱玨女。蟋：原作𧏮。	405	2026
6_088_B52	v25#401	虫	蛬	Regular		居奉反。蟋蟀也。	c042b068		蟋蟀：原作𧏮⿰虫卛。	405	2026
6_088_B61	v25#401	虫	𧌪	Regular		蛬字。	c042b071			405	2026
6_088_B62	v25#401	虫	蝒	Regular		弥鞕反。馬蜩也。	c042b072			405	2026
6_088_B621	v25#401	虫	𧉄	Omitted		Omitted	c042b073			405	2026
6_089_A11	v25#401	虫	𧒾	Regular		都郎反。蟷蜋名。	c042b075			405	2026
6_089_A12	v25#401	虫	蟷	Regular		同上。	c042b074			405	2026
6_089_A21	v25#401	虫	蠰	Regular		詩亮反。齧桑也。	c042b076		亮：原作高。	405	2026
6_089_A22	v25#401	虫	𧒖	Regular		古和反。蟷蠰也。	c042b081			405	2026
6_089_A31	v25#401	虫	蜋	Regular		力當反。螵蛸母。	c042b083			405	2026
6_089_A32	v25#401	虫	螳	Regular		徒當反。蜋也。	c042b082			405	2026
6_089_A41	v25#401	虫	蜣	Regular		丘良反。蜋也。	c042b092		掲出字：原作𧏞。	405	2027
6_089_A42	v25#401	虫	𧍕	Regular		渠略反。蜣也，蜋也。	c042b093		蜣：原作𧏞。	405	2027
6_089_A51	v25#401	虫	蛸	Regular		先條反。蜋子也。	c042b091			405	2027
6_089_A52	v25#401	虫	蜱	Regular		毗[　]反。螘㱯卵也。	c042b085		反切：脱字。宋本《玉篇》作「毗交」。螘㱯卵也：呂云「疑當作"螘，𧍽卵也"」。	405	2026
6_089_A61	v25#401	虫	螵	Regular		蜱字。	c042b084			405	2026
6_089_A62	v25#401	虫	⿰卑虫	Regular		蜱字。	△		掲出字：呂作𧌠。	405	#N/A
6_089_B11	v25#401	虫	蛢	Regular		薄丁反。甲虫也。	c042b094		掲出字：白藤作蛢。	405	2027
6_089_B12	v25#401	虫	蟥	Regular		胡光反。□(𧑐)也。	c042b095		□(𧑐)也：原文虫損。據《校釋》。	405	2027
6_089_B21	v25#401	虫	𧑐	Regular		時律反。蟥。	c042b096			405	2027
6_089_B22	v25#401	虫	䗐	Regular		式豉反。米中甲虫也。	c042b097			405	2027
6_089_B31	v25#401	虫	蜆	Regular		硑典反。黒虫，頭赤。	c042b101			405	2027
6_089_B32	v25#401	虫	蜰	Regular		扶歸反。蜚蘆蛬。	c042b102			405	2027
6_089_B41	v25#401	虫	蠦	Regular		古骨反。蜂也。〔蜾字。〕	c042b103		有埋字B。次項𧒘字注文誤入。	405	2027
6_089_B42	v25#401	虫	𧒘	Regular		古骨反。蜂也。	c043a011			405	2028
6_089_B421	v25#401	虫	蜾	Embedded_clerical		蜾字。	c043a012		埋字B。	405	2028
6_089_B51	v25#401	虫	𧕅	Regular		力丁反。桑虫。	c042b104			406	2027
6_089_B52	v25#401	虫	蠃	Regular		力果反。蝎也。	c043a013			406	2028
6_089_B61	v25#401	虫	蜨	Regular		山賴反。蛺也。	c043a014			406	2028
6_089_B611	v25#401	虫	蛺	Omitted		Omitted	c043a015			406	2028
6_089_B62	v25#401	虫	蚩	Regular		充之反。輕也，乱也，駿也。	c043a016			406	2028
6_090_A11	v25#401	虫	螌	Regular		補姦反。毒虫也。	c043a022			406	2028
6_090_A12	v25#401	虫	𧒚	Regular		莫郊反。同上。	c043a023		掲出字：宮澤・呂作蝥。郊：原作郡。《新撰字鏡》作郊。	406	2028
6_090_A12-Miyazawa	v25#401	虫	蝥	Regular	宮		c043a023			406	2028
6_090_A21	v25#401	虫	蟠	Regular		扶園反。婦鼠也。	c043a021			406	2028
6_090_A22	v25#401	虫	䗪	Regular		之夜反。鼠負也。	c043a033			406	2029
6_090_A31	v25#401	虫	蟅	Regular		同上。蟒。	c043a032			406	2029
6_090_A32	v25#401	虫	蝛	Regular		於歸反。𧉅蝛也。	c043a036			406	2029
6_090_A401	v25#401	虫	蛜	Songben-Yupian		#	c043a034			406	2029
6_090_A41	v25#401	虫	𧉅	Regular		於時反。婦鼠。	c043a035			406	2029
6_090_A42	v25#401	虫	蜙	Regular		先恭反。螉䗥也。	c043a041			406	2029
6_090_A51	v25#401	虫	蚣	Regular		同上。古紅反。蜈蚣也。	c043a042			406	2029
6_090_A52	v25#401	虫	蝑	Regular		思閭反。蚣蝑也。	c043a043			406	2029
6_090_A61	v25#401	虫	蝗	Regular		古孟反。螽也。	c043a044		孟：原作盖。螽：原作⿳夂亡䖵。	406	2029
6_090_A62	v25#401	虫	蛚	Regular		力結反。蜻也，蛬也。	c043a045			406	2029
6_090_B11	v25#401	虫	蜺	Regular		午雞反。寒蜩也。	c043a051			406	2029
6_090_B12	v25#401	虫	蟬	Regular		時旃反。蜩変懼也。	c043a052		変：原文模糊，呂作复。	406	2029
6_090_B21	v25#401	虫	蜩	Regular		徒貂反。螗也，蟬也。	c043a053			406	2029
6_090_B22	v25#401	虫	𧊓	Regular		同上。	c043a054			406	2029
6_090_B31	v25#401	虫	蜻	Regular		辞姓反。蚻也，蟋也。	c043a055		蚻：原作䖽。宋本《玉篇》作蚻。	406	2030
6_090_B32	v25#401	虫	螇	Regular		胡雞反。蟪蛄，蛁蟟。	c043a062			406	2030
6_090_B41	v25#401	虫	螰	Regular		力木反。蟪蛄也。	c043a063			406	2030
6_090_B42	v25#401	虫	蚗	Regular		古穴反。蟪蛄，𧉅蟟。	c043a064			406	2030
6_090_B51	v25#401	虫	蚚	Regular		正仙反。蚗蟬也。	c042b025			406	2024
6_090_B52	v25#401	虫	蛉	Regular		力丁反。飛虫也，蛅也。	c043a061			406	2030
6_090_B61	v25#401	虫	蠓	Regular		亡犯反。蠛也，飛虫。	c043a072			406	2030
6_090_B62	v25#401	虫	蠛	Regular		亡結反。蠓。	c043a073			406	2030
6_091_A11	v25#401	虫	𧐑	Regular		閭脚反。蜉䖻，朝生夕死。	c043a074			406	2030
6_091_A12	v25#401	虫	蜹	Regular		汝説反。蜂蠆小虫入酒中。	c043a075			406	2030
6_091_A21	v25#401	虫	蠨	Regular		思堯反。	c043a082			406	2031
6_091_A21-Miyazawa	v25#401	虫	蟰	Regular	宮		c043a082			406	2031
6_091_A22	v25#401	虫	蛸	Regular		所交反。	c043a083			406	2031
6_091_A31	v25#401	虫	蛶	Regular		力拙反。	c043a084		掲出字：原作⿰虫守。拙：原作社。《新撰字鏡》作犾。	406	2031
6_091_A32	v25#401	虫	蠕	Regular		如兖反。赤虵也，動也。	c043a076			406	2030
6_091_A32-Miyazawa	v25#401	虫	蝡	Regular	宮		c043a076			406	2030
6_091_A41	v25#401	虫	𧔀	Regular		同上。	c043a081			406	2030
6_091_A41-Shirafuji	v25#401	虫	蝡	Regular	白		c043a081			406	2030
6_091_A42	v25#401	虫	蜡	Regular		且庶反。腐臭蠅所蜡。	c045b083		反切：原作「日鹿」。	406	2051
