#	HDIC Project
#	HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
#	Kosanjibon Tenrei Bansho Meigi (KTB) : Subun Sosho edition (崇文叢書版) and National Diet Library Digital Collections
#
#	Kosanjibon Tenrei bansho meigi 篆隷萬象名義, Kosanji copy 高山寺本.
#	monk Kukai of the Heian period 空海, c. 827-835.
#	A Hanzi (Chinese character) dictionary.
#
#	Version: 1.1.1
#	Date published : 4 September 2016
#	Last modified : 5 January 2022
#
#   Copyright (c) 2016-2021 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
#   LI Yuan (Person in charge of text data proofreading)
#   LIU Guanwei (Person in charge of image database design and implementation)
#   Research group of Linguistics, Hokkaido University Faculty of Humanities and Human Siences
#   North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#   Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com
#
#   Data License Information and Access Rights
#   License: 
#   Creative Commons Attribution-NonCommercial 4.0 International License (CC BY-NC 4.0)
#   Access Rights (Availability): 
#   Open access
#
#	TSV Format information:
#	----------------------
#	Vol_radical (xx#yyy)	: Volume(xx) and radical number(yyy) of Yuanben Yupian
#   KTB_vol : Gensen(G, the original part)-Zokusen(Z, the sequel part) and volume(xx) of KTB
#	Radical	: Radical of Chinese character 
#	Book_leaf (v_www_x) 	: Book(v), leaf(www), recto-verso(x) of KTB
#	NDL_url		: URL of National Diet Library Digital Collections
#
#	This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526.
#
Vol_radical	KTB_vol Radical	Book_leaf	NDL_url
v20#289	Z20	巛	5_107_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/34
v20#290	Z20	井	5_108_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/34
v20#291	Z20	泉	5_108_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/34
v20#291	Z20	泉	5_108_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/35
v20#292	Z20	灥	5_108_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/35
v20#293	Z20	永	5_108_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/35
v20#294	Z20	𠂢	5_108_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/35
v20#294	Z20	𠂢	5_109_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/35
v20#295	Z20	谷	5_109_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/35
v20#295	Z20	谷	5_109_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/36
v20#295	Z20	谷	5_110_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/36
v20#296	Z20	冫	5_110_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/36
v20#296	Z20	冫	5_110_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/37
v20#296	Z20	冫	5_111_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/37
v20#296	Z20	冫	5_111_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/38
v20#297	Z20	雨	5_111_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/38
v20#297	Z20	雨	5_112_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/38
v20#297	Z20	雨	5_112_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/39
v20#297	Z20	雨	5_113_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/39
v20#297	Z20	雨	5_113_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/40
v20#297	Z20	雨	5_114_A	http://dl.ndl.go.jp/info:ndljp/pid/1243028/40
v20#297	Z20	雨	5_114_B	http://dl.ndl.go.jp/info:ndljp/pid/1243028/41
v20#297	Z20	雨	5_115_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/3
v20#297	Z20	雨	5_115_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/4
v20#297	Z20	雨	5_116_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/4
v20#298	Z20	雲	5_116_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/4
v20#299	Z20	風	5_116_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/4
v20#299	Z20	風	5_116_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/5
v20#299	Z20	風	5_117_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/5
v20#299	Z20	風	5_117_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/6
v20#299	Z20	風	5_118_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/6
v20#299	Z20	風	5_118_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/7
v20#300	Z20	气	5_118_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/7
v20#301	Z20	鬼	5_118_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/7
v20#301	Z20	鬼	5_119_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/7
v20#301	Z20	鬼	5_119_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/8
v20#301	Z20	鬼	5_120_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/8
v20#302	Z20	甶	5_120_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/8
v20#303	Z20	白	5_120_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/8
v20#303	Z20	白	5_120_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/9
v20#303	Z20	白	5_121_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/9
v20#304	Z20	日	5_121_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/9
v20#304	Z20	日	5_121_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/10
v20#304	Z20	日	5_122_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/10
v20#304	Z20	日	5_122_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/11
v20#304	Z20	日	5_123_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/11
v20#304	Z20	日	5_123_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/12
v20#304	Z20	日	5_124_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/12
v20#304	Z20	日	5_124_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/13
v20#304	Z20	日	5_125_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/13
v20#304	Z20	日	5_125_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/14
v20#304	Z20	日	5_126_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/14
v20#304	Z20	日	5_126_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/15
v20#304	Z20	日	5_127_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/15
v20#304	Z20	日	5_127_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/16
v20#304	Z20	日	5_128_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/16
v20#305	Z20	旦	5_128_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/16
v20#306	Z20	晨	5_128_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/16
v20#307	Z20	乾	5_128_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/16
v20#307	Z20	乾	5_128_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/17
v20#308	Z20	晶	5_128_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/17
v20#309	Z20	月	5_128_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/17
v20#309	Z20	月	5_129_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/17
v20#309	Z20	月	5_129_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/18
v20#310	Z20	有	5_129_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/18
v20#311	Z20	明	5_129_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/18
v20#312	Z20	冏	5_129_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/18
v20#312	Z20	冏	5_130_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/18
v21#313	Z21	冥	5_130_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/18
v21#314	Z21	夕	5_130_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/18
v21#314	Z21	夕	5_130_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/19
v21#315	Z21	多	5_130_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/19
v21#315	Z21	多	5_131_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/19
v21#316	Z21	小	5_131_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/20
v21#317	Z21	幺	5_131_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/20
v21#317	Z21	幺	5_132_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/20
v21#318	Z21	𢆶	5_132_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/20
v21#319	Z21	玄	5_132_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/20
v21#319	Z21	玄	5_132_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/21
v21#320	Z21	丏	5_132_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/21
v21#321	Z21	奢	5_132_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/21
v21#322	Z21	大	5_132_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/21
v21#322	Z21	大	5_133_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/21
v21#322	Z21	大	5_133_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/22
v21#322	Z21	大	5_134_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/22
v21#322	Z21	大	5_134_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/23
v21#322	Z21	大	5_135_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/23
v21#323	Z21	火	5_135_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/23
v21#323	Z21	火	5_135_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/24
v21#323	Z21	火	5_136_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/24
v21#323	Z21	火	5_136_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/25
v21#323	Z21	火	5_137_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/25
v21#323	Z21	火	5_137_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/26
v21#323	Z21	火	5_138_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/26
v21#323	Z21	火	5_138_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/27
v21#323	Z21	火	5_139_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/27
v21#323	Z21	火	5_139_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/28
v21#323	Z21	火	5_140_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/28
v21#323	Z21	火	5_140_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/29
v21#323	Z21	火	5_141_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/29
v21#323	Z21	火	5_141_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/30
v21#323	Z21	火	5_142_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/30
v21#323	Z21	火	5_142_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/31
v21#323	Z21	火	5_143_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/31
v21#324	Z21	炎	5_143_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/31
v21#324	Z21	炎	5_143_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/32
v21#325	Z21	焱	5_143_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/32
v21#326	Z21	炙	5_143_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/32
v21#326	Z21	炙	5_144_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/32
v21#327	Z21	爨	5_144_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/32
v21#328	Z21	匆	5_144_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/32
v21#328	Z21	匆	5_144_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/33
v21#329	Z21	黒	5_144_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/33
v21#329	Z21	黒	5_145_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/33
v21#329	Z21	黒	5_145_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/34
v21#329	Z21	黒	5_146_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/34
v21#329	Z21	黒	5_146_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/35
v21#329	Z21	黒	5_147_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/35
v21#330	Z21	赤	5_147_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/35
v21#330	Z21	赤	5_147_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/36
v21#331	Z21	亦	5_147_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/36
v21#331	Z21	亦	5_148_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/36
v21#332	Z21	夨	5_148_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/36
v21#333	Z21	夭	5_148_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/37
v21#334	Z21	交	5_148_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/37
v21#335	Z21	尢	5_149_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/37
v21#335	Z21	尢	5_149_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/38
v21#336	Z21	壹	5_149_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/38
v21#336	Z21	壹	5_150_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/38
v21#337	Z21	專	5_150_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/38
v21#338	Z21	丶	5_150_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/38
v21#338	Z21	丶	5_150_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/39
v21#339	Z21	丹	5_150_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/39
v21#340	Z21	青	5_150_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/39
v21#340	Z21	青	5_151_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/39
v21#341	Z21	氏	5_151_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/39
v21#342	Z21	氐	5_151_A	http://dl.ndl.go.jp/info:ndljp/pid/1243031/39
v21#342	Z21	氐	5_151_B	http://dl.ndl.go.jp/info:ndljp/pid/1243031/40
v22#343	Z22	山	6_001_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/3
v22#343	Z22	山	6_001_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/3
v22#343	Z22	山	6_002_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/3
v22#343	Z22	山	6_002_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/4
v22#343	Z22	山	6_003_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/4
v22#343	Z22	山	6_003_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/5
v22#343	Z22	山	6_004_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/5
v22#343	Z22	山	6_004_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/6
v22#343	Z22	山	6_005_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/6
v22#343	Z22	山	6_005_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/7
v22#343	Z22	山	6_006_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/7
v22#343	Z22	山	6_006_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/8
v22#343	Z22	山	6_007_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/8
v22#344	Z22	屾	6_007_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/9
v22#345	Z22	嵬	6_007_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/9
v22#346	Z22	屵	6_007_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/9
v22#346	Z22	屵	6_007_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/10
v22#347	Z22	广	6_007_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/10
v22#347	Z22	广	6_008_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/10
v22#347	Z22	广	6_008_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/11
v22#347	Z22	广	6_009_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/11
v22#347	Z22	广	6_009_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/12
v22#347	Z22	广	6_010_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/12
v22#347	Z22	广	6_010_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/13
v22#347	Z22	广	6_011_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/13
v22#347	Z22	广	6_011_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/14
v22#348	Z22	厂	6_011_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/14
v22#348	Z22	厂	6_012_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/14
v22#348	Z22	厂	6_012_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/15
v22#348	Z22	厂	6_013_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/15
v22#349	Z22	高	6_013_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/15
v22#349	Z22	高	6_013_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/16
v22#350	Z22	危	6_013_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/16
v22#351	Z22	石	6_013_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/16
v22#351	Z22	石	6_014_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/16
v22#351	Z22	石	6_014_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/17
v22#351	Z22	石	6_015_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/17
v22#351	Z22	石	6_015_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/18
v22#351	Z22	石	6_016_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/18
v22#351	Z22	石	6_016_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/19
v22#351	Z22	石	6_017_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/19
v22#351	Z22	石	6_017_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/20
v22#351	Z22	石	6_018_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/20
v22#351	Z22	石	6_018_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/21
v22#351	Z22	石	6_019_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/21
v22#351	Z22	石	6_019_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/22
v22#351	Z22	石	6_020_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/22
v22#352	Z22	磬	6_020_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/22
v22#352	Z22	磬	6_020_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/23
v22#353	Z22	𠂤	6_020_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/23
v22#354	Z22	阜	6_020_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/23
v22#354	Z22	阜	6_021_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/23
v22#354	Z22	阜	6_021_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/24
v22#354	Z22	阜	6_022_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/24
v22#354	Z22	阜	6_022_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/25
v22#354	Z22	阜	6_023_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/25
v22#354	Z22	阜	6_023_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/26
v22#354	Z22	阜	6_024_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/26
v22#354	Z22	阜	6_024_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/27
v22#354	Z22	阜	6_025_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/27
v22#354	Z22	阜	6_025_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/28
v22#354	Z22	阜	6_026_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/28
v22#354	Z22	阜	6_026_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/29
v22#355	Z22	𨺅	6_026_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/29
v22#356	Z22	厽	6_026_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/29
v23#357	Z23	馬	6_026_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/29
v23#357	Z23	馬	6_027_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/29
v23#357	Z23	馬	6_027_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/30
v23#357	Z23	馬	6_028_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/30
v23#357	Z23	馬	6_028_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/31
v23#357	Z23	馬	6_029_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/31
v23#357	Z23	馬	6_029_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/32
v23#357	Z23	馬	6_030_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/32
v23#357	Z23	馬	6_030_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/33
v23#357	Z23	馬	6_031_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/33
v23#357	Z23	馬	6_031_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/34
v23#357	Z23	馬	6_032_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/34
v23#357	Z23	馬	6_032_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/35
v23#357	Z23	馬	6_033_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/35
v23#357	Z23	馬	6_033_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/36
v23#357	Z23	馬	6_034_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/36
v23#357	Z23	馬	6_034_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/37
v23#358	Z23	牛	6_034_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/37
v23#358	Z23	牛	6_035_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/37
v23#358	Z23	牛	6_035_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/38
v23#358	Z23	牛	6_036_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/38
v23#358	Z23	牛	6_036_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/39
v23#358	Z23	牛	6_037_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/39
v23#358	Z23	牛	6_037_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/40
v23#358	Z23	牛	6_038_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/40
v23#359	Z23	氂	6_038_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/40
v23#359	Z23	氂	6_038_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/41
v23#360	Z23	羊	6_038_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/41
v23#360	Z23	羊	6_039_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/41
v23#360	Z23	羊	6_039_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/42
v23#360	Z23	羊	6_040_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/42
v23#360	Z23	羊	6_040_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/43
v23#361	Z23	羴	6_040_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/43
v23#362	Z23	𦫳	6_040_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/43
v23#362	Z23	𦫳	6_041_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/43
v23#363	Z23	萈	6_041_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/43
v23#364	Z23	犬	6_041_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/43
v23#364	Z23	犬	6_041_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/44
v23#364	Z23	犬	6_042_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/44
v23#364	Z23	犬	6_042_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/45
v23#364	Z23	犬	6_043_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/45
v23#364	Z23	犬	6_043_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/46
v23#364	Z23	犬	6_044_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/46
v23#364	Z23	犬	6_044_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/47
v23#364	Z23	犬	6_045_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/47
v23#364	Z23	犬	6_045_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/48
v23#364	Z23	犬	6_046_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/48
v23#364	Z23	犬	6_046_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/49
v23#364	Z23	犬	6_047_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/49
v23#365	Z23	㹜	6_047_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/49
v23#366	Z23	豕	6_047_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/49
v23#366	Z23	豕	6_047_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/50
v23#366	Z23	豕	6_048_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/50
v23#366	Z23	豕	6_048_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/51
v23#366	Z23	豕	6_049_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/51
v23#367	Z23	𧱔	6_049_A	http://dl.ndl.go.jp/info:ndljp/pid/1243035/51
v23#368	Z23	㣇	6_049_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/52
v23#369	Z23	彑	6_049_B	http://dl.ndl.go.jp/info:ndljp/pid/1243035/52
v23#370	Z23	嘼	6_050_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/3
v23#371	Z23	𢊁	6_050_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/3
v23#372	Z23	鹿	6_050_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/3
v23#372	Z23	鹿	6_050_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/4
v23#372	Z23	鹿	6_051_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/4
v23#372	Z23	鹿	6_051_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/5
v23#372	Z23	鹿	6_052_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/5
v23#373	Z23	麤	6_052_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/5
v23#374	Z23	㲋	6_052_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/5
v23#375	Z23	兔	6_052_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/6
v23#376	Z23	厹	6_052_B	http://dl.ndl.go.jp/info:ndljp/pid/1243042/6
v23#376	Z23	厹	6_053_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/6
v23#377	Z23	兕	6_053_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/6
v23#378	Z23	象	6_053_A	http://dl.ndl.go.jp/info:ndljp/pid/1243042/6
