#   HDIC Project
#   Integrated Database of Hanzi Dictionaries in Early Japan
#
#   KTB: Kosanjibon Tenrei Bansho Meigi database -- Full text version
#   =================================================================
#
#   Kosanjibon Tenrei bansho meigi 篆隸萬象名義, Kosanji copy 高山寺本.
#   Buddhist monk Kukai of the Heian period 空海, c. 827-835.
#   A Hanzi (Chinese character) dictionary.
#
#   Version: 1.0.112
#   Date published: 1 September 2016
#   Last modified: 6 April 2019
#
#   Copyright (c) 2016-2019 HDIC project, IKEDA Shoju (Chair)
#   LI Yuan (Person in charge of text data proofreading)
#   LIU Guanwei (Person in charge of image database design and implementation)
#   Department of Linguistic Sciences, Hokkaido University Graduate School of Letters
#   North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#   Contact: hdic_info@let.hokudai.ac.jp
#
#   Feel free to copy and distribute.
#   Send bug reports and feature requests via email.
#
#   TSV Format information
#   ----------------------
#   TBID (v_www_xyz)          Book(v), leaf(www), recto-verso(x), line(y) and number(z)
#   TB_vol_radical (xx#yyy)   Volume(xx) and radical number(yyy)
#   TB_radical                Radical of Chinese character 
#   Entry                     Headword
#   Entry_type                For details, refer to the following section
#   Entry_diff                Differences of transliteration with other scholars
#   TB_def                    Definition of pronunciation, meaning and variant(s)
#   SYID (vwwwxyyz)           Book(v), leaf(www), recto-verso(x), line(yy) and number(z)
#   YYID (Ywwxxxyyy-z)        Volume(ww), leaf(xxx), line(yyy) and number(z)
#   TB_remarks                Editor's notes
#
#   Entry_type
#   ----------
#   Group a   --- Regular headword
#   1 Regular                 隸書掲出字 (= Regular_clerical)
#   2 Regular_seal            隸書掲出字 篆書併存
#
#   Group b -- Embedded headword
#   3 Embedded_clerical       埋字 隸書字體
#   4 Embedded_omitted        埋字 脫落
#   5 Embedded_seal           埋字 篆書字體
#
#   Group c -- Omitted headword
#   6 Omitted                 脫字 項目全體 脫落
#   7 Omitted_regular         脫字 隸書掲出字 脫落
#
#   Group d -- Variant of the Songben Yupian
#   8 Songben-Yupian          宋本《玉篇》增補之異體字
#
#   cf. Li 2015.
#   ＊6 Omitted               項目全體脱落
#                            《説文解字》、《玉篇》殘卷・佚文、《新撰字鏡》玉篇引用部分等、本文存
#
#   Abbreviations
#   -------------
#   TB: Tenrei Bansho Meigi 篆隸萬象名義, Kosanji copy 高山寺本
#   YY: Yuanben Yupian 原本玉篇, fragments of vol.8, 9, 18, 19, 22, 24 and 27
#   SY: Songben Yupian 宋本玉篇, Zecuntang edition 澤存堂本
#
#   白: Shirafuji's transliteration 
#   宮: Miyazawa's transliteration
#   上: Ueda's transliteration
#   呂: Lv's transliteration
#
#   References
#   ----------
#   Shirafuji Noriyuki 白藤禮幸, An Index of Headwords in the Tenrei Bansho Meigi 掲出字索引, Materials from Ancient Glossaries in the Kosanji Temple Collection 1 高山寺古辭書資料第一, Tokyo: Uiversity of Tokyo Press 東京大学出版会, 1977.
#   Miyazawa Toshimasa 宮澤俊雅, A List of Headwords with Notes in the Tenrei Bansho Meigi 掲出字一覽表, Materials from Ancient Glossaries in the Kosanji Temple Collection 1 高山寺古辭書資料第一, Tokyo: University of Tokyo Press 東京大学出版会, 1977.
#   Ueda Tadashi 上田正, A Complete List of Fanqie in the Original Yupian 玉篇反切總覽, Kobe: Private edition, 1986.
#   Lv Hao 呂浩, Zhuanli Wanxiang Mingyi: A Transliteration and Text-critical Notes 篆隸萬象名義校釋, Shanghai: Xuelin Press 學林出版社, 2007.
#   Li Yuan 李媛, Embedded and Omitted Headword: Issues Regarding Entry Counts in Tenrei-Bansho-Meigi 埋字と脫字―篆隸象名義の掲出字數をめぐる問題―, Kuntengo to Kunten-Shiryo 訓點語と訓點資料 135: 60-78, 2015.
#
#   Acknowledgments
#   ---------------
#   We are grateful to Kosanji Temple authorities Ogawa Chie (the previous chief priest) and Ishizuka Harumichi (the representative director) for permission to publish the decipherment text of KTB.
#   This work was supported by JSPS KAKENHI Grant Number 25370506, 16H03422.
#
TBID	TB_vol_radical	TB_radical	Entry	Entry_type	Entry_diff	TB_def	SYID	YYID	TB_remarks
6_046_B12	v23#364	犬	猊	Regular		魚雞反。師子。	c028a051		雞：原作𧳞。
6_046_B21	v23#364	犬	犴	Regular		胡旦反。訟也、獄也、胡犬。	▽		
6_046_B22	v23#364	犬	獋	Regular		胡高反。犬呼也、鳴也、咆也。	c028b035		掲出字：宮澤作⿰犭睪。
6_046_B31	v23#364	犬	㺎	Regular		与恭反。猛獸。	c028b042		
6_046_B32	v23#364	犬	𤝗	Regular		徒堅反。獵。	△		
6_046_B41	v23#364	犬	𤝜	Regular		扶癈反。犬鳴。	▽		
6_046_B42	v23#364	犬	㹺	Regular		通荅反。歠也。	c029a038		
6_046_B51	v23#364	犬	𤠎	Regular		子力反。犬生三子。	c029a091		掲出字：原作⿰犭⿱由万、宮澤作⿰犭甹。
6_046_B52	v23#364	犬	𤜝	Regular		居理反。如菟鳥殦。	c029a048		殦：呂作喙。又云：原誤、今正。
6_046_B61	v23#364	犬	猣	Regular		子公反。犬生三子。	c028b046		
6_046_B62	v23#364	犬	㹶	Regular		徒丁反。猱属。	c028b051		
6_046_B62-Miyazawa	v23#364	犬	𤠜	Regular	宮		c028b051		
6_047_A11	v23#364	犬	狍	Regular		薄交反。羊身人面目掖下。	c028b052		掖：呂作腋。
6_047_A12	v23#364	犬	猖	Regular		齒揚反。狂駭。	c028b053		
6_047_A21	v23#364	犬	玂	Regular		渠幾反。犬生一。	c028b054		
6_047_A22	v23#364	犬	玁	Regular		戯檢反。北狄。	c028b055		
6_047_A31	v23#364	犬	狒	Regular		扶佛反。如人被髪食人。	c028b043		
6_047_A32	v23#364	犬	猓	Regular		古敗反。皮可裘。	c028b044		
6_047_A41	v23#364	犬	猋	Regular		俾饒反。疾歩。	c028b045		次項、《校釋》補狁字。
6_047_A411	v23#365	㹜	犾	Omitted		Omitted	c029b011		
6_047_A51	v23#365	㹜	㺇	Regular		胥記反。候也、視也。伺字。	c029b012		
6_047_A52	v23#365	㹜	獄	Regular		虞縁反。訟也、确也、縁。	c029b013		
6_047_A61	v23#366	豕	豕	Regular		式尓反。猪也、竭也。	c029b031		
6_047_A62	v23#366	豕	𢁓	Regular		古文。	c029b032		
6_047_B11	v23#366	豕	豬	Regular		徴居反。䐗字。	c029b033		
6_047_B111	v23#366	豕	䝑	Songben-Yupian		#	c029b034		
6_047_B112	v23#366	豕	𧰰	Songben-Yupian		#	c029b035		
6_047_B113	v23#366	豕	𧰩	Songben-Yupian		#	c029b041		
6_047_B114	v23#366	豕	𧱆	Songben-Yupian		#	c029b042		
6_047_B12	v23#366	豕	豰	Regular		許卜反。小豕。	c029b043		許：原作評。
6_047_B21	v23#366	豕	豯	Regular		胡雞反。豚。	c029b044		掲出字：原作𤠓。雞：原作𧳞。
6_047_B22	v23#366	豕	豵	Regular		子公反。豕一歳。	c029b045		
6_047_B31	v23#366	豕	豝	Regular		博家反。牝豕。	c029b046		掲出字：原作𤜱。
6_047_B32	v23#366	豕	豣	Regular		公妍反。三歳獸。	c029b051		妍：原作⿺反⿰女刃。上田云「名下字不明」。《新撰字鏡》作妍。呂作延。
6_047_B41	v23#366	豕	𧱚	Regular		同上。	c029b052		
6_047_B42	v23#366	豕	豭	Regular		古瑕反。牡豕也、辞也。	c029b054		掲出字：原作猳。
6_047_B51	v23#366	豕	豶	Regular		扶云反。駭也、犗也。	c029b053		g
6_047_B51-Shirafuji	v23#366	豕	獖	Regular	白		c029b053		
6_047_B52	v23#366	豕	䝐	Regular		羊菙反。豶。	c029b055		
6_047_B52-Shirafuji	v23#366	豕	𧲗	Regular	白		c029b055		
6_047_B61	v23#366	豕	豛	Regular		禹亦反。豬字。	c029b057		
6_047_B62	v23#366	豕	𧱞	Regular		同上。	c029b056		
6_047_B62-Shirafuji	v23#366	豕	𧱕	Regular	白		c029b056		
6_048_A11	v23#366	豕	豤	Regular		口典反。齧地。	c029b061		
6_048_A12	v23#366	豕	豷	Regular		於麗反。豕息。	c029b062		息：原作⿱句心。《新撰字鏡》作息。
6_048_A21	v23#366	豕	豧	Regular		匹于反。豕息。	c029b063		
6_048_A22	v23#366	豕	豢	Regular		胡串反。養犬豕。	c029b064		
6_048_A31	v23#366	豕	豠	Regular		千餘反。豕属。	c029b065		
6_048_A32	v23#366	豕	豲	Regular		胡端反。豕属。	c029b066		
6_048_A321	v23#366	豕	𧱂	Songben-Yupian		#	c029b071		
6_048_A41	v23#366	豕	豨	Regular		虚豈反。豕走。	c030a026		
6_048_A42	v23#366	豕	𧰫	Regular		丑足反。羣行。	▽		
6_048_A51	v23#366	豕	豙	Regular		牛既反。豕怒、毛竪。	c029b072		
6_048_A51-Shirafuji	v23#366	豕	𧱏	Regular	白		c029b072		
6_048_A52	v23#366	豕	豱	Regular		於魂反。豬短頭。	c029b073		短：原作⿰豆寸。
6_048_A61	v23#366	豕	豦	Regular		竭於反。虎似猴髪多。	c029b074		
6_048_A62	v23#366	豕	豥	Regular		胡牛反。白蹄豕。	c029b075		
6_048_B11	v23#366	豕	豟	Regular		於翮反。豕有力。	c029b081		反切：原作「於融」、上田作「於翮」、張作「於翮」、呂作「於融（疑當作於隔反）」。
6_048_B12	v23#366	豕	𧲒	Regular		同上。	c029b082		
6_048_B21	v23#366	豕	𧱁	Regular		徒公反。似豕。	c029b083		
6_048_B22	v23#366	豕	𧱴	Regular		莫丁反。	c029b084		
6_048_B31	v23#366	豕	𧲂	Regular		力仁反。似豕身黃首白。	c029b085		
6_048_B32	v23#366	豕	䝏	Regular		力倶反。求子豕。	c029b086		
6_048_B41	v23#366	豕	𧰿	Regular		牛賴反。老猪。	c029b087		
6_048_B42	v23#366	豕	𧲌	Regular		山甲反。老母猪。	c029b091		
6_048_B51	v23#366	豕	䝒	Regular		俟禹反。母猪。	c029b092		
6_048_B52	v23#366	豕	𧱛	Regular		䝒字。	c029b093		
6_048_B61	v23#366	豕	䝕	Regular		之渉反。良豕。	c029b094		渉：原作淡。《新撰字鏡》作渉。
6_048_B62	v23#366	豕	䖶	Regular		呼回反。虫。	c029b095		回：原作曲。《新撰字鏡》作回。
6_049_A11	v23#366	豕	𧱝	Regular		九連反。土。	c029b096		
6_049_A12	v23#366	豕	𧱻	Regular		亡狄反。白豕頭黒。	c029b097		白豕：原作⿱白豕。
6_049_A21	v23#366	豕	豞	Regular		呼逅反。豕鳴。	c029b101		逅：原作叵。《新撰字鏡》作逅。
6_049_A22	v23#366	豕	𧱃	Regular		囚理反。兕字。	c030a031		囚：原作囙。兕：原作咒。據《新撰字鏡》訂。
6_049_A22-Shirafuji	v23#366	豕	𧰽	Regular	白		c030a031		
6_049_A31	v23#366	豕	䝓	Regular		閭葉反。長。	c029b102		
6_049_A32	v23#366	豕	豪	Regular		胡高反。如䐗尾白也、俊也、猪也、師也。	c030a011		
6_049_A41	v23#366	豕	豩	Regular		百貧反。二豕也。	c029b106		
6_049_A51	v23#367	𧱔	𧱔	Regular		徒昆反。豚。	c030a051		
6_049_A52	v23#367	𧱔	豚	Regular		同上。徒損反。	c030a052		
6_049_A61	v23#367	𧱔	𧲝	Regular		為𦋺反。豚属。	c030a053		豚：原文誤写。
6_049_A62	v23#367	𧱔	𧲞	Regular		同上。	c030a054		
6_049_A62-Shirafuji	v23#367	𧱔	𧲔	Regular	白		c030a054		
6_049_B11	v23#368	㣇	㣇	Regular		徒計反。	c030a061		
6_049_B12	v23#368	㣇	𡱃	Regular		古文。	c030a062		
6_049_B13	v23#368	㣇	𧱈	Regular		古文。	△		掲出字：宮澤無此字。
6_049_B21	v23#368	㣇	𢑢	Regular		呼骨反。豕属。	c030a063		
6_049_B21-Shirafuji	v23#368	㣇	𧰮	Regular	白		c030a063		
6_049_B211	v23#368	㣇	𢑷	Songben-Yupian		#	c030a071		
6_049_B22	v23#368	㣇	彙	Regular		胡貴反。虫也、類也。	c030a072		
6_049_B31	v23#368	㣇	𩫕	Regular		胡高反。豪字。	c030a064		
6_049_B32	v23#368	㣇	㣈	Regular		相利反。豕聲。	c030a073		
6_049_B41	v23#368	㣇	𠭾	Regular		古文。	c030a074		
6_049_B51	v23#369	彑	彐	Regular		居厲反。彙之類。	c030a081		
6_049_B52	v23#369	彑	彘	Regular		除厲反。小也、猪也。	c030a082		
6_049_B61	v23#369	彑	𢑓	Regular		胡加反。豕。	▽		
6_049_B62	v23#369	彑	彖	Regular		他煥反。才也、豕走也。	c030a083		
6_050_A11	v23#370	嘼	嘼	Regular		勅救反。畜字。	c030a091		
6_050_A12	v23#370	嘼	獸	Regular		舒救反。四足為獸。	c030a092		
6_050_A21	v23#371	𢊁	𢊁	Regular		治蟻反。似牛一角。	c030b011		
6_050_A22	v23#371	𢊁	𡦱	Regular		加罩反。𢊁。	c030b022		掲出字：《新撰字鏡》作⿰孝𢊁。罩：原作」、上田作罩、張同作、呂作單。《新撰字鏡》作罩。
6_050_A22-Shirafuji	v23#371	𢊁	⿰孝𢊁	Regular	白		c030b022		
6_050_A31	v23#371	𢊁	薦	Regular		子電反。席也、進也、陳也、救也、獻也、臻也。	c030b012		
6_050_A32	v23#371	𢊁	灋	Regular		甫法反。數也、常也、令也。	c030b021		
6_050_A41	v23#371	𢊁	𢋱	Regular		士足反。達也。	c030b023		掲出字：原作⿱出𢊁。足：原作之。《新撰字鏡》作足。
6_050_A51	v23#372	鹿	鹿	Regular		力木反。	c030b031		
6_050_A52	v23#372	鹿	麚	Regular		柯瑕反。鹿牡。	c030b032		
6_050_A60	v23#372	鹿	麟	Regular		理眞反。仁獸。	c030b033		眞：原作肯。
6_050_A61	v23#372	鹿	麀	Regular		牝牛反。牝鹿。	c030b044		
6_050_A62	v23#372	鹿	𪋎	Regular		同上。	c030b045		
6_050_B11	v23#372	鹿	𪋯	Regular		思倶反。鹿弭。	c030b046		
6_050_B11-Miyazawa	v23#372	鹿	𪋐	Regular	宮		c030b046		
6_050_B12	v23#372	鹿	麛	Regular		莫雞反。子也。	c030b047		
6_050_B21	v23#372	鹿	麉	Regular		午年反。有力也。	c030b051		
6_050_B212	v23#372	鹿	𪊑	Songben-Yupian		#	c030b052		
6_050_B22	v23#372	鹿	𪋝	Regular		桒屋反。跡也。	c030b043		
6_050_B31	v23#372	鹿	麒	Regular		渠之反。仁獸。	c030b042		
6_050_B311	v23#372	鹿	麐	Songben-Yupian		#	c030b041		
6_050_B32	v23#372	鹿	𪊺	Regular		力人反。牝也。麟字。	c030b034		
6_050_B41	v23#372	鹿	麋	Regular		莫悲反。先也、眉也。	c030b053		眉：原作⿸尸月。
6_050_B42	v23#372	鹿	麎	Regular		時隣反。牝也。	c030b055		
6_050_B51	v23#372	鹿	𪊨	Regular		羈雉反。似麞犳脚。	c031a017		
6_050_B52	v23#372	鹿	麂	Regular		同上。	c031a021		
6_050_B61	v23#372	鹿	麇	Regular		居箘反。牝麞。	c030b056		
6_050_B62	v23#372	鹿	麕	Regular		同上。	c030b062		
6_050_B63	v23#372	鹿	麏	Regular		同上。	c030b061		
6_051_A11	v23#372	鹿	麞	Regular		之羊反。麞。	c030b063		
6_051_A12	v23#372	鹿	麔	Regular		渠表反。鹿牝。	c030b054		
6_051_A121	v23#372	鹿	麃	Omitted		Omitted	c030b064		
6_051_A21	v23#372	鹿	麠	Regular		記复反。鹿牛尾一角。	c031a011		反切：上田作「記英反」、又云「原下字不明」。呂云「疑當作"計良反"」。
6_051_A22	v23#372	鹿	麖	Regular		同上。似鹿、爪黒。	c031a012		
6_051_A31	v23#372	鹿	麈	Regular		之庾反。似鹿尾節巾。	c030b065		
6_051_A32	v23#372	鹿	麑	Regular		魚雞反。師子走五百里。	c030b066		
6_051_A41	v23#372	鹿	𪋳	Regular		力丁反。似羊大角。	c030b072		
6_051_A41-Miyazawa	v23#372	鹿	麢	Regular	宮		c030b072		
6_051_A42	v23#372	鹿	麝	Regular		祖亦反。似麞有香。	c030b073		
6_051_A51	v23#372	鹿	𪊧	Regular		居携反。鹿属。	c030b074		
6_051_A52	v23#372	鹿	麙	Regular		牛咸反。熊有力。	c030b071		
6_051_A61	v23#372	鹿	𪋮	Regular		翼庶反。鹿大。	c030b075		
6_051_A62	v23#372	鹿	麗	Regular		郎計反。施也、數也、好。	c030b081		
6_051_B11	v23#372	鹿	𠧥	Regular		同上。	c030b082		
6_051_B12	v23#372	鹿	丽	Regular		同上、古文。	c030b083		
6_051_B21	v23#372	鹿	丽	Regular		同上。	c030b084		
6_051_B22	v23#372	鹿	麌	Regular		魚禹反。牝。	c030b085		
6_051_B31	v23#372	鹿	麜	Regular		力質反。牝。	c030b086		
6_051_B32	v23#372	鹿	䴟	Regular		胡官反。	c030b087		
6_051_B41	v23#372	鹿	𪋇	Regular		至惟反。	c030b091		
6_051_B42	v23#372	鹿	䴤	Regular		所京反。似鹿小。	c030b092		
6_051_B51	v23#372	鹿	麆	Regular		鉏據反。子。	c030b101		
6_051_B52	v23#372	鹿	䴧	Regular		於皮反。鹿䍼。	c030b093		
6_051_B61	v23#372	鹿	塵	Regular		雉珍反。土也、反也。	△		
6_051_B62	v23#372	鹿	䴦	Regular		魚斤反。如貉目八。	c030b094		
6_052_A11	v23#372	鹿	䴠	Regular		於道反。麋子。	c030b095		
6_052_A12	v23#372	鹿	麁	Regular		且胡反。不善也、疏也。	c030b096		
6_052_A21	v23#373	麤	麤	Regular		忩胡反。疏也、粥也、大也。	c031a031		
6_052_A22	v23#373	麤	𪋙	Regular		同上。	c031a032		
6_052_A31	v23#373	麤	𡔚	Regular		同上。	c031a034		
6_052_A31-Shirafuji	v23#373	麤	𡔙	Regular	白		c031a034		
6_052_A32	v23#373	麤	𪋻	Regular		雉珍反。行揚土。	c031a033		
6_052_A41	v23#374	㲋	㲋	Regular		丑略反。似兔、鹿足青色	c031a041		
6_052_A42	v23#374	㲋	𠜌	Regular		同上。	c031a042		
6_052_A421	v23#374	㲋	𤟭	Songben-Yupian		#	c031a043		
6_052_A51	v23#374	㲋	毚	Regular		仕亞反。狡菟。	c031a044		
6_052_A52	v23#374	㲋	⿱免免	Regular		古文。	c031a043		掲出字：宮澤作■。
6_052_A521	v23#374	㲋	𣬎	Songben-Yupian		#	c031a045		
6_052_A61	v23#374	㲋	𣬕	Regular		胥野反。獸。	c031a051		胥：原作𦙃。呂作骨、非。
6_052_A62	v23#374	㲋	𣬐	Regular		生冀反。似貇。	c031a052		生：原作牛。《新撰字鏡》作生。
6_052_B11	v23#375	兔	兔	Regular		吐故反。	c031a061		
6_052_B12	v23#375	兔	菟	Regular		同上。	c031a062		
6_052_B21	v23#375	兔	逸	Regular		餘質反。失也、治逃也、縱也、奔也、置也。	c031a063		
6_052_B22	v23#375	兔	冤	Regular		於原反。屈也、曲也、不理也。	c031a064		
6_052_B31	v23#375	兔	婏	Regular		匹邁反。子。	c031a071		掲出字：原作晩、誤。
6_052_B32	v23#375	兔	䨲	Regular		乃侯反。子。	c031a072		
6_052_B41	v23#375	兔	㕙	Regular		子間反。狡兔。	c031a073		
6_052_B42	v23#375	兔	𠒢	Regular		五丸反。兔子。	c031a075		丸：原作九。
6_052_B51	v23#375	兔	𠓗	Regular		孚句反。疾也。	c031a074		句：原作勾。
6_052_B61	v23#376	厹	厹	Regular		女折反。蹂字。	c031a081		
6_052_B611	v23#376	厹	禸	Songben-Yupian		#	c031a082		
6_052_B62	v23#376	厹	离	Regular		丑支反。獸形也、山神也。	c031a083		
6_053_A11	v23#376	厹	禽	Regular		渠林反。獲也。	c031a091		
6_053_A12	v23#376	厹	萬	Regular		武江反。十千也、虫名也。	c031a092		
6_053_A21	v23#376	厹	㸘	Regular		古文。	c031a093		
6_053_A22	v23#376	厹	禼	Regular		思列反。虫也。	c031a094		
6_053_A31	v23#376	厹	𥝁	Regular		上古文。	c031a095		
6_053_A32	v23#376	厹	𥝋	Regular		扶沸反。	c031a103		
6_053_A41	v23#376	厹	禹	Regular		古禹。	c031a096		
6_053_A42	v23#376	厹	𢁰	Regular		亦古文同上。	c031a102		
6_053_A51	v23#377	兕	兕	Regular		存里反。如牛倉黒。	c031b011		
6_053_A511	v23#377	兕	𧰽	Songben-Yupian		#	c031b012		
6_053_A512	v23#377	兕	𠒅	Songben-Yupian		#	c031b013		
6_053_A61	v23#378	象	象	Regular		似養反。像。	c031b021		
6_053_A62	v23#378	象	𤉢	Regular		上古文。	c031b022		
6_053_B11	v23#378	象	豫	Regular		餘據反。怠也、樂也、備也、敘也、安也、早也。	c031b023		
6_053_B21	v23#379	能	能	Regular		奴登反。任也、善也、如也、属也。	c031b041		
6_053_B22	v23#379	能	㔮	Regular		乃阿反。似鼠斑。	c031b042		
6_053_B31	v23#380	熊	熊	Regular		胡公反。	c031b051		
6_053_B32	v23#380	熊	熋	Regular		上古文。	▽		熋：原作⿰䏍長。
6_053_B33	v23#380	熊	𪏛	Regular		上古文。	c031b052		
6_053_B41	v23#380	熊	羆	Regular		鄙宜反。似熊黃白。	c031b053		
6_053_B42	v23#380	熊	𥀦	Regular		上古文。	c031b054		
6_053_B43	v23#380	熊	𥀍	Regular		上古文。	c031b055		
6_053_B51	v23#381	龍	龍	Regular		閭恭反。馬八尺也、君也、和也、寵也、駹。	c031b061		
6_053_B52	v23#381	龍	靇	Regular		力丁反。靈也、神也、善也、福也。	c031b071		
6_053_B61	v23#381	龍	龗	Regular		同上。山神。	c031b062		
6_053_B62	v23#381	龍	龕	Regular		枯躭反。兩也、盛也、取也。	c031b072		
6_053_B62-Miyazawa	v23#381	龍	𪚕	Regular	宮		c031b072		
6_054_A11	v23#381	龍	䶬	Regular		五舌反。	c031b073		
6_054_A111	v23#381	龍	𪚜	Songben-Yupian		#	c031b074		
6_054_A12	v23#381	龍	龖	Regular		達荅反。飛龍也。	c031b075		
6_054_A21	v23#382	虍	虍	Regular		煥孤反。虎文。	c031b091		
6_054_A22	v23#382	虍	虙	Regular		浮福反。戯也。	c031b092		
6_054_A31	v23#382	虍	虞	Regular		牛倶反。度也、專也、誤也、備也、安也、有也、望也、助也、樂也。	c031b093		
6_054_A32	v23#382	虍	虔	Regular		奇連反。同也、敬也、諶也、欺也。	c031b101		同：呂作固。《大乘理趣六波羅蜜經釋文》所引《玉篇》云「《尚書》孔安國曰：虔同也」。宋本《玉篇》云「固也」。
6_054_A41	v23#382	虍	虘	Regular		才都反。不信也。	c032a021		
6_054_A42	v23#382	虍	虖	Regular		呼倶反。哮嘘也。	c032a017		
6_054_A51	v23#382	虍	虨	Regular		補間反。文也。	c032a022		掲出字：原作𧇃。
6_054_A51-Shirafuji	v23#382	虍	𧇃	Regular	白		c032a022		
6_054_A52	v23#382	虍	虐	Regular		魚謔反。灾也、荷也、殘也、酷也、惡也。	c031b102		
6_054_A61	v23#382	虍	𧆱	Regular		古虐字。	c032a012		掲出字：原作■。虐：原作唐。
6_054_A61-Shirafuji	v23#382	虍	𥏬	Regular	白		c032a012		
6_054_A62	v23#382	虍	𧇽	Regular		渠呂反。鹿頭龍身神獸也。	c032a013		
6_054_B11	v23#382	虍	虡	Regular		同上。	c032a014		
6_054_B11-Miyazawa	v23#382	虍	𧆾	Regular	宮		c032a014		
6_054_B12	v23#382	虍	𧇆	Regular		同上古文。	c032a015		
6_054_B13	v23#382	虍	𧆥	Regular		胡甲反。狎字。習也、㑥也、近也、更也。	c031a016		
6_054_B21	v23#383	虎	虎	Regular		呼杜反。山獸君。	c032a031		
6_054_B22	v23#383	虎	虝	Regular		上古文。	c032a032		
6_054_B31	v23#383	虎	甝	Regular		胡甘反。白虎。	c032a034		
6_054_B32	v23#383	虎	虪	Regular		始陸反。黒虎。	c032a041		
6_054_B41	v23#383	虎	𧆽	Regular		亡狄反。白虎。	c032a042		狄：原作⿰利丶。上田作狄、呂作朴。
6_054_B42	v23#383	虎	𧈜	Regular		徒登反。黒虎。	c032a043		虎：原作唬。《新撰字鏡》作虎。
6_054_B51	v23#383	虎	䖔	Regular		空蹔反。怒也。	c032a044		
6_054_B52	v23#383	虎	傂	Regular		思移反。	c032a033		
6_054_B52-Miyazawa	v23#383	虎	虒	Regular	宮		c032a033		
6_054_B61	v23#383	虎	虒	Regular		上字。	c032a033		掲出字：宮澤作■。
6_054_B62	v23#383	虎	虥	Regular		仕諫反。虎竊毛。	c032a045		
6_055_A11	v23#383	虎	彪	Regular		補虬反。文。	c032a051		
6_055_A12	v23#383	虎	䖊	Regular		魚廃反。虎皃也。	c032a052		廃：原作麁。《新撰字鏡》作廢。虎：原作丶。
6_055_A21	v23#383	虎	𧆫	Regular		牛乞反。虎皃。	c032a053		虎：原作丶。
6_055_A22	v23#383	虎	䖐	Regular		牛斤反。虎聲。	c032a054		虎：原作丶。
6_055_A31	v23#383	虎	虓	Regular		呼交反。師子。	c032a055		
6_055_A32	v23#383	虎	𧈑	Regular		公翮反。虎聲。	c032a056		虎：原作丶。
6_055_A41	v23#383	虎	虩	Regular		許逆反。恐皃。	c032a057		
6_055_A42	v23#383	虎	虢	Regular		釣百反。	▽		
6_055_A51	v23#383	虎	𧈋	Regular		度胡反。	c032a061		
6_055_A51-Miyazawa	v23#383	虎	䖘	Regular	宮		c032a061		
6_055_A52	v23#383	虎	虣	Regular		蒲到反。疾也、秏也、侵害也。	c032a063		
6_055_A61	v23#384	虤	虤	Regular		五間反。虎怒也。	c032a091		虎：原作丶。
6_055_A62	v23#384	虤	䖜	Regular		牛巾反。兩虎羊音。	c032a092		
6_055_B11	v23#384	虤	贙	Regular		胡犬反。有力也。	c032a093		
6_055_B21	v23#385	豸	豸	Regular		直紙反。无足也。	c032a101		
6_055_B22	v23#385	豸	豹	Regular		補教反。	c032a102		
6_055_B31	v23#385	豸	貙	Regular		勅珠反。惷也。	c032a103		
6_055_B32	v23#385	豸	貚	Regular		大安反。同上。	c032b012		
6_055_B41	v23#385	豸	貔	Regular		裨尸反。	c032a104		反切：原作「祼尺反」、《新撰字鏡》作「裨尸反」。呂云「疑當作禆尺反」、非。
6_055_B42	v23#385	豸	豼	Regular		同上。	c032b011		
6_055_B51	v23#385	豸	豺	Regular		仕皆反。狼也。	c032b013		
6_055_B52	v23#385	豸	貜	Regular		九縛反。	c032b014		
6_055_B61	v23#385	豸	貐	Regular		翼乳反。如牛赤耳人面馬足。	c032b016		
6_055_B62	v23#385	豸	貘	Regular		莫額反。似熊食䥫。	c032b017		
6_056_A11	v23#385	豸	𧴄	Regular		与恭反。似熊。	c032b021		
6_056_A12	v23#385	豸	貀	Regular		女滑反。似虎无前足。	c032b056		滑：原作傦。《新撰字鏡》作滑。
6_056_A21	v23#385	豸	豽	Regular		犳字。	c032b061		掲出字：白藤・呂作豹。宮澤・《新撰字鏡》作豽。據宮澤。
6_056_A21-Shirafuji	v23#385	豸	豹	Regular	白		c032a102		
6_056_A22	v23#385	豸	𧲩	Regular		何各反。似狐睡。	c032b022		掲出字：宋本《玉篇》作貈。
6_056_A22-Miyazawa	v23#385	豸	貈	Regular	宮		c032b022		掲出字：原作𧲩。
6_056_A31	v23#385	豸	𧴏	Regular		同上。	c032b023		
6_056_A32	v23#385	豸	貉	Regular		同上。	△(c032b036)		
6_056_A41	v23#385	豸	𧴘	Regular		同上。	c032b024		
6_056_A42	v23#385	豸	貆	Regular		胡端反。同上。	c032b025		
6_056_A51	v23#385	豸	貁	Regular		与救反。似貍搏鼠。	c032b026		
6_056_A52	v23#385	豸	貍	Regular		力之反。似虎小。	c032b027		
6_056_A61	v23#385	豸	貛	Regular		呼桓反。野豚。	c032b031		豚：原作勝。《新撰字鏡》作豚。
6_056_A62	v23#385	豸	貒	Regular		恥桓反。𧳞豚。	c032b032		
6_056_B11	v23#385	豸	貗	Regular		渠縷反。貛。	c032b033		
6_056_B12	v23#385	豸	豻	Regular		牛諫反。胡犬也。	c032b034		
