# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# KRM: Kanchi’inbon Ruiju Myogisho database
#
# Ruiju myogishō 類聚名義抄, Kanchi’in copy 観智院本, reorganized edition 改編本. 
# anonymous Buddhist monk, the latter half of the 12th century.
#
# Version: 1.1.302
# Date: 11 March 2022
# Last update : 2 June 2024
#
# Copyright (c) 2022-2024 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Research group of Linguistics, Hokkaido University Faculty of Humanities and Human Siences
# North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com
#
# Data License Information and Access Rights
# License: 
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability): 
# Open access
#
# KRM Format information:
#   KRID_n            Item serial number
#   KRID_sn           Entry serial number
#   KR2ID             Kazama edition item ID number, K, Book(ww), page(xxx),line(y) and column(zz), in the case of plural items appeared in column, entry rankings are also recorded as 1,2,…,n.
#   KRID              Kazama edition entry ID number, K, Book(ww), page(xxx),line(y) and column(zz), in occasion of the headword with single character form, entry ranking is recorded as 0. While, in occasion of the headword with plural character form, entry rankings are recorded as 1,2,…,n. Moreover, in the case of plural items appeared in column, entry rankings are also recorded as 1,2,…,n.
#   KR_Tenri_p        Tenri editon item ID number, T, volume(a/b/c), page(xxx),line(y) and column(zz)
#   KR_vol_name       Volume name, from 仏上 to 僧下
#   KR_radical        Radical name, from 人 to 雑
#   KR_vol_radical    Volune and radical number, from v1#1(第1帖第1) to v10#120(第10帖第120)
#   Entry             Headword
#   Entry_original    Original character form
#   Def               Definition of pronunciation, meaning and variant(s)
#   Remarks           Editor's notes
#
#   Abbreviations:
#   正宗索引: 正宗敦夫編『類聚名義抄 仮名索引』日本古典全集刊行会，1939-1940
#   望月和訓集成: 望月郁子編『類聚名義抄：四種声点付和訓集成』(笠間索引叢刊44)笠間書院，1974
#   草川和訓集成: 草川昇編『五本対照類聚名義抄和訓集成』汲古書院，2000
#   西端誤写考察: 西端幸雄「類聚名義抄における誤写の考察」『訓点語と訓点資料』45，1971
#   西端誤写諸例: 西端幸雄「類聚名義抄における誤写の諸例」『訓点語と訓点資料』52，1973
#
# Acknowledgments:
# We are grateful to Tenri Central Library and Yagi Shoten for permission to publish the decipherment text of KRM.
#
# This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526, 23K17500.
#
KRID_n	KRID_sn	KR2ID	KRID	KR_Tenri_p	KR_vol_name	KR_radical	KR_vol_radical	Entry	Entry_original	Def	Remarks
F31858	S41382	K1009783	K10097831	Tc395831	僧下	雑	v10#120	〓／〓	〇／〇	俗縈字	
F31859	S41384	K1009784	K10097840	Tc395840	僧下	雑	v10#120	⿰由卑	〇	俗㯅字　布迷反	
F31860	S41385	K1009811	K10098110	Tc396110	僧下	雑	v10#120	𦦿	⿰嬰児	俗嬰字	
F31861	S41386	K1009812	K10098120	Tc396120	僧下	雑	v10#120	⿱⿰生刀合	〇	俗契字	
F31862	S41387	K1009813	K10098130	Tc396130	僧下	雑	v10#120	⿰卓包	〇	俗㿺字	
F31863	S41388	K1009814	K10098141	Tc396141	僧下	雑	v10#120	⿳六冖元／𧜟	〇／〇	俗通裔字	
F31864	S41390	K1009821	K10098210	Tc396210	僧下	雑	v10#120	⿳去共水	〇	俗慘字	
F31865	S41391	K1009822	K10098220	Tc396220	僧下	雑	v10#120	⿰僉易	〇	俗𩗺字	
F31866	S41392	K1009823	K10098230	Tc396230	僧下	雑	v10#120	⿰正丁	〇	俗伯字	
F31867	S41393	K1009824	K10098240	Tc396240	僧下	雑	v10#120	𩇴	〇	俗紛字	
F31868	S41394	K1009831	K10098310	Tc396310	僧下	雑	v10#120	𣱩	〇	俗消字	
F31869	S41395	K1009832	K10098320	Tc396320	僧下	雑	v10#120	𠢷	〇	俗閫字	
F31870	S41396	K1009833	K10098330	Tc396330	僧下	雑	v10#120	⿱与本	〇	俗舉字	
F31871	S41397	K1009834	K10098340	Tc396340	僧下	雑	v10#120	〓	〇	俗觸字	
F31872	S41398	K1009841	K10098410	Tc396410	僧下	雑	v10#120	⿰星參	〇	俗星字	
F31873	S41399	K1009842	K10098420	Tc396420	僧下	雑	v10#120	𤯢	〇	古星字	
F31874	S41400	K1009843	K10098430	Tc396430	僧下	雑	v10#120	⿰正𠃌	〇	俗丏字	
F31875	S41401	K1009844	K10098441	Tc396441	僧下	雑	v10#120	⿰垔夬／𡙇	〇／〇	俗正　苦决反　カク　和化チ(@L)	
F31876	S41403	K1009852	K10098520	Tc396520	僧下	雑	v10#120	〓	〇	俗■字	
F31877	S41404	K1009853	K10098530	Tc396530	僧下	雑	v10#120	〓	〇	俗風字	
F31878	S41405	K1009854	K10098540	Tc396540	僧下	雑	v10#120	𣦫	〇	音印　又居衛反　又音穢	
F31879	S41406	K1009862	K10098620	Tc396620	僧下	雑	v10#120	⿱𠦑正	〇	俗愀字	
F31880	S41407	K1009863	K10098630	Tc396630	僧下	雑	v10#120	⿰㬎甚	〇	俗湛字	
F31881	S41408	K1009864	K10098640	Tc396640	僧下	雑	v10#120	⿱⿰人日兒	〇	俗兜字	
F31882	S41409	K1009871	K10098710	Tc396710	僧下	雑	v10#120	⿺堯戊	〇	呂要反	
F31883	S41410	K1009872	K10098720	Tc396720	僧下	雑	v10#120	𠫔	〇	古弘反	
F31884	S41411	K1009873	K10098730	Tc396730	僧下	雑	v10#120	〓	〇	居業反　又音接	
F31885	S41412	K1009874	K10098740	Tc396740	僧下	雑	v10#120	巶	〇	古侶(佋)字　成招反	「古侶字」の「侶」は「佋」の誤写。
F31886	S41413	K1009881	K10098811	Tc396811	僧下	雑	v10#120	⿰僉俞／⿺堯貴／⿱而升／⿰爵付／⿱𡖋⿰歹攵／⿱其⿰其其／⿰其付／⿰其㐌／⿰桒成／⿰眉兒／〓	〇／〇／〇／■／〇／〇／〇／〇／〇／〇／〇	未詳	
F31887	S41424	K1009911	K10099110	Tc397110	僧下	雑	v10#120	癸	〇	ハツ　ヲフ　ハカル	
F31888	S41425	K1009921	K10099210	Tc397210	僧下	雑	v10#120	尚	〇	音上(R)　又上声　又平音常　タフトシ(HHH@、シ-フ(L"))　ナヲシ　ヒサシ(LL@)　ウク　マス　カサル(HH"L)　コヒネカフ(LHL@@)　ツカサトル(HH@@@)　ネカフ(LH"@)　クハフ　タトヒ　コトシ　カフ　ナヲ(LH)　ウヘニス(HL@@)　ウハオソヒ(HHH@@)　マサシ(HH@)　ムカシ　和者ウ(@H-N)	
F31889	S41426	K1009932	K10099321	Tc397321	僧下	雑	v10#120	靜／静	〇／〇	正俗　音靖(H)　シツカナリ(LH"L@@、ナ-ニ)　ヤスム　アキラカ　アチキナ　オモフ　ヤハラカナリ　和謝ウ(@L)	
F31890	S41428	K1009941	K10099411	Tc397411	僧下	雑	v10#120	ー（靜）／言	〇／〇	ハカリコト(LLLL@)	書・堯典「靜言庸違」伝「靜、謀」、内野本「靜言ハカリコト」。
F31891	S41430	K1009942	K10099420	Tc397420	僧下	雑	v10#120	䨼	〇	音鑊　青丘山多青ー	
F31892	S41431	K1009943	K10099430	Tc397430	僧下	雑	v10#120	彠	〇	二正　音獲　ハカル　カサル　矩法也　度也　又行鑊古鑊二反	
F31893	S41432	K1009952	K10099520	Tc397520	僧下	雑	v10#120	靚	〇	オモフ　シツカナリ	
F31894	S41433	K1009953	K10099530	Tc397530	僧下	雑	v10#120	⿱㘴反	〇	オカム	
F31895	S41434	K1009954	K10099540	Tc397540	僧下	雑	v10#120	輝	⿺光軍	ヒカル	
F31896	S41435	K1009961	K10099610	Tc397610	僧下	雑	v10#120	韑	〇	カヽヤク	
F31897	S41436	K1009962	K10099620	Tc397620	僧下	雑	v10#120	⿺光真	〇	ヒカル	
F31898	S41437	K1009963	K10099630	Tc397630	僧下	雑	v10#120	𦒉	⿺光習	サカユ	
F31899	S41438	K1009964	K10099640	Tc397640	僧下	雑	v10#120	⿺光婁	〇	サカユ　カヽヤク	
F31900	S41439	K1009971	K10099710	Tc397710	僧下	雑	v10#120	西	〇	カヽル	
F31901	S41440	K1009972	K10099720	Tc397720	僧下	雑	v10#120	東	〇	徳紅反　日出方也　姓也　ヒムカシ(HHH"L)　木部	
F31902	S41441	K1009974	K10099741	Tc397741	僧下	雑	v10#120	東／西	〇／〇	ヤマトカウチ(LLHHHH)	
F31903	S41443	K1009981	K10099810	Tc397810	僧下	雑	v10#120	玅	〇	古妙字	
F31904	S41444	K1010011	K10100110	Tc398110	僧下	雑	v10#120	⿰霍谷	〇	ホカラカナリ	
F31905	S41445	K1010012	K10100120	Tc398120	僧下	雑	v10#120	豁	zihai-143713	タニ　ヒラケタリ	
F31906	S41446	K1010013	K10100130	Tc398130	僧下	雑	v10#120	豁	zihai-143713	呼活反　ヒラク　ホカラカニス　開大　又空皃	東寺観智院蔵釈教論上巻聞書に逸文あり。築島逸文35頁。用例所見。
F31907	S41447	K1010021	K10100210	Tc398210	僧下	雑	v10#120	𡐍	〇	呼各反　タニ(LL)	
F31908	S41448	K1010022	K10100220	Tc398220	僧下	雑	v10#120	谿	〇	苦奚反　タニカハ(LL@@)　又溪　和ケイ(LH)	
F31909	S41449	K1010023	K10100230	Tc398230	僧下	雑	v10#120	豃	〇	ヒラク	
F31910	S41450	K1010024	K10100240	Tc398240	僧下	雑	v10#120	奣	juki-afce	烏猛反　明	
F31911	S41451	K1010031	K10100310	Tc398310	僧下	雑	v10#120	毉	〇	於其反	
F31912	S41452	K1010032	K10100320	Tc398320	僧下	雑	v10#120	⿰冥猪	〇	音冥　鼢鼠	
F31913	S41453	K1010033	K10100330	Tc398330	僧下	雑	v10#120	𠷓	■	音𧙃(H)　未訓内典	
F31914	S41454	K1010034	K10100340	Tc398340	僧下	雑	v10#120	⿰音旨	〇	干冂反　言声音和ー	
F31915	S41455	K1010041	K10100410	Tc398410	僧下	雑	v10#120	贛	〇	都絳反　愚無所知也　鈍也　オロカナリ	
F31916	S41456	K1010043	K10100431	Tc398431	僧下	雑	v10#120	丒／丑	〇／〇	俗正　音紐(H)	
F31917	S41458	K1010044	K10100440	Tc398440	僧下	雑	v10#120	亝	〇	在鷄反　トヽノフ	
F31918	S41459	K1010051	K10100510	Tc398510	僧下	雑	v10#120	⿱𠫯二	〇	古齊字	
F31919	S41460	K1010052	K10100520	Tc398520	僧下	雑	v10#120	⿱𠫯水	〇	食含反　即三也　又音森　星名　又去　正⿱品尒　マイル　カムカフ(LL@@)　マシハル(LL"@@)　ワカレニタリ(LL@@@@)　	
F31920	S41461	K1010061	K10100610	Tc398610	僧下	雑	v10#120	参	koseki-035860	タカフ　ソムク　チカシ　イタル　マシフ　マイシ	
F31921	S41462	K1010063	K10100631	Tc398631	僧下	雑	v10#120	參／叄	〇／〇	古俗	
F31922	S41464	K1010064	K10100641	Tc398641	僧下	雑	v10#120	ー（參）／差	〇／〇	カタチカフ(チ-タ)	
F31923	S41466	K1010071	K10100710	Tc398710	僧下	雑	v10#120	叁	〇	カタキナシ(LL@@@)	
F31924	S41467	K1010072	K10100720	Tc398720	僧下	雑	v10#120	𠫰	〇	モハラ	
F31925	S41468	K1010073	K10100730	Tc398730	僧下	雑	v10#120	疑	〇	語其(L)反　ウタカヒ(HHH"H、ヒ-フ)　ニタリ(HLH)　シツカニ(LH"@@)　*タヽク　和キ(R")　ネヤ	
F31926	S41469	K1010081	K10100811	Tc398811	僧下	雑	v10#120	疑β／疑γ	〇／〇	通正	
F31927	S41471	K1010082	K10100820	Tc398820	僧下	雑	v10#120	疆	〇	音強　サカヒ(LLL)　アタル　カキリ(LL"L)　和カウ(@L)	
F31928	S41472	K1010084	K10100840	Tc398840	僧下	雑	v10#120	野	〇	音也　ノ(L)　イヤシ(LHH)　和平	
F31929	S41473	K1010111	K10101111	Tc399111	僧下	雑	v10#120	曠／ー（野）	〇／〇	アラノラ(HHLL)	
F31930	S41475	K1010112	K10101120	Tc399120	僧下	雑	v10#120	畿	〇	音祈(L)　カキル(LL"H)　或圻　チカシ(LL@)	
F31931	S41476	K1010113	K10101131	Tc399131	僧下	雑	v10#120	㡬／幾	〇／〇	通正　音祈　ホトヽヽ(LL@L")　チカシ(LL@)　シメス　コレ　イツレ　マツ　ネカフ　ノソム(HH"L)　アヤフシ　ノソム　ヤウヤク　*スミ　又音機　又音蟣　イクハク	
F31932	S41478	K1010123	K10101231	Tc399231	僧下	雑	v10#120	庶／幾	〇／㡬	コヒネカフ(LH@@@)	
F31933	S41480	K1010124	K10101241	Tc399241	僧下	雑	v10#120	ー（幾）／何	〇／〇	イクハク(LH@@)　イクソハク	
F31934	S41482	K1010131	K10101311	Tc399311	僧下	雑	v10#120	ー（幾）／㪽	〇／〇	同	
F31935	S41484	K1010132	K10101321	Tc399321	僧下	雑	v10#120	ー（幾）／許	〇／〇	同	
F31936	S41486	K1010133	K10101331	Tc399331	僧下	雑	v10#120	ー（幾）／多	〇／〇	同　イクハクハカリ(LHH"HL"HL)	
F31937	S41488	K1010134	K10101340	Tc399340	僧下	雑	v10#120	就	koseki-086300	徐霤(L)反　ナル(LH)　ツイテ(LHH)　タトヒ(LLL)　ムカフ　スナハチ　ヲハル(HHL)　ツヒニ(LLH)　タカフ　ヒト　善也　高也　反也	
F31938	S41489	K1010143	K10101430	Tc399430	僧下	雑	v10#120	韶	〇	音昭(L)　舜樂名　ウルハシ(LL@@)　*ヒカル	
F31939	S41490	K1010144	K10101440	Tc399440	僧下	雑	v10#120	韻	〇	音筠之去音　聲音和也	
F31940	S41491	K1010151	K10101510	Tc399510	僧下	雑	v10#120	韵	〇	俗	
F31941	S41492	K1010152	K10101520	Tc399520	僧下	雑	v10#120	⿰灰尞	〇	力照反　ー火炎	
F31942	S41493	K1010153	K10101530	Tc399530	僧下	雑	v10#120	⿰灰巢	〇	又	要検討。
F31943	S41494	K1010154	K10101540	Tc399540	僧下	雑	v10#120	爒	〇	力照反　炙	
F31944	S41495	K1010161	K10101610	Tc399610	僧下	雑	v10#120	𤑗	〇	又	
F31945	S41496	K1010162	K10101620	Tc399620	僧下	雑	v10#120	邸	■	丁礼反　舍	
F31946	S41497	K1010163	K10101630	Tc399630	僧下	雑	v10#120	頀	〇	（無）	
F31947	S41498	K1010164	K10101640	Tc399640	僧下	雑	v10#120	⿰希𠂢	〇	「爪部」　此字習誤已久宜作分布二字	
F31948	S41499	K1010172	K10101720	Tc399720	僧下	雑	v10#120	𩇕	〇	「可在彡部」　又靖竫妌静四形　自井反　息也	
F31949	S41500	K1010174	K10101740	Tc399740	僧下	雑	v10#120	𡣢	〇	奴罪反　音捼(L)　未訓内典　俗湩字歟	
F31950	S41501	K1010182	K10101820	Tc399820	僧下	雑	v10#120	蕤	〇	汝誰反　拭也	
F31951	S41502	K1010183	K10101830	Tc399830	僧下	雑	v10#120	〓	〇	刀部	
F31952	S41503	K1010184	K10101840	Tc399840	僧下	雑	v10#120	凷	〇	土部	
F31953	S41504	K1010211	K10102110	Tc400110	僧下	雑	v10#120	⿱殸里	〇	俗剓字歟	
F31954	S41505	K1010212	K10102120	Tc400120	僧下	雑	v10#120	𨐯	〇	宜作劈	
F31955	S41506	K1010213	K10102130	Tc400130	僧下	雑	v10#120	司	〇	胥釐反　ツカサ(HHH)　ツカサトル(HHHH"@)	
F31956	S41507	K1010214	K10102141	Tc400141	僧下	雑	v10#120	⿰⿳一口𠕁司／嗣	〇／〇	俗正　似資反　ツキ(HL")　ツク(HL")　*ナラフ	
F31957	S41509	K1010222	K10102221	Tc400221	僧下	雑	v10#120	𢁟／弔／吊	〇／〇／〇	俗正古　音釣(R)「テウ」　問死　トフラフ(HH"HL)　トフ(HL)　又音的　イタル(HHL)　入声	
F31958	S41512	K1010231	K10102310	Tc400310	僧下	雑	v10#120	舒	〇	尸諸反　ノフ(LH")　シツカニシテ(LH"L@@)　オモムルナラムヿヲ(LLLL@@@@@)　タユム(LLH)　和シオ(@L)	
F31959	S41513	K1010233	K10102330	Tc400330	僧下	雑	v10#120	⿰舍又	〇	又部　ノフ(LH)	参照注記。
F31960	S41514	K1010234	K10102340	Tc400340	僧下	雑	v10#120	𠧄	〇	音亶(H)　未訓内典	
F31961	S41515	K1010241	K10102410	Tc400410	僧下	雑	v10#120	⿰舎𤰞	〇	普迷反	
F31962	S41516	K1010242	K10102420	Tc400420	僧下	雑	v10#120	与	〇	通与字　音預(H)　アタフ(HHL)　トモニス(HHH@)　ト　コレト(HH@)　トモナフ(HH@@)　クミス(@L@)　アツル(HL"@)	
F31963	S41517	K1010244	K10102441	Tc400441	僧下	雑	v10#120	⿰工𠔃／巧	zihai-021640／〇	通正　口卯(H")反　タクミニス(LLL@@)　又苦教反　イツハル　ミサヲ　タクミ(LLL)　和下ウ(@L)	
F31964	S41519	K1010253	K10102530	Tc400530	僧下	雑	v10#120	⿱龍且	〇	俗駔字	
F31965	S41520	K1010254	K10102541	Tc400541	僧下	雑	v10#120	𠮮／后	〇／〇	俗正　音後　キミ(@L)　ノチ(LL)　天子之妃	
F31966	S41522	K1010262	K10102621	Tc400621	僧下	雑	v10#120	⿱天小／沗	zihai-070621／〇	通正	
F31967	S41524	K1010263	K10102630	Tc400630	僧下	雑	v10#120	忝	〇	他念反　カタシケナク(HH@@@@)　ハツカシム(LL"L@@)	
F31968	S41525	K1010271	K10102710	Tc400710	僧下	雑	v10#120	師	〇	訓イクサ(LLL)　ツカウマツル　キミ　ノリ　シタカフ　モロヽヽ(HH@@)　イクサタチス(LLHL"LH)　和シ(R)	
F31969	S41526	K1010273	K10102730	Tc400730	僧下	雑	v10#120	帥	〇	同上	
F31970	S41527	K1010274	K10102741	Tc400741	僧下	雑	v10#120	土／師	〇／〇	ハシ	
F31971	S41529	K1010281	K10102810	Tc400810	僧下	雑	v10#120	帥	⿰𠂤市	通帥字　又云正　音スイ　イクサキミ(LLLH"L)　イクサ(LLL)　イクサタチ(LL@@@)　ニハカニ　ヒキヰル(HLHL)　アツマル　和卆	
F31972	S41530	K1010284	K10102840	Tc400840	僧下	雑	v10#120	用	〇	補崩反	
F31973	S41531	K1010311	K10103110	Tc401110	僧下	雑	v10#120	介β	〇	通介字	
F31974	S41532	K1010312	K10103120	Tc401120	僧下	雑	v10#120	虱	〇	俗蝨字	
F31975	S41533	K1010313	K10103131	Tc401131	僧下	雑	v10#120	艶／𧰟／豔	〇／〇／〇	上通二正　音熖　ヤサシ(HHH)　ウルハシ(LLLL)　ナマメイタリ　ナヨヽカナリ	
F31976	S41536	K1010322	K10103221	Tc401221	僧下	雑	v10#120	肅β／肅	〇／〇	俗正　音宿　イツクシ(LL@@)　シヽム(LL"H)　スヽム(HH@)　ツトム　ウヤマウ　ウルハシ　ツヽシム(LLHL)　トヽノホル(LHL@@)　シツカニ(LH"@@)　和シク　主ク　ソク	
F31977	S41538	K1010332	K10103321	Tc401321	僧下	雑	v10#120	黏／⿱秥氽	〇／〇	又沾　女廉反　ネ亠　ノリ　ネヤカル(LL@@)	
F31978	S41540	K1010334	K10103341	Tc401341	僧下	雑	v10#120	黏／徽	〇／〇	モチナハ(HH@@)	
F31979	S41542	K1010341	K10103410	Tc401410	僧下	雑	v10#120	𪏻	〇	又䊀　戸孤反	
F31980	S41543	K1010342	K10103420	Tc401420	僧下	雑	v10#120	黐	〇	音魑　モチ(HH)	
F31981	S41544	K1010343	K10103430	Tc401430	僧下	雑	v10#120	亏	〇	羽倶反　ノタウハク(HLLH"L)　コヽニ(LHH)　ユク(HL)　オケル(HLH)　于字	
F31982	S41545	K1010351	K10103510	Tc401510	僧下	雑	v10#120	𦓔	〇	音鬚(L)　マス(HL)　ハヽカル(HH"@@)　ウルハシ(LL@@)　ウタカヒ(HHH"H)　ウラナフ	
F31983	S41546	K1010353	K10103530	Tc401530	僧下	雑	v10#120	𠚪	zihai-011904	從字　シタカフ(HHH"L)	
F31984	S41547	K1010354	K10103540	Tc401540	僧下	雑	v10#120	𨤸	〇	サイハヒ　コトハル(LLH@)	
F31985	S41548	K1010361	K10103611	Tc401611	僧下	雑	v10#120	𨤲／釐／⿱⿰未攴厘／⿱⿻十从厘	■／〇／〇／〇	通今正古　理也　活也	
F31986	S41552	K1010363	K10103630	Tc401630	僧下	雑	v10#120	犛	⿱⿰赤攴⿸厂牛	音茅　西南夷長髦牛　和メウ(L@)	
F31987	S41553	K1010371	K10103710	Tc401710	僧下	雑	v10#120	⿱牧⿸厂牛	〇	同	
F31988	S41554	K1010372	K10103720	Tc401720	僧下	雑	v10#120	𣺶	〇	アハ(LL)	
F31989	S41555	K1010373	K10103730	Tc401730	僧下	雑	v10#120	⿱⿰来攵里	〇	作𣮖　十毫　音離(L)	
F31990	S41556	K1010374	K10103740	Tc401740	僧下	雑	v10#120	𨤸	⿱⿰来攵厘	トヽノフ　ツトム　ニコケ　ヲサム(LL@)	
F31991	S41557	K1010381	K10103811	Tc401811	僧下	雑	v10#120	𣯷／氂	⿱⿰束攴⿸厂毛／〇	同　又音毛　ニコケ(HH@)　犛牛尾　又音茅	
F31992	S41559	K1010383	K10103830	Tc401830	僧下	雑	v10#120	憂	〇	於牛反　ウレハシキ(LLL@@)　ユク	
F31993	S41560	K1010384	K10103841	Tc401841	僧下	雑	v10#120	㴝／黎	〇／〇	音𧅏(L)「レイ」　俗正　多也　食也　コロホヒ(HH@@)　アラシ　ヒトシ(LLL)齊　モロヽヽ(HH@@)　クロシ(L@@)　ヒトシカラス(LLHLHL")　不齊	
F31994	S41562	K1010413	K10104131	Tc402131	僧下	雑	v10#120	胡／黎	〇／〇	一名胡離　キヱムハ(HHLL)　虫豸類	
F31995	S41564	K1010421	K10104210	Tc402210	僧下	雑	v10#120	舄	〇	又潟　齒亦私亦二反　又𩍆　音昔　クツ(LL)	
F31996	S41565	K1010423	K10104230	Tc402230	僧下	雑	v10#120	朚	⿱亡朋	莫光反	
F31997	S41566	K1010424	K10104240	Tc402240	僧下	雑	v10#120	⿰貝其	〇	九嚴反	
F31998	S41567	K1010431	K10104310	Tc402310	僧下	雑	v10#120	甝	〇	乎甘反	
F31999	S41568	K1010432	K10104320	Tc402320	僧下	雑	v10#120	尺	〇	亦赤　者ク　十寸　サタム(LL"H)	
F32000	S41569	K1010433	K10104330	Tc402330	僧下	雑	v10#120	丣	〇	弋久反	
F32001	S41570	K1010434	K10104340	Tc402340	僧下	雑	v10#120	戼	〇	莫巧反	
F32002	S41571	K1010441	K10104410	Tc402410	僧下	雑	v10#120	⿰来占	〇	音塩　未訓内典	
F32003	S41572	K1010442	K10104420	Tc402420	僧下	雑	v10#120	〓	〇	音起　未訓内典	
F32004	S41573	K1010443	K10104430	Tc402430	僧下	雑	v10#120	𡙎	〇	乎肯(H)反　俗淼字	
F32005	S41574	K1010451	K10104510	Tc402510	僧下	雑	v10#120	𤴟	〇	音帝	
F32006	S41575	K1010452	K10104520	Tc402520	僧下	雑	v10#120	⿱无足	〇	音續	
F32007	S41576	K1010453	K10104530	Tc402530	僧下	雑	v10#120	焉	〇	矣連反　助声　於連反　イツクソ(LH"@@)	
F32008	S41577	K1010461	K10104610	Tc402610	僧下	雑	v10#120	⿰僉令	〇	音零	
F32009	S41578	K1010462	K10104620	Tc402620	僧下	雑	v10#120	𠏧	〇	俗鎗字歟　音零　又食針反	
F32010	S41579	K1010463	K10104630	Tc402630	僧下	雑	v10#120	粹	〇	俗𡨧字歟	
F32011	S41580	K1010464	K10104640	Tc402640	僧下	雑	v10#120	⿰奚包	〇	呼奚反　黄病	
F32012	S41581	K1010471	K10104710	Tc402710	僧下	雑	v10#120	咫	〇	音紙(H)　八寸也　ー尺近也	
F32013	S41582	K1010472	K10104720	Tc402720	僧下	雑	v10#120	豢	〇	音幻	
F32014	S41583	K1010473	K10104731	Tc402731	僧下	雑	v10#120	⿱𠡠止／整／𢿫	〇／〇／〇	通今正　之郢反　トヽノフ(LLHL)　理也　禾也　正	
F32015	S41586	K1010481	K10104811	Tc402811	僧下	雑	v10#120	𠢦／𢿋	〇／〇	正	
F32016	S41588	K1010482	K10104820	Tc402820	僧下	雑	v10#120	𢿫β	〇	之郢[反]　トヲシ　ツクロフ(LLHL)	
F32017	S41589	K1010483	K10104830	Tc402830	僧下	雑	v10#120	𠢫	〇	又トヽノフ　ヨリホヒ	
F32018	S41590	K1010484	K10104840	Tc402840	僧下	雑	v10#120	⿱勅止	〇	俗	
F32019	S41591	K1010511	K10105110	Tc403110	僧下	雑	v10#120	⿱⿰牙攵正	〇	俗　トヽノフ　カイツクロフ	
F32020	S41592	K1010512	K10105121	Tc403121	僧下	雑	v10#120	⿰虛兮／𧇾／虧	⿰虛兮β／𧇾β／〇	俗或正　去為反　毀也　缺也　乖也　小也　壊也　損也	
F32021	S41595	K1010521	K10105210	Tc403210	僧下	雑	v10#120	⿰虍⿸隹于	〇	同	
F32022	S41596	K1010522	K10105220	Tc403220	僧下	雑	v10#120	𪉜	〇	竹咸反　鹹也　又古陥反	
F32023	S41597	K1010523	K10105230	Tc403230	僧下	雑	v10#120	虩	〇	許隙切　恐懼也　又蠅虎蟲	
F32024	S41598	K1010524	K10105240	Tc403240	僧下	雑	v10#120	暢	〇	音悵　明也　達也　長也　充也　通也　ノフ(LH")　カヨフ(HH@)　カヨヒアリク	
F32025	S41599	K1010532	K10105320	Tc403320	僧下	雑	v10#120	𡲪	〇	尾孕切　出《釋典》	
F32026	S41600	K1010533	K10105330	Tc403330	僧下	雑	v10#120	⿺尾呈	〇	「与下可見合」	
F32027	S41601	K1010534	K10105340	Tc403340	僧下	雑	v10#120	𡲭	⿺尾曳	微曳切　出《尺典》	
F32028	S41602	K1010541	K10105410	Tc403410	僧下	雑	v10#120	⿰寧夜	〇	（無）	
F32029	S41603	K1010542	K10105420	Tc403420	僧下	雑	v10#120	𭘬	〇	《大日經疏》云丁也反	
F32030	S41604	K1010543	K10105430	Tc403430	僧下	雑	v10#120	⿰居僉	〇	（無）	
F32031	S41605	K1010544	K10105440	Tc403440	僧下	雑	v10#120	𮍗	〇	（無）	
F32032	S41606	K1010551	K10105510	Tc403510	僧下	雑	v10#120	⿰里卑	〇	音蹄　未訓内典	
F32033	S41607	K1010552	K10105520	Tc403520	僧下	雑	v10#120	哿	〇	音舸(H)　ヨシ(LL)　可也　ヨロコフ(LLHL")	
F32034	S41608	K1010553	K10105530	Tc403530	僧下	雑	v10#120	斃	〇	音幣(R)　死　タフル(LH@)	
F32035	S41609	K1010554	K10105540	Tc403540	僧下	雑	v10#120	纛	〇	音導(R)　幢也　又音毒(S)　縣名　音盗　カミカキ(LLL"L)　*オニカシラ	
F32036	S41610	K1010562	K10105620	Tc403620	僧下	雑	v10#120	彗	〇	音遂(R)「スイ」　妖星也　帝也　又音歳(R)「セイ」　又虎惠反　衆星皃　又羽劌反　暴乾也　又音嘒　古篲　ハラフ(LHL)	
F32037	S41611	K1010571	K10105711	Tc403711	僧下	雑	v10#120	ー（彗）／星	〇／〇	ハヽキホシ(LLLH"L)	
F32038	S41613	K1010572	K10105720	Tc403720	僧下	雑	v10#120	周	〇	音州(L)　アマネク(LLHL、ク-ハス(HL))　クマ(HH)　マコトニ(LHH@)　チカシ(LLH)　メクル(HH"@)　タヽシ(LL"L)　シタシ(LL@)　スクフ(HH@)　マウク　キハム　ヒソカニ(LH@@)　ヲソル　ホトリ　イタル(HH@)　ヒロシ　タヽ　吾黨也　密也　右也　曕也　視也　親　救也　曲也　絡也　備也　トヽノフ(LLHL)　和シウ(@H)	
F32039	S41614	K1010584	K10105841	Tc403841	僧下	雑	v10#120	周／章	〇／〇	アハツ(HLL)　サハク(LLH")	
