#	HDIC Project
#	Integrated Database of Hanzi Dictionaries in Early Japan
#
#	SYP: Songben Yupian 宋本玉篇 database
#
#	Version: 1.1.3
#	Date: 20 October 2015
#	Last update : 12 January 2020
#
#	Copyright (c) 2014-2019 HDIC project, IKEDA Shoju (Chair)
#	LI Yuan (Person in Charge)
#	Department of Linguistic Sciences, Hokkaido University Graduate School of Letters
#	North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#	Contact: hdic_info@let.hokudai.ac.jp
#
#	Feel free to copy and distribute.
#	Send bug reports and feature requests via email.
#
#	TSV Format information:
#
#	SYID	: Book, leaf, recto-verso, line and number (Zecuntang edition)
#	SY_vol_radical	: Volume and radical number
#	SY_radical	: Radical of Chinese character
#	Entry		: Headword
#	Entry_original	: Original headword (option)
#	SY_def		: Definition of pronunciation, meaning and variant(s)
#	Zang_page	: Zhong gu Han zi liu bian
#	KSY_diff	: Differences of SYID with Kunaicho Shoryobu edition
#	SY_remarks	: Editor's notes
#
#   References:
#
#   臧克和著, 中古漢字流變, 華東師範大學出版社, 2008. Zang Kehe, Zhong gu Han zi liu bian, Shanghai : Hua dong shi fan da xue chu ban she, 2008.
#
#   Primary Sources:
#
#       宮内廳書陵部藏本(南宋版)：大廣益會玉篇 (box 515, no.106, photographic images).
#       澤存堂本：〔梁〕顧野王著, 大廣益會玉篇, 北京：中華書局, 1987.
#
#	This work was supported by JSPS KAKENHI Grant Number 25370506, 16H03422.
#
SYID	SY_vol_radical	SY_radical	Entry	Entry_original	SY_def	Zang_page	KSY_diff	SY_remarks
c059a083	v27#425	糸	絾		市征切。織絾也。	2207		
c059a084	v27#425	糸	𦁟		丑人切。帶也。	2207		
c059a085	v27#425	糸	䋥		力支切。文。	2207		
c059a086	v27#425	糸	𥿦		音舟。綿也。	2207		
c059a087	v27#425	糸	糽		陟庚切。引也。	2207		
c059a091	v27#425	糸	絒		音酬。紈也。	2207		
c059a092	v27#425	糸	紶		去魚切。紶繼也、束也。	2207		
c059a093	v27#425	糸	䌡		音體。纏也。	2207		
c059a094	v27#425	糸	縥		阻近切。水急也。	2207		
c059a095	v27#425	糸	𦃘		音稚。刺𦃘針縫也。	2207		
c059a096	v27#425	糸	絞		古卯切。繞也。	2207		
c059a097	v27#425	糸	𥿰		多果切。冕前垂。	2207		
c059a101	v27#425	糸	䋾		竹下切。䋾䋈相著皃。	2208		
c059a102	v27#425	糸	糾		飢黝切。告也。	2208		
c059a103	v27#425	糸	𦆦		音擬。帶也。	2208		
c059a104	v27#425	糸	𦀡		魚擧切。	2208		
c059a105	v27#425	糸	統		他綜切。又音桶。緫也。	2208		
c059a106	v27#425	糸	𥾺		子用切。緩。	2208		
c059b011	v27#425	糸	繸		徐醉切。凶具。	2208		
c059b012	v27#425	糸	𦆠		以貴切。織餘𦆠。	2208		
c059b013	v27#425	糸	紁		初訝切。	2208		
c059b014	v27#425	糸	𦅺		音戾。綬也。又音捩。	2208		
c059b015	v27#425	糸	𦂑		音髻。絲結。	2208		
c059b016	v27#425	糸	䋵		於計切。急也。一曰不成也。	2208		
c059b021	v27#425	糸	絇		俱遇切。絲絇也。又音衢。履頭飾也。	2208		
c059b022	v27#425	糸	綧		之閏切。亂也。	2209		
c059b023	v27#425	糸	紒		戸計切。在心不了也。	2209		
c059b024	v27#425	糸	𦅵		音歳。鍊布也。	2209		
c059b025	v27#425	糸	縤		桑故切。生帛也。	2209		
c059b026	v27#425	糸	䌝		音紟。絲也。	2209		
c059b031	v27#425	糸	䌁		音要。䌁繩。	2209		
c059b032	v27#425	糸	𥿌		於孝切。亦作袎。	2209		
c059b033	v27#425	糸	𥾅		之聿切。一也。	2209		
c059b034	v27#425	糸	縖		音鎋。束物也。	2209		
c059b035	v27#425	糸	䊽		古邁切。細絲也。	2209		
c059b036	v27#425	糸	絏		音泄。繋也。	2209		
c059b037	v27#425	糸	䋖		音聿。長皃。	2209		
c059b041	v27#425	糸	絉		音術。繩也。	2209		
c059b042	v27#425	糸	䌵		之欲切。䌵帶也。	2209		
c059b043	v27#425	糸	𦆂		同上。	2209		
c059b044	v27#425	糸	䋏		音昨。索也。	2210		
c059b045	v27#425	糸	𦃔		下革切。生絲。	2210		
c059b046	v27#425	糸	䌚		音粟。𦂕文。	2210		
c059b047	v27#425	糸	緙		輕革切。紩也、織緯也。	2210		
c059b051	v27#425	糸	絔		音百。補也。	2210		
c059b052	v27#425	糸	𦁉		子葉切。𦁉續也。	2210		
c059b053	v27#425	糸	𦁑		同上。	2210		
c059b054	v27#425	糸	𦅶		音臘。繒也。	2210		
c059b055	v27#425	糸	𦇬		音藥。絲也。	2210		
c059b056	v27#425	糸	纈		胡結切。綵纈也。	2210		
c059b057	v27#425	糸	䌟		歩革切。織絲爲帶也。	2210		
c059b058	v27#425	糸	繓		子括切。結繓也。	2210		
c059b061	v27#425	糸	繣		呼麥切。乖戾也。	2210		
c059b062	v27#425	糸	絈		音粕。紛絈。	2210		
c059b063	v27#425	糸	䋰		舉禺切。	2210		
c059b064	v27#425	糸	䌩		亡結切。細䌩也。	2211		
c059b065	v27#425	糸	𦂌		方孔切。小兒履也。又布茫。	2211		
c059b066	v27#425	糸	緊		居忍切。縐緊也。	2211		
c059b071	v27#425	糸	𦃗		音朔。封也。	2211		
c059b072	v27#425	糸	䋢		普蔑切。結。	2211		
c059b073	v27#425	糸	𦁏		於業切。	2211		
c059b074	v27#425	糸	𦇩		子千切。正作韉。	2211		
c059b081	v27#426	系	系		下計切。繼也。《說文》：繫也。籀文作𦃟。	2213		
c059b082	v27#426	系	緜		彌然切。新絮也纏也、緜緜不絶。今作綿。	2213		
c059b091	v27#426	系	䌛		與招切。用也、隨也、過也。又以周切。	2213		
c059b092	v27#426	系	繇		同上。	2213		
c059b093	v27#426	系	纛		徒到切。羽葆幢也。亦作翿。又音毒。	2214		
c059b101	v27#427	素	素		先故切。白也本也、廉也、白緻繒也。	2214		
c059b102	v27#427	素	𦃚		同上。出《説文》。	2214		
c059b103	v27#427	素	𦁘		同上。	2214		
c059b104	v27#427	素	𦅽		几足切。素屬。	2214		
c060a011	v27#427	素	䋤		弋灼切。縞也。又練也。	2215		
c060a012	v27#427	素	𦆾		力出切。紼也、索也、或作𦆽繂。	2215		
c060a013	v27#427	素	繛		尺約切。緩也。今作綽。	2215		
c060a014	v27#427	素	𦅻		乎管切。綽也。今作緩。	2215		
c060a015	v27#427	素	𦇚		戈之切。尊也。又常也。今作彝。	2215		
c060a031	v27#428	絲	絲		先資切。蠶所吐。	2216		
c060a032	v27#428	絲	𦃟		下計切。籀文系。	2216		
c060a033	v27#428	絲	轡		碑愧切。馬轡也。	2216		
c060a034	v27#428	絲	𢇇		古環切。織緝以絲貫杼也。	2216		
c060a041	v27#428	絲	𦈇		古遹切。汲綆也。亦作繘。	2216		
c060a042	v27#428	絲	𦇹		同上。	2216		
c060a043	v27#428	絲	𦆩		戈之切。古文彝。	2216		
c060a051	v27#429	黹	黹		丁雉切。紩也。或作𧝉。	2217		
c060a052	v27#429	黹	𪓌		子內切。會五綵。	2217		
c060a053	v27#429	黹	𪓐		初呂切。《詩》云：衣裳𪓐𪓐。今作楚。	2217		
c060a061	v27#429	黹	黺		方憤切。黺䋛也。	2217		
c060a062	v27#429	黹	黼		方宇切。白與黑相次文。	2217		
c060a063	v27#429	黹	黻		方物切。黑與青相次文。	2218		
c060a064	v27#429	黹	𪓏		方千切。黹緶也。	2218		
c060a071	v27#430	率	率		山律切。循也、將領也、尊也。《説文》云：捕鳥畢也、象絲罔上下其竿柄也。又力出切。	2218		
c060a081	v27#431	索	索		先各切。盡也。又糾繩曰索。又法度也。散也。又所格切。求索也。	2218		
c060a082	v27#431	索	𦆽		力出切。擧船索也。或作繂𦆾。	2219		
c060a091	v27#431	索	𦃆		力各切。亦作絡。纏絲也。	2219		
c060b041	v28#432	巾	巾		几銀切。佩巾也、本以拭物後人著之於頭。	2220		
c060b042	v28#432	巾	𢁥		孚云切。拭物巾。	2220		
c060b043	v28#432	巾	帉		同上。	2220		
c060b051	v28#432	巾	帨		始鋭切。巾也。	2220		
c060b052	v28#432	巾	帥		同上、今爲將帥字。即、山律山類二切。	2220		
c060b053	v28#432	巾	帗		布達切。一幅巾。又方勿切。	2220		
c060b054	v28#432	巾	𢄢		之利切。禮巾也。	2220		
c060b055	v28#432	巾	𢂻		而震切。枕巾也。	2220		
c060b056	v28#432	巾	幋		歩丸切。覆衣大巾也。	2220		
c060b061	v28#432	巾	帤		女於切。大巾也。又幣巾也。	2221		
c060b062	v28#432	巾	幣		婢制切。帛也。	2221		
c060b063	v28#432	巾	幅		甫六切。布帛廣狹。	2221		
c060b064	v28#432	巾	𢂩		火光莫郎二切。𢄐也、隔也。	2221		
c060b065	v28#432	巾	幘		側革切。覆髻也。	2221		
c060b071	v28#432	巾	帶		多大切。紳也。	2221		
c060b072	v28#432	巾	㡇		丁兼丁頰二切。衣領耑也。或作𧚊。	2221		
c060b073	v28#432	巾	㡋		於劫切。幧頭也、橐也。	2221		
c060b074	v28#432	巾	帔		披僞切。在肩背也。又普皮切。披也。	2221		
c060b081	v28#432	巾	帴		所黠切。又思旦切。帬也、帔也。	2221		
c060b082	v28#432	巾	常		市羊切。恒也、下帬也。今作裳。	2222		
c060b083	v28#432	巾	㡓		古魂切。𢃭也。又作褌。	2222		
c060b084	v28#432	巾	𢃓		且勇職茸二切。裩也。	2222		
c060b085	v28#432	巾	𢃭		同上。	2222		
c060b091	v28#432	巾	𢅡		力甘切。無縁衣也。亦作襤。	2222		
c060b092	v28#432	巾	幎		亡狄切。大巾也、幔也、簾也、覆也。	2222		
c060b093	v28#432	巾	幂		同上。	2222		
c060b094	v28#432	巾	幔		亡旦切。帳幔也。	2222		
c060b095	v28#432	巾	幬		直流切。襌帳也。	2222		
c060b096	v28#432	巾	𢃖		同上。	2222		
c060b097	v28#432	巾	㡘		力沾切。帳也、施之戸外也。	2222		
c060b101	v28#432	巾	帳		知亮切。帷也、張也、幬也。	2222		
c060b102	v28#432	巾	帷		于眉切。幕也、帳也。	2223		
c060b103	v28#432	巾	幕		亡各切。覆上曰幕。亦作幙。	2223		
c060b104	v28#432	巾	㠲		皮鄙切。㡜裂也。	2223		
c061a011	v28#432	巾	㡜		先例切。殘帛也。又音雪。	2223		
c061a012	v28#432	巾	㡏		思倶切。正端列。	2223		
c061a013	v28#432	巾	帖		他頰切。帛書署。	2223		
c061a014	v28#432	巾	帙		除乙切。小橐也、書衣也。或作袠。	2223		
c061a015	v28#432	巾	幖		俾消切。幟也、幡也。	2223		
c061a021	v28#432	巾	𢃬		子田切。幡幟也。或作㮍牋。	2223		
c061a022	v28#432	巾	㠾		於元切。㠾幡也。	2224		
c061a023	v28#432	巾	幑		火韋切。幟也、幡也。	2224		
c061a024	v28#432	巾	𢃴		力末切。拂也。	2224		
c061a025	v28#432	巾	㡨		子廉切。拭也。	2224		
c061a026	v28#432	巾	幝		充善切。車敝皃。	2224		
c061a031	v28#432	巾	𢄐		莫紅切。衣巾也、覆也、蓋衣也。	2224		
c061a032	v28#432	巾	幭		亡結切。帊幞也、蓋幭也、襌被也。	2224		
c061a033	v28#432	巾	幠		火胡切。大也、有也、覆也、張也。	2224		
c061a034	v28#432	巾	飾		尸食切。著也、章表也。	2224		
c061a041	v28#432	巾	幃		呼韋切。香囊也。又音韋。	2224		
c061a042	v28#432	巾	帣		居瑗切。囊也。	2225		
c061a043	v28#432	巾	帚		之酉切。掃除糞穢也。	2225		
c061a044	v28#432	巾	席		似赤切。牀席也。	2225		
c061a045	v28#432	巾	幐		大亘切。囊也、兩頭有物謂之幐擔。又大登切。	2225		
c061a051	v28#432	巾	𢅯		扶忿切。以囊盛穀太滿坼裂也。又弓筋起。	2225		
c061a052	v28#432	巾	㡒		丈旬豬旬二切。載米𤲑也。	2225		
c061a053	v28#432	巾	幩		扶云切。飾也。	2225		
c061a061	v28#432	巾	𢅼		奴回奴昆二切。著也、塗也。	2225		
c061a062	v28#432	巾	帑		乃胡切。金布所藏之府。又他朗切。	2225		
c061a063	v28#432	巾	布		本故切。枲織也。又陳列也。	2225		
c061a064	v28#432	巾	幏		公亞切。蠻布也。	2226		
c061a065	v28#432	巾	㡉		公田切。布也、出東萊。	2226		
c061a071	v28#432	巾	㡔		亡遇切。又莫乎切。䰍布也、覆車衡衣也。	2226		
c061a072	v28#432	巾	幦		莫狄切。䰍布也。	2226		
c061a073	v28#432	巾	幄		於角切。帳也。	2226		
c061a074	v28#432	巾	幢		直江切。翳也。或作橦。	2226		
c061a081	v28#432	巾	帞		莫格切。絡頭也。	2226		
c061a082	v28#432	巾	𢂺		七旦七見二切。幧頭也、㡋也。	2226		
c061a083	v28#432	巾	幧		七消切。幧頭也、斂髮也。	2226		
c061a084	v28#432	巾	㡑		同上。	2226		
c061a085	v28#432	巾	帟		余石切。平帳也。又承塵也。	2226		
c061a086	v28#432	巾	㡊		口洽切。帽也、縜也、幘也。或作𠕣。	2227		
c061a091	v28#432	巾	𢂿		二同上。	2227		
c061a092	v28#432	巾	帢		二同上。	2227		
c061a093	v28#432	巾	𢃗		乎坎切。壅耳也。或作䘶。	2227		
c061a094	v28#432	巾	𢃍		俾移切。今作裨。	2227		
c061a095	v28#432	巾	幗		古誨切。𢂹也、覆髮上也。或作簂。又古獲切。	2227		
c061a101	v28#432	巾	𢂹		亡教切。𢂹幗也。	2227		
c061a102	v28#432	巾	㡅		乃可切。宬也。	2227		
c061a103	v28#432	巾	㡞		力宇切。古姓也。	2227		
c061a104	v28#432	巾	𢄹		口妖切。袴𢄹也。	2227		
c061a105	v28#432	巾	𢁼		竹與切。棺衣也。亦作褚。	2227		
c061a106	v28#432	巾	𢅔		同上。	2227		
c061b011	v28#432	巾	幞		扶足切。巾幞也。	2227		
c061b012	v28#432	巾	帊		匹嫁切。幞帊也。	2228		
c061b013	v28#432	巾	帪		之仁切。囊也、馬兜也。	2228		
c061b014	v28#432	巾	帾		丁古切。幡也。	2228		
c061b015	v28#432	巾	𢁮		巨炎切。絹𢁮也。	2228		
c061b016	v28#432	巾	𢃀		武倶切。欲空也。	2228		
c061b021	v28#432	巾	𢂀		芳勿切。韜髮也。	2228		
c061b022	v28#432	巾	𢄶		呼麥切。裂帛聲。	2228		
c061b023	v28#432	巾	𢃔		尺占切。車㡙也。或作裧。	2228		
c061b024	v28#432	巾	㡦		匹仁切。亂皃。	2228		
c061b025	v28#432	巾	㡙		方迷切。車㡙也。又車帷也。	2228		
c061b026	v28#432	巾	𢂥		力制切。帛餘也。	2228		
c061b031	v28#432	巾	㡂		同上。	2228		
c061b032	v28#432	巾	𢂼		尹勢切。㡂也。	2228		
c061b033	v28#432	巾	㠿		子移切。㠿布也。	2228		
c061b034	v28#432	巾	𢄋		紆螢切。覆也。	2228		
c061b035	v28#432	巾	𢂁		口侯切。指沓也。	2229		
c061b036	v28#432	巾	𢅮		似廉切。覆也、巾也。	2229		
c061b041	v28#432	巾	㠵		呼光切。巾也。	2229		
c061b042	v28#432	巾	𢁕		丁皎切。𢁕𢄼繒頭也。	2229		
c061b043	v28#432	巾	𢄼		思俱切。𢁕也。亦作繻。	2229		
c061b044	v28#432	巾	幰		許偃切。車幰也。	2229		
c061b045	v28#432	巾	𢁗		同上。又音幹。布袋。	2229		
c061b046	v28#432	巾	𢂑		尸力切。亦作拭。	2229		
c061b051	v28#432	巾	㠸		方于切。衣帙。亦作衭。	2229		
c061b052	v28#432	巾	㡚		古侯切。甲衣。或作褠。	2229		
c061b053	v28#432	巾	帽		莫到切。頭帽也。	2229		
c061b054	v28#432	巾	𢅒		徒亶切。衣不束也。亦作袒。	2229		
c061b055	v28#432	巾	𢃒		子内切。五綵繒。	2230		
c061b061	v28#432	巾	㡈		亡運切。亦作絻。括髮也。	2230		
c061b062	v28#432	巾	𩇪		父畏切。隱也。亦作䨾。	2230		
c061b063	v28#432	巾	幟		尺志切。巾也。又始志切。	2230		
c061b064	v28#432	巾	𢂴		同上。	2230		
c061b065	v28#432	巾	𢁢		於乎口孤二切。投也。亦作㢪。	2230		
c061b071	v28#432	巾	㡥		於靳切。韏也。又裏也。	2230		
c061b072	v28#432	巾	𢅰		許格切。㦦㡗赤紙也。	2230		
c061b073	v28#432	巾	㡗		大兮切。㦦㡗、又㡗帷也。	2230		
c061b074	v28#432	巾	帺		巨其巨記二切。巾也。亦作𢃛	2230		
c061b075	v28#432	巾	帋		之爾切。亦作紙。	2230		
c061b081	v28#432	巾	帍		乎古切。婦人巾。	2230		
c061b082	v28#432	巾	𢅎		公了切。𢅎脛行縢也。	2231		
c061b083	v28#432	巾	㡟		早刀切。籍也。	2231		
c061b084	v28#432	巾	𢄺		子小切。拭也。	2231		
c061b085	v28#432	巾	帿		胡鉤切。射帿也。古作侯。	2231		
c061b086	v28#432	巾	幯		子結切。拭也。	2231		
c061b091	v28#432	巾	帹		所甲切。帹㒾面衣也。	2231		
c061b092	v28#432	巾	幨		尺占切。帷也。亦作襜裧。	2231		
c061b093	v28#432	巾	𢁘		蘇甘切。衫破皃。	2231		
c061b094	v28#432	巾	𢁦		房脂切。布𢁦也。	2231		
c061b095	v28#432	巾	𢁾		丑朝切。細絲也。	2231		
c061b101	v28#432	巾	帆		扶嚴扶汎二切。船上帆。與𦨲同。	2231		
c061b102	v28#432	巾	㠽		徒冬切。巾㠽也。	2231		
c061b103	v28#432	巾	𢄟		他紅切。	2231		
c061b104	v28#432	巾	帬		音羣。與裙同。	2232		
c061b105	v28#432	巾	𢃏		粗冬切。帛𢃏、又布名。	2232		
c061b106	v28#432	巾	㠺		音沙。細絲。	2232		
c062a011	v28#432	巾	𢃐		苦工切。巾也。	2232		
c062a012	v28#432	巾	幊		古紅切。	2232		
c062a013	v28#432	巾	𢂒		羊脂切。	2232		
c062a014	v28#432	巾	𢃱		音牟。女人衣巾。	2232		
c062a015	v28#432	巾	𢁻		音怖。巾也。	2232		
c062a016	v28#432	巾	幁		思于切。	2232		
c062a017	v28#432	巾	𢁬		側巧切。	2232		
c062a018	v28#432	巾	𢃰		音是。巾也。	2232		
c062a021	v28#432	巾	𢃯		音揆。	2232		
c062a022	v28#432	巾	幜		居永切。帛。	2232		
c062a023	v28#432	巾	𢂄		戸犬切。	2233		
c062a024	v28#432	巾	𢄦		都了切。絹𢄦也。	2233		
c062a025	v28#432	巾	𢅟		音擬。巾也。	2233		
c062a026	v28#432	巾	㠹		音介。幘也。	2233		
c062a027	v28#432	巾	𢂵		同上。	2233		
c062a028	v28#432	巾	㡝		音俸。巾也。	2233		
c062a031	v28#432	巾	𢄒		音扇。	2233		
c062a032	v28#432	巾	⿰巾遇		虞樹切。	2233		
c062a033	v28#432	巾	幌		戸廣切。帷幔也。	2233		
c062a034	v28#432	巾	𢂕		此芮切。巾。	2233		
c062a035	v28#432	巾	𢂓		他紅切。	2233		
c062a036	v28#432	巾	帒		徒戴切。盛物囊。	2233		
c062a037	v28#432	巾	帓		亡撥莫瞎二切。帓巾也。	2233		
c062a041	v28#432	巾	㠷		古合切。以席載穀。	2233		
c062a042	v28#432	巾	𢂃		音昨。𢂃㡗。	2233		
c062a043	v28#432	巾	𢃎		火或切。巾被風也。	2234		
c062a044	v28#432	巾	𢁯		人質切。枕巾也。	2234		
c062a045	v28#432	巾	𢁪		音決。	2234		
c062a046	v28#432	巾	𢃕		他合切。帳上𢃕。	2234		
c062a047	v28#432	巾	𢄿		音託。橐也。	2234		
c062a051	v28#432	巾	𢃲		五伯切。又音客。紩也。亦作緙。	2234		
c062a052	v28#432	巾	𢃮		彌兖切。幕。	2234		
c062a061	v28#433	市	巿		甫勿切。韠也。亦作韍。	2234		
c062a062	v28#433	市	𢂷		古洽古沓二切。巾也。或作韐。	2235		
c062a071	v28#434	帛	帛		歩百切。繒帛也。	2235		
c062a072	v28#434	帛	錦		几飲切。錦綺也。	2235		
c062a073	v28#434	帛	𦧠		下刮切。細紬也。	2235		
c062a074	v28#434	帛	𤎥		他敢切。青黒繒。亦作𢃔。	2235		
c062a081	v28#434	帛	𢅉		亡孝切。綵雜文。	2235		
c062a082	v28#434	帛	𢅞		力足切。今作緑。	2235		
c062a091	v28#435	衣	衣		於祈切。上曰衣、下曰裳、衣者隱也。又依也、所以形軀依也。又於氣切。以衣被人也。	2236		
c062a101	v28#435	衣	裁		在來切。制衣也、裂也、節斷也。	2236		
c062a102	v28#435	衣	袞		古本切。衣畫爲龍文。	2236		
c062a103	v28#435	衣	𧝑		知彦切。丹縠衣也。又王后衣也。	2236		
c062a104	v28#435	衣	襢		同上。	2236		
c062b011	v28#435	衣	褕		余招切。畫雞雉於王后之服。又弋朱切。葉褕短度絹也。又襜褕直裾也。	2237		
c062b012	v28#435	衣	袗		之忍之刃二切。玄服也、緑也。又單也。	2237		
c062b013	v28#435	衣	裖		同上。	2237		
c062b014	v28#435	衣	裏		力耳切。衣内也。	2237		
c062b021	v28#435	衣	表		碑矯切。衣外也、上衣也、書也、威儀也、明也、標也。	2237		
c062b022	v28#435	衣	𧘝		同上。	2237		
c062b023	v28#435	衣	𧞧		古文。	2237		
c062b024	v28#435	衣	襁		居兩切。襁褓負兒衣也、織縷爲之、廣八寸、長二尺、以負兒於背上也。	2237		
c062b031	v28#435	衣	襋		几力切。衣領也、衣衿也。	2237		
c062b032	v28#435	衣	𧛘		同上。	2237		
c062b033	v28#435	衣	褗		於幰切。衱也、褗䙔也、隱被也。	2237		
c062b034	v28#435	衣	襮		布各切。領也、衣表也。亦作𦆿。	2237		
c062b035	v28#435	衣	裺		於劔於檢二切。縁也、被也。	2237		
c062b041	v28#435	衣	衭		方于切。襲袴也。或作㠸。	2238		
c062b042	v28#435	衣	袵		而甚切。裳際也、衣䘳也。	2238		
c062b043	v28#435	衣	䘳		居吟切。交䘳衣領也。	2238		
c062b044	v28#435	衣	襟		同上。	2238		
c062b045	v28#435	衣	𧚨		且立切。裙縁上也。	2238		
c062b051	v28#435	衣	褸		力侯切。衣䘳裳際也、衣壞也。	2238		
c062b052	v28#435	衣	襺		公殄切。袍也。	2238		
c062b053	v28#435	衣	褋		徒頰切。褌衣也。	2238		
c062b054	v28#435	衣	𧝵		同上。	2238		
c062b055	v28#435	衣	襲		似立切。左衽袍也、入也、重衣也、因也、還也、掩其不備也。古文作㦻。	2238		
c062b061	v28#435	衣	𧟟		籀文。	2238		
c062b062	v28#435	衣	褘		許韋切。畫翬雉於王后之服也、蔽膝也。	2238		
c062b063	v28#435	衣	褧		苦迥切。衣無裏也。《詩》云：衣錦褧衣也。	2238		
c062b064	v28#435	衣	袤		莫候莫侯二切。南北曰袤、東西曰廣也、帶以上也、長也。	2239		
c062b071	v28#435	衣	𧝺		籀文。	2239		
c062b072	v28#435	衣	襘		公外切。領會也。	2239		
c062b073	v28#435	衣	袛		丁兮切。袛裯襜䄖也。	2239		
c062b074	v28#435	衣	裯		丁勞切。祗裯。又丈流切。襌被也、牀帳也。	2239		
c062b075	v28#435	衣	襤		力三切。衣無縁也。	2239		
c062b081	v28#435	衣	䙃		他臥切。又徒臥切。衣無袂也。	2239		
c062b082	v28#435	衣	𧝍		同上。	2239		
c062b083	v28#435	衣	袪		丘於切。袂也、衣裏也、擧也。	2239		
c062b084	v28#435	衣	裻		先鵠切。新衣聲也。又都梏切。	2239		
c062b085	v28#435	衣	𧛔		都鵠切。衣背縫也。	2239		
c062b091	v28#435	衣	𧞶		二同上。	2239		
c062b092	v28#435	衣	𧝴		二同上。	2239		
c062b093	v28#435	衣	𧙏		似又切。袂也。又余久切。色美皃也、進也。	2240		
c062b094	v28#435	衣	袖		同上。	2240		
c062b095	v28#435	衣	袂		彌鋭切。袖也。	2240		
c062b096	v28#435	衣	袥		他各切。廣大也。衸也。	2240		
c062b101	v28#435	衣	褢		爲乖切。苞也、胷䘳藏物也、抱也、在衣曰褢、在手曰握。	2240		
c062b102	v28#435	衣	褱		同上。	2240		
c062b103	v28#435	衣	𧞷		同上。	2240		
c062b104	v28#435	衣	袍		薄襃切。長襦也。	2240		
c062b105	v28#435	衣	袌		同上。又歩報切。衣前䘳也。	2240		
c063a011	v28#435	衣	衸		戸界古拜二切。衣裾也、刺膝也。又衣長皃。	2240		
c063a012	v28#435	衣	襜		尺占切。蔽膝也。又襜襜揺動皃。	2240		
c063a013	v28#435	衣	襝		二同上。	2240		
c063a014	v28#435	衣	裧		二同上。	2240		
c063a015	v28#435	衣	𧘎		尤夫切。衣袍也。	2240		
c063a016	v28#435	衣	衧		同上。	2240		
c063a021	v28#435	衣	襑		似林他敢二切。衣博大也。	2240		
c063a022	v28#435	衣	裾		姜魚切。被也、袿也、衣袌也。	2241		
c063a023	v28#435	衣	袉		大可切。裾也。又大何切。袉袉美也。俗作袘。	2241		
c063a024	v28#435	衣	褰		起焉切。袴也。又褰衣也。	2241		
c063a031	v28#435	衣	䙭		同上。	2241		
c063a032	v28#435	衣	襗		余石切。又除革切。袴也。《説文》：大各切。	2241		
c063a033	v28#435	衣	袑		市兆切。袴也、襠也、袴上也。	2241		
c063a034	v28#435	衣	䙱		市欲切。長襦也、連𦝫衣也。	2241		
c063a035	v28#435	衣	襩		同上。	2241		
c063a036	v28#435	衣	襱		除龍力公二切。袴襠也、踦袴也。	2241		
c063a041	v28#435	衣	𧙥		同上。	2241		
c063a042	v28#435	衣	褍		丁丸丁火二切。正幅衣也。	2241		
c063a043	v28#435	衣	襃		布刀切。揚美也、衣博裾也。	2241		
c063a044	v28#435	衣	褺		徒頰切。重衣也。又縣名。	2242		
c063a051	v28#435	衣	複		方復切。重衣也、厚也、衣有著也。又複除不役税也。	2242		
c063a052	v28#435	衣	襛		女容切。厚衣也。	2242		
c063a053	v28#435	衣	褆		時爾切。衣服端正皃。	2242		
c063a054	v28#435	衣	袳		尺爾切。長衣皃。	2242		
c063a055	v28#435	衣	袲		同上。	2242		
c063a061	v28#435	衣	裴		歩回切。長衣皃、又姓。	2242		
c063a062	v28#435	衣	袁		宇元切。衣長皃、又姓。	2242		
c063a063	v28#435	衣	裔		余制切。裾也、表也、蠻夷之揔名也、邊地也。	2242		
c063a064	v28#435	衣	𧘊		古文。	2242		
c063a065	v28#435	衣	衯		孚云切。長衣也。	2242		
c063a071	v28#435	衣	𧜣		丁了切。短衣也。	2243		
c063a072	v28#435	衣	襡		大口上局二切。短衣也。又衣袖。	2243		
c063a073	v28#435	衣	𧞐		多木切。衣至地也、補也。	2243		
c063a074	v28#435	衣	襐		似丈切。首飾也。	2243		
c063a075	v28#435	衣	襦		人朱切。短衣也。	2243		
c063a076	v28#435	衣	𧝄		同上俗。	2243		
c063a081	v28#435	衣	褊		卑善切。急也、狹也、衣小也。	2243		
c063a082	v28#435	衣	袷		古洽切。衣無絮也。	2243		
c063a083	v28#435	衣	裌		同上。	2243		
c063a084	v28#435	衣	襌		多安切。衣不重也。	2243		
c063a085	v28#435	衣	襄		思良切。上也、除也、駕也、成也。	2243		
c063a091	v28#435	衣	𧞜		古文。	2243		
c063a092	v28#435	衣	被		皮彼切。衾也、幰也。又皮僞切。加也、及也。	2243		
c063a093	v28#435	衣	衵		女秩切。近身衣也、日日所著衣。	2244		
c063a094	v28#435	衣	褻		思列切。私服也。	2244		
c063a095	v28#435	衣	衷		知沖切。善也、正也、當也。	2244		
c063a101	v28#435	衣	䙗		敕細切。褓也。	2244		
c063a102	v28#435	衣	袾		尺朱竹朱二切。佳好也。	2244		
c063a103	v28#435	衣	袓		似與切。事好也。又子邪切。縣名。	2244		
c063a104	v28#435	衣	褽		於貴切。袵衣也。	2244		
c063a105	v28#435	衣	襞		卜役切。襞衣也。	2244		
c063b011	v28#435	衣	裨		補移切。接也、益也。又婢移切。副將也、亦姓。或作𢃍。	2244		
