# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# YYP: Yuanben Yupian 原本玉篇 database
#
# *Yupian* 玉篇, original edition 原本. Gu Yewang 顧野王 of the Liang dynasty 梁, 543.
# This file is intended as a full-text entry-level dataset for the surviving old manuscript fragments preserved in Japan.
# The present transcription is still provisional and not yet fully proofread. Users must consult the facsimile reproductions
# and the published printed transcriptions when using the data for research purposes.
#
# Introduction to the *Yuanben Yupian* (YYP)
#
# The term Yuanben Yupian (原本玉篇, “original Yupian”) designates the tradition of Tang-dynasty manuscript copies of the Yupian,
# the lexicon compiled by Gu Yewang (顧野王) of the Liang dynasty. No complete scroll survives today; only fragments and partial
# rolls are extant. In Japan, surviving portions are today preserved in institutions such as the Daitōkyū Kinen Bunko, Waseda
# University, the Kyoto National Museum, Fujita Museum, Jingū Bunko, Daifukukō-ji, Kōzan-ji, and Ishiyama-dera. The current dataset
# contains 2,087 entry-level records. Known portions include juan 8 (Heart radical); juan 9, now divided among Waseda University,
# the Kyoto National Museum, and an untraced fragment; juan 18 latter portion (preserving radical 271 放部 through 274 工部,
# and radical 277 卜部 through 284 方部, including the 卜, 車, and 舟 sections); juan 19 (Water radical 285); juan 22
# (from radical 343 山部 through radical 356 厽部, ending at 參); juan 24 (Fish radical 397); and juan 27
# (from 糸部 425 through 索部 431). Many of these witnesses are designated
# National Treasures or Important Cultural Properties.
#
# As foundational resources for full-text transcription, the facsimile volumes published in the 1930s series Tōhō Bunka Sōsho
# (東方文化叢書) remain standard points of reference. Additional sources include the 1882 carved edition in Li Shichang and Yang
# Shoujing’s *Guyi Congshu* (古逸叢書), Luo Zhenyu’s 1917 facsimile edition, and the 1985 Zhonghua Shuju edition. The sectional
# sequence of juan 27 can be reconstructed by combining the Kōzan-ji and Ishiyama-dera manuscripts, while images of juan 9 are
# publicly available through Waseda University’s digital collection. Recent scholarship, notably Yao Yongming’s *Yuanben Yupian
# Canjuan Jiaozheng* (《原本玉篇殘卷校證》, 2023), has further advanced the collation and philological study of the surviving manuscripts.
#
# Version: 1.1.2
# Date: 23 May 2026
# Last update : 20 June 2026
#
# Copyright (c) 2026 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com
#
# Data License Information and Access Rights
# License:
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability):
# Open access
#
# File Format Information:
# Delimiter: Tab (\t)
# Encoding: UTF-8
# Header Row: The line immediately following these comment lines is the header row containing column names.
#
# Column Description:
# YYID              Item ID. Begins with `Y`, followed by volume and location-based numbering as assigned in the working data.
# YY_vol_radical    Volume and radical number, e.g. `v08#088`, `v27#425`.
# Entry             Headword.
# Lv_page           Page or location reference used in the Lü Hao (Lv Hao) 呂浩 reference framework.
# Yao_page          Page or location reference used in the Yao Yongming 姚永銘 reference framework; available only for a small portion of the dataset.
# YY_def            Definition of pronunciation, meaning, variants, and citations.
# YY_remarks        Editor's notes and structural notes in the working data.
# TBID              Cross-reference ID to `KTB.tsv` when available.
# SYID              Cross-reference ID to `SYP.tsv` when available; `△` indicates no direct correspondence was assigned in the current data.
# YY_img_filename   Image filename corresponding to the entry in the current image set; this refers to an internal working image set, not publicly released.
#
# Data Conventions:
# - Empty fields are represented by an empty string ("").
# - Cross-reference columns (`TBID`, `SYID`) preserve the current working values as-is.
# - `YY_def` retains punctuation, omission markers, and editorial signs exactly as entered in the source spreadsheet.
# - `YY_remarks` retains current editorial comments, including notes such as `重文`, `有再注字`, `字体注`, and `原本補入`.
#
# Primary Sources:
# - Surviving manuscript fragments of the original *Yupian* preserved in Japan, including vols. 8, 9, 18, 19, 22, 24, and 27.
# - Major holders include Kōzan-ji 高山寺, Ishiyama-dera 石山寺, Waseda University, Kyoto National Museum, Fujita Museum, Jingū Bunko, Dai Tōkyū Kinen Bunko, and Daifukukō-ji.
#
# Reproductions and Reference Editions:
# - 黎庶昌・楊守敬『古逸叢書』所収『原本玉篇』, 1882.
# - 羅振玉跋『原本玉篇残巻』, 1917.
# - 東方文化叢書第六所収の各巻影印, 東方文化学院, 1933-1935.
# - 『原本玉篇残巻』, 中華書局, 1985.
#
# Editions and annotated studies
# - Okai Shingo, *Gyokuhen no Kenkyū* (『玉篇の研究』), The Toyo Bunko, 1933.
# - Mabuchi Kazuo, “Gyokuhen Itsubun Hosei” (「玉篇佚文補正」), *Tokyo Bunrika Daigaku Kokugo Kokubun Gakkai Kiyō* (『東京文理科大学国語国文学会紀要』), 3: 1–153, 1952.
# - Kōzanji Tenseki Monjo Sōgō Chōsadan, *Kōzanji Kojisho Shiryō Daiichi* (『高山寺古辞書資料第一』), University of Tokyo Press, 1977.
# - Hu Jixuan, *Yupian Jiaoshi* (《玉篇校釋》), Shanghai Guji Chubanshe, 1989.
# - Zang Kehe, *Zhonggu Hanzì Liubian* (《中古漢字流變》), East China Normal University Press, 2008.
# - Lv Hao, *〈Yupian〉 Wenxian Kaoshu* (《〈玉篇〉文獻考述》), Shanghai People’s Publishing House, 2018.
# - Yao Yongming, *Yuanben Yupian Canjuan Jiaozheng* (《原本玉篇殘卷校證》), Zhejiang Guji Chubanshe, 2023.
#
# This work was supported by JSPS KAKENHI Grant Number 25370506, 16H03422, 19H00526, 23K17500 and 25K00466.
#
# Notes:
# - `Yao_page` remains a work-in-progress reference field.
#
YYID	YY_vol_radical	Entry	Lv_page	Yao_page	YY_def	YY_remarks	TBID	SYID	YY_img_filename
Y27100354-1	v27#425	緤	287		《說文》：亦紲字也。		6_136_A61	c057b074	Y27a-21-11-1.jpg
Y27100354-2	v27#425	緪	288		公曾反。《楚辞》：緪瑟于交皷。王逸曰：緪急張絃也。野王案：《淮南》：大絃緪則小絃絕。《大戴礼》：太師緪瑟而稱不習是也。《淮南》：又曰：緪履趹步。許叔重曰：緪勅也，趹疾也。《說文》：緪索也。亦与𢬎字同。𢬎急引也。在手部。	勅：原作⿰夹力。	6_136_A62	c057b075	Y27a-21-11-2.jpg
Y27100356-1	v27#425	繘	288		居律反。《周易》：汔至亦未繘井。《方言》：關西為繘。郭璞曰：汲水索也。古文為𦇹字，在絲部。		6_136_B11	c057b081	Y27a-21-13-1.jpg
Y27100357-1	v27#425	綆	288		格杏反。《左氏傳》：陳番抅挶，具綆缶。杜預曰：綆汲繩也。《方言》：繘自關而東周洛韓魏之間謂之綆。《考工記》：望轂欲其眼也，視其綆，欲其爪之正。鄭玄曰：爪謂輻入身中者也。鄭衆曰：綆讀曰為東言餅，謂輪裏也。音補反。鄭玄曰：輪離裏，牙爪正也。	陳番抅：今本作陳畚挶。	6_136_B12	c057b082	Y27a-21-14-1.jpg
Y27100359-1	v27#425	𦅾	288		之若反。《孟子》：以為鴻鵠將至，思援弓繳而䠶之。野王案：繳即矰矢射也。《說文》：生絲縷也。《廣雅》：縞謂之繳，又曰𦅾緾也。		6_136_B21	c057b084	Y27a-21-16-1.jpg
Y27100361-1	v27#425	繴	288		補戟反。《尓雅》：繴謂之罿〻謂之罬。郭璞曰：今幡車也，有兩轅，中施冈以捕鳥也。《字書》：或為𦌠字。在网部。		6_136_B22	c057b086	Y27a-22-01-1.jpg
Y27100362-1	v27#425	䋨	288		匹甫反。《說文》：䋨治敝絮也。		6_136_B31	c057b091	Y27a-22-02-1.jpg
Y27100362-2	v27#425	緡	288		亡巾反。《毛詩》：其釣維何，維絲伊䋋。《傳》：曰：䋋綸也。又曰：言䋋之絲。《傳》：曰：䋋被也。《戔》：云：言木荏苒，然人則被之弦以為弓也。《尓雅》：䋋綸也。郭璞曰：江東謂之䋋。《史記》：物笄䋋錢。李斐曰：糸也，貫錢，一貫千錢也。如淳曰：胡公云名錢為䋋者。《詩》：云：抱布貿糸。故謂䋋錢。臣灒曰：商賈居積及伎巧之家，非農桑所生謂之䋋，茂陵中書有䋋田奴婢是也。《方言》：䋋施也，秦曰䋋，吳越之間，脫衣相被謂之䋋綿。郭璞曰：相䨱及之名也。《說文》：釣魚𦅾也。并䋋錢，《說文》：為鈱字。在金部。		6_136_B32	c057b092*	Y27a-22-02-2.jpg
Y27100367-1	v27#425	紙	288		之是反。《東觀漢記》：蔡倫典作紙尚方，所謂蔡侯紙者也。《說文》：紙箁也。一曰絮也。或為帋字。在巾部。		6_136_B41	c057b093	Y27a-22-07-1.jpg
Y27100368-1	v27#425	絮	288		思據反。《孟子》：麻縷絮輕重同。《說文》：敝帛也。《漢書》：以冒絮提文帝。晉灼曰：巴蜀以頭上巾為冒絮。《博物志》：蜀人以絮巾為冒絮。又音救慮反。《礼記》：无絮羹，客絮羹，主人辞不能享。鄭玄曰：為其詳於味也，絮猶調也。		6_136_B42	c057b094	Y27a-22-08-1.jpg
Y27100370-1	v27#425	絡	289		力各反。《山海經》：九五(丘)以木絡之。郭璞曰：絡繞也。《方言》：自關而東周洛韓魏之間，或謂繞為絡。《楚辞》：秦冓齊縷鄭緜絡。王逸曰：絡縛也。《尓雅》：絡綸也。郭璞曰：綸繩也，謂牽縛縮絡之也，今俗語亦然。《方言》：絡謂之格。郭璞曰：所以轉篗絡車也。《說文》：絡絮也，一曰麻未漚也。《蒼頡篇》：未練也，絡布也。或為𦃆字。在索部。		6_136_B51	c057b101	Y27a-22-10-1.jpg
Y27100373-1	v27#425	䋈	289		女於反。《說文》：䋈緼也。一曰弊絮也。《易》：曰：濡有衣絮是也。《廣雅》：䋈塞也。或為袽字。在衣部。		6_136_B52	c057b102	Y27a-22-13-1.jpg
Y27100374-1	v27#425	纊	289		音曠。《左氏傳》：皆如挾纊。《礼記》：纊為繭。鄭玄曰：纊今之綿也。《說文》：纊絮也。《廣雅》：綿絮謂之纊。		6_136_B61	c057b103	Y27a-22-14-1.jpg
Y27100375-1	v27#425	絖	289		《漢書》：一月之祿，十絖布二匹，或帛匹。《音義》：曰：絖，八十縷也。《說文》：亦纊字也。		6_136_B62	c058a011	Y27a-22-15-1.jpg
Y27100376-1	v27#425	繫	289		古詣反。《周易》：拘繫之乃維從之。野王案：繫亦拘束之也，留滯之也。《論語》：吾豈匏瓜也哉，繫而不食。何晏曰：不如匏繫滯一處也。《周礼》：以九兩繫邦國之民。鄭玄曰：繫連綴也。《說文》：繫𦃇也。一曰惡絮也。音口奚反。《蒼頡篇》：絮也。以繫束為係字。在人部。		6_137_A11	c058a012	Y27a-22-16-1.jpg
Y27100378-1	v27#425	𦃇	289		力奚反。《說文》：繫𦃇也。一曰絓也。		6_137_A112	c058a013	Y27a-23-01-1.jpg
Y27100379-1	v27#425	絘	289		且利反。《說文》：績之所緝也。		6_137_A12	c058a014	Y27a-23-02-1.jpg
Y27100379-2	v27#425	緝	289		且入反。《毛詩》：授几有緝御。《傳》：緝遐踖之容也。《戔》：云：緝續也，御侍也。《國語》：緝明也。野王案：《毛詩》：施緝熙單厥心，施緝熙敬止是也。《尓雅》：緝光也。《韓詩》：緝〻繽〻，謀欲譖言，緝〻往來皃也。《方言》：所以懸櫂謂之緝。郭璞曰：繫繞頭索也。野王案：櫂楫也。《說文》：緝績也。齋緝裳下為緁字，聚會之緝，〻為𢜱字，在十部。	遐：當作踧。	6_137_A21	c058a022	Y27a-23-02-2.jpg
Y27100382-1	v27#425	紨	289		豐扶反。《說文》：紨布也。一曰粗紬也。《漢書》：嚴延年女羅紨。		6_137_A22	c058a021	Y27a-24-01-1.jpg
Y27100383-1	v27#425	績	290		子狄反。《國語》：公父文伯退朝，其母方績。野王案：《說文》：績緝也。《穀梁傳》：績功也，功事也。《尓雅》：亦云。郭璞曰：謂功勞也。野王案：《尚書》：庶績咸熙是也。《尓雅》：又曰：績繼也，績事也，績業也。郭璞曰：謂功業也。又曰：績成也。郭璞曰：功績有成者也。《聲類》：以功績爲勣字，在力部。		6_137_A31	c058a023	Y27a-24-02-1.jpg
Y27100385-1	v27#425	纑	290		力胡反。《孟子》：身織縷，妻辟纑。劉熙曰：辟績練縷以為纑繩也。《史記》：山西饒纑。徐廣曰：紵属也，可以為布。《方言》：纑謂之缜。郭璞曰：謂縷也。《說文》：布縷也。《蒼頡篇》：未練者也。《廣雅》：纑績也。《聲類》：纑緶也。		6_137_A32	c058a024	Y27a-24-04-1.jpg
Y27100387-1	v27#425	綌	290		祛逆反。《毛詩》：為絺為綌。《傳》：曰：精曰絺，麁曰綌。《韓詩》：結曰絺，辟曰絺。《說文》：粗葛也。	綌：原作絡。	6_137_A41	c058a025	Y27a-24-06-1.jpg
Y27100388-1	v27#425	𥿭	290		《字書》：亦綌字也。	𥿭：原作⿰糸缶。	6_137_A42	△	Y27a-24-07-1.jpg
Y27100388-2	v27#425	絺	290	845	丑飢反。《尚書》：青州貢塩絺。孔安國曰：細葛也。シオ	塩：原作“⿰忄𬐚”。シオゲンサクリッシンベン	6_137_A51	c058a026	Y27a-24-07-2.jpg
Y27100389-1	v27#425	⿰糸𢁫	290	845	《說文》：絺或從糸絡從甫省。		6_137_A52	△	Y27a-24-08-1.jpg
Y27100389-2	v27#425	縐	290	846	側救反。《毛詩》：蒙彼縐絺。《傳》：曰：絺之靡者為絺縐。《戔》：云：絺之蹙者也。《說文》：絺之細也，一曰纖也。		6_137_A61	c058a031	Y27a-24-08-2.jpg
Y27100390-1	v27#425	𥿲	290		《字書》：亦縐字也。		6_137_A611	c058a032	Y27a-24-09-1.jpg
Y27100390-2	v27#425	絟	290		采令(全)千劣二反。《漢書》：遺建絟葛。《音義》：曰：細布也，見《律》：。服虔曰：絟亦葛也。今或為荃字。在草部。	古屋1984:25⑪に挙例。漢書・景十三王傳に「繇王閩侯亦遺建荃、葛、珠璣、犀甲、翠羽、蝯熊奇獸，數通使往來，約有急相助。」とあり、顔師古注に「蘇林曰：「荃音詮，細布屬也。」服虔曰：「音蓀，細葛也。」臣瓚曰：「荃，香草也。」師古曰：「服、瓚二說皆非也。許慎云『荃，細布也』。字本作絟，音千全反，又音千劣反，蓋今南方筩布之屬皆為荃也。葛即今之葛布也。以荃及葛遺建也。」」とある。	6_137_A62	c058a033	Y27a-24-09-2.jpg
Y27100391-1	v27#425	紵	290		除旅反。《周礼》：典枲，掌布緦縷紵之麻草之物。鄭玄曰：緦十五升布抽半者也，白而細曰紵。《毛詩》：可以漚紵。《說文》：檾属細者也。草名之紵或為苧字。在草部。	漚：原作𤀠。	6_137_B11	c058a034	Y27a-24-10-1.jpg
Y27100393-1	v27#425	𦂂	290		《說文》：亦紵字也。《字書》：籀文紵字也。	掲出字：原作■。万象名義・新撰字鏡同。	6_137_B12	c058a035	Y27a-24-12-1.jpg
Y27100393-2	v27#425	緦	290		斯梨反。《喪服傳》：緦者十五升布抽其半，有事其縷，无事其布曰緦。鄭玄曰：謂之緦者，其縷紬絮也。或曰有絲也。《說文》：一曰兩麻絲布也。		6_137_B21	c058a036	Y27a-24-12-2.jpg
Y27100395-1	v27#425	緆	290		先狄反。《喪服傳》：緆者麻之有緆也，十五升布抽其半，有事其縷，无事其布曰緆。鄭玄曰：治其布使滑易也。或為𪎥字。在麻部。		6_137_B22	c058a041	Y27a-24-14-1.jpg
Y27100396-1	v27#425	緰	291		徒侯反。《說文》：緰㠿布也。		6_137_B31	c058a042	Y27a-24-15-1.jpg
Y27100397-1	v27#425	縗	291		且雷反。《周礼》：凡喪，為天王斬衰，王后齊衰，王為三公六卿緆衰，為諸侯緦衰，為大夫士疑衰。《喪服傳》：縗長六寸，博四寸。鄭玄曰：凡服，上曰衰，下曰裳，廣當心，前後布衰負，左右有辟領，孝子哀戚，無不在心也。		6_137_B32	c058a043	Y27a-24-16-1.jpg
Y27200399-1	v27#425	絰	291		徒結反。《喪服傳》：首絰大五分去一以為布帶，齋衰之絰，斬衰之帶，五分去一以為帶，大切之絰，齋衰之帶，五分去一以為帶，小功之絰，大功之帶，五分去一以為帶，緦麻之絰，小功之帶，去五分一以為帶。鄭玄曰：麻在首在腰皆曰絰，〻實也。眀有中實，為制此服焉，首絰象𦃠布冠之缺項，腰絰象大帶，又有絞帶，象革帶也。《礼記》：絰也者實也。鄭玄曰： 所表衰戚也 。		6_137_B41	c058a044	Y27b-01-01-1.jpg
Y27200402-1	v27#425	緶	291		禆旃反。《說文》：交糸也。一曰縫衣也。《蒼頡篇》：𪗋衣也。《聲類》：縷縫也。	交糸：當作交枲。万象名義作灾糸。	6_137_B42	c058a045	Y27b-01-04-1.jpg
Y27200403-1	v27#425	䋀	291		胡瓦反。《方言》：䋀屨麁屨也，西南梁益或謂之䋀。《說文》：一曰素絲繩履也。		6_137_B51	c058a046	Y27b-01-05-1.jpg
Y27200404-1	v27#425	䋽	291		方孔反。《說文》：枲履也。《蒼頡篇》：小兒履也。		6_137_B52	c058a052	Y27b-01-06-1.jpg
Y27200404-2	v27#425	緉	291		旅繦反。《方言》：緉挍也，關之東西或謂之緉。郭璞曰：謂履中絞也。《說文》：履兩頭也。一曰𥿈也。	𥿈：万象名義同作。	6_137_B61	c058a053	Y27b-01-06-2.jpg
Y27200405-1	v27#425	絜	291		公節胡結二反。《毛詩》：濟〻鋝〻，絜尒牛羊。野王案《左氏傳》：絜粢豐盛，享祀豐絜是也。《礼記》：所以自絜也。鄭玄曰：絜猶清也。又曰：君子有絜矩之道。鄭玄曰：絜猶結也，君子有結法之道也。《莊子》：其大蔽牛，絜百圍。野王案：絜猶束約之也，束約知其圍大小也。《史記》：度長絜大，比權量力是也。《說文》：麻一端也。《謚法》：不汚非義曰絜。《字書》：亦㛃字也，在女部。		6_137_B62		Y27b-01-07-1.jpg
Y27200409-1	v27#425	繆	291		莫侯反。《淮南》：訟繆胷中。許叔重曰：訟容也，繆靜也。《說文》：枲之十絜也。一曰綢繆也。《廣雅》：綢繆綿連也。		6_138_A11	c059a072	Y27b-01-11-1.jpg
Y27200410-1	v27#425	絣	291		方莖方幸二反。記文立人疏婁布也。《字書》：一曰无文綺也。或為[　]字。在辵部。	或為[　]字：當作或為迸字。	6_138_A12	c058a054	Y27b-01-12-1.jpg
Y27200410-2	v27#425	縕	291		於昆反。《論語》：衣弊縕袍。孔安國曰：縕枲也。《礼記》：纊為繭，縕為布。鄭玄曰：縕謂今纊及舊絮也，纊今綿也。《說文》：縕紼也。《廣雅》：縕乱也。	縕：原作緼。	6_138_A21	c058a055	Y27b-01-12-2.jpg
Y27200412-1	v27#425	紼	292		甫物反。《周礼》：及葬　帥而属久紼。鄭玄曰：舉棺索也。《鄭玄注儀礼》：引棺在軸輴曰紼。《礼記》：助葬必執紼。鄭玄曰：挽車索也。《尓雅》：紼𦆽也。郭璞曰：謂索也。野王案：凡索皆曰紼，不止花舉柩引車也。《毛詩》：汎〻楊舟，紼䌒維之是也。《韓詩》：君子至止，紼衣繍裳，異色継袖曰紼。《說文》：乱麻也。《蒼頡篇》：縕枲也。《字書》：一曰挽舩索也。	䌒：毛詩作纚。挽：原作𢱍、挽之異体字。	6_138_A22	c058a061	Y27b-01-14-1.jpg
Y27200415-1	v27#425	𦂓	292		《字書》：亦紼字也。		6_138_A31	c058a062	Y27b-01-17-1.jpg
Y27200415-2	v27#425	綍	292		《字書》：亦紼字也。		6_138_A32	c058a063	Y27b-01-17-2.jpg
Y27200415-3	v27#425	𦄍	292		所鏹反。《方言》：𦄍綬也，關文東西謂之𦄍。郭璞曰：謂履中絞也。	綬：當作絞。	6_138_A41	c058a064	Y27b-01-17-3.jpg
Y27200416-1	v27#425	紕	292		補寐扶規二反。《毛詩》：素絲紕之。《傅》：曰：紕所以織組也，總紕於此，成文於彼也。《韓詩》：織組器也。《礼記》：縞冠素紕，既祥之冠也。鄭玄曰：紕緣邊也。又曰：韠紕以爵韋。鄭玄曰：在旁曰紕，在下曰純。《尓雅》：紕飾也。郭璞曰：謂緣飾也，見《詩》：《礼》：。《方言》：紕理也，秦晉之間曰雉，宋鄭曰紕。《說文》：燕人𦋺也。野王案《周書》：正西以純為献是也。《廣雅》：紕緣也。又音匹毗反。《礼記》：一物紕謬，則民莫得其死。鄭玄曰：紕猶錯也。		6_138_A42	c058a065	Y27b-02-01-1.jpg
Y27200421-1	v27#425	𦇧	292		凡厲反。《周書》：正西以白旄紕𦇧為献。野王案：《說文》：西胡毳布也。《漢書》：織𦋺刾文繍，賈人无得衣𦋺是也。《尓雅》：氂𦋺也。郭璞曰：毛氂所以作𦋺者也。或為[　]字。在毛部。今或為𦋺字。在网部。	掲出字：原作⿰糸𦋺。或為[　]字：當作或為𣯅字。	6_138_A51	c058a071	Y27b-02-06-1.jpg
Y27200423-1	v27#425	縊	292		於豉反。《左氏傳》：莫敖縊于荒谷。杜預曰：自經也。		6_138_A52	c058a072	Y27b-02-08-1.jpg
Y27200423-2	v27#425	緎	292		為逼反。《毛詩》：素絲五緎。《傳》：曰：緎縫也。《尓雅》：羔裘之縫也。郭璞曰：飾羔裘之名也。《韓詩》：緎數也。或或為𪑝字，在黒部。或為𩋉字，在革部。		6_138_A61	c058a073	Y27b-02-08-2.jpg
Y27200425-1	v27#425	彝	292		餘之反。《周礼》：司尊彝，掌六尊六彝之位，春祠夏礿，裸用鷄彝鳥彝，秋嘗冬蒸，裸用斝黃彝，四時之間祀，裸用虎彝雉彝。鄭玄曰：彝亦尊也，欎■曰彝，〻法也，言為尊之正也。《尓雅》：彝罍器也。又曰彝常也。野王案：《尚書》：无從匪彝〻， 倫似是也。或為彝(𦇚)字，在部。古文為𧤋字，在𢇂部。		6_138_A62	△	Y27b-02-10-1.jpg
Y27200428-1	v27#425	綏	293		髓惟反。《尚書》：五百里綏服。孔安國曰：安服王者政教也。野王案：歫王城千一百里至千五百也。《毛詩》：有孤綏〻。《傳》：曰：綏〻匹行也。又曰：雄孤綏〻。《傳》：曰：相隨綏〻然也。《國語》：綏謗言。賈逵曰：綏止也。《尓雅》：綏安也。野王案《毛詩》：福履綏之是也。《論語》：升車必正立執綏。周生烈曰：執綏所以為安也。野王案《說文》：車中把也。《左氏傳》：出戰交綏。杜預曰：《司馬法》：逐奔不遠，從綏不反，逐奔不遠則難誘，從綏不及則難陷，然則古者名退軍為綏也，争而兩退，故曰交綏，行遲綏〻。為字在部。	為字在部：當作為■字在■部。	6_138_B11	c058a074	Y27b-02-13-1.jpg
Y27200433-1	v27#425	綷	293		作憒反。《方言》：綷同也，宋衛之間曰綷也。		6_138_B12	c058a075	Y27b-03-01-1.jpg
Y27200433-2	v27#425	繼	293		公隸反。《周易》：明兩作離，大人以継明照于四方。王弼曰：継謂不絕也。《國語》：又鮮其継。賈逵曰：継餘也。《尓雅》：纉紹継也。《說文》：継續也。《喪服傳》：継母如母，継母之配父与母同，故孝子不敢殊服也，夫死妻⿰木⿸厂羊 子幼，子无大功之親，与之適人，所適者亦无大功之親，所適者以其貸財為之築宮廟，歲時使之祀焉，妻不敢与，是則継父之道也。		6_138_B21	c058a081	Y27b-03-01-2.jpg
Y27200436-1	v27#425	継	293		今俗繼字也。		6_138_B22	c058a082	Y27b-03-04-1.jpg
Y27200437-1	v27#425	綯	293		徒高反。《毛詩》：霄尓索綯。《傳》：曰：綯絞也。《尓雅》：亦云。郭璞曰：糾絞繩索也。《方言》：自關而東周洛韓鄭汝穎而東，或謂車紂為曲綯。郭璞曰：亦繩名也。謝承《後漢書》：有敗布綯。野王案：綯亦懤也。		6_138_B31	c058a083	Y27b-03-05-1.jpg
Y27200439-1	v27#425	絝	293		《字書》：古文綯字也。		6_138_B32	△(c057a043)	Y27b-03-07-1.jpg
Y27200439-2	v27#425	繁	293		扶藩反。《毛詩》：正月繁霜。《傳》：曰：繁多也。《礼記》：孔子曰辞讓之節繁。鄭玄曰：繁猶盛也。又音蒲柯反。人姓也。《漢書》：有繁延壽。		6_138_B41	c057b042	Y27b-03-07-2.jpg
Y27200440-1	v27#425	繾	293		祛善反。《毛詩》：以謹繾綣。《傳》：曰：繾綣反覆也。《左氏傳》：繾綣從公。杜預曰：繾綣不離散也。《字書》：亦䭤字也。⿰食叀也，黏也，進也。在食部。		6_138_B42	c058a085	Y27b-03-08-1.jpg
Y27200442-1	v27#425	綣	293		口阮反。《礼記》：綣〻服膺不失之矣。鄭玄曰：綣〻奉持之皃也。又曰：今夫一綣石之多。鄭玄曰：綣猶區也。又曰：綣豚行，不舉足，齋如流。鄭玄曰：綣轉也，豚之言若有所循也。《字書》：亦綣字也。𪐂𢮨也。在黍部。		6_138_B51	c058a086	Y27b-03-10-1.jpg
Y27200444-1	v27#425	紗	294		所加反。《周礼》：內司服，掌王后之六服，褘衣榆狄鞠衣，展[衣]，祿衣，素紗。鄭衆曰：赤衣也。鄭玄曰：謂今之白絹也，六服者皆袍制，以白絹為其裏，使人張顯也，今世有紗穀者，名出於此耳。《廣雅》：紗少也，紗微也。		6_138_B52	c058a087	Y27b-03-12-1.jpg
Y27200446-1	v27#425	繶	294		於力反。《周礼》：屨人，掌為赤繶黃[繶]。鄭衆曰：以赤黃之絲為下緣也。《礼家說》：繶亦謂以采絲礫其下也。鄭玄曰：謂縫中紃也。《廣雅》：繶絛也。或為𩍖字，在革部。	《礼家說》：未勘。	6_138_B61	c058a091	Y27b-03-14-1.jpg
Y27200447-1	v27#425	綖	294		餘戰餘旃二反。《周礼》：弁師，掌王之五冕，皆玄冕朱裏綖紐。《左氏傳》：衡紞紘綖。杜預曰：綖冠上䨱也。《礼記》：天子玉璅十有二流，前後遂綖。鄭玄曰：綖冕上䨱也，遂綖，言皆出冕前後而垂也。		6_138_B62	c058a092	Y27b-03-15-1.jpg
Y27200449-1	v27#425	緻	294		馳致反。《礼記》：德產之緻也精微。鄭玄曰：緻密也。《方言》：紩秦謂之緻。又曰：襜褕弊謂之緻。郭璞曰：縫納弊故之名也。又曰：縷謂之緻。郭璞曰：襤縷緻紩者也。《廣雅》：緻補也，緻練也，緻至也。		6_139_A11	c058a093	Y27b-03-17-1.jpg
Y27200451-1	v27#425	繽	294		匹仁反。《韓詩》：緝〻繽〻，謀欲譛言。繽〻往来皃也。《楚辞》：佩繽紛其繁餝。王逸曰：繽紛盛皀也，繁衆也。《尚書大傳》：大廟之中，繽乎其猶模繍也。鄭玄曰：言文章之可觀也。《廣雅》：繽〻衆也，繽紛闘争。《說文》：為𩰝字，在鬥部。		6_139_A12	c058a094	Y27b-04-02-1.jpg
Y27200453-1	v27#425	綵	294		且宰反。《尚書》：以五采彰施于五色。野王案《蒼頡篇》：繒色也。《周礼》：王執大圭，繅藉五采以朝日。鄭玄曰：有采文也。《考工記》：書繪之事五采備謂之繍是也。《廣雅》：春草，雞翹，蒸衆粟，欝金，瑰瑋，麹塵綟，无卧綦綺，笛綵也。		6_139_A21	c058a095	Y27b-04-04-1.jpg
Y27200456-1	v27#425	綽	294		齒灼反。《毛詩》：綽〻有裕。《傳》：曰：綽寬也。《韓詩》：寬兮綽兮。綽柔皃也。《尓雅》：綽〻緩也。野王案《毛詩》：寬兮綽兮是也。或為繛字，在素部。綽約婉約之綽，或為婥字，在女部。		6_139_A22	c058a101	Y27b-04-07-1.jpg
Y27200458-1	v27#425	䋷	294		亡侯反。《埤蒼》：䋷縛也。益州云。		6_139_A31	c058a102	Y27b-04-09-1.jpg
Y27200458-2	v27#425	𦂇	294		几免反。《廣雅》：緩縮也。		6_139_A32	c058a103	Y27b-04-09-2.jpg
Y27200458-3	v27#425	𥾛	295		且骨反。《字書》：𥾛索也。		6_139_A41	c058a104	Y27b-04-09-3.jpg
Y27200459-1	v27#425	紽	295		達柯反。《毛詩》：羔羊之皮，素絲五紽。《傳》：曰：紽數也。		6_139_A42	c058a105	Y27b-04-10-1.jpg
Y27200459-2	v27#425	縺	295		力煎反。《字書》：縺縷不解也。		6_139_A51	c058a106	Y27b-04-10-2.jpg
