# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# KRM: Kanchi’inbon Ruiju Myogisho database
#
# Ruiju myogishō 類聚名義抄, Kanchi’in copy 観智院本, reorganized edition 改編本. 
# anonymous Buddhist monk, the latter half of the 12th century.
#
# Version: 1.1.97
# Date: 2024-06-11
# Last update : 2025-03-17
#
# Copyright (c) 2024-2025 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Research group of Linguistics, Hokkaido University Faculty of Humanities and Human Siences
# North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com, kleinekuma@gmail.com
#
# Data License Information and Access Rights
# License: 
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability): 
# Open access
#
# KRM Format information:
# KRID_wakun_no: Serial number assigned to each Japanese reading (wakun) annotation within an item (item serial No. + wakun serial No.). A suffix (b, c, …) is added for branching Japanese reading annotations.
# KR2ID: The ID number assigned based on its location in the Kazama edition
# Entry: Hanzi glyph of the headword
# Def: Definitional annotation through Japanese reading (wakun)
# Word_form: Normalized form of a Japanese reading annotation (wakun)
# Wakun_Hanzi: Wakun in katakana, with its Hanzi form parenthesized
# Wakun_variant: Katakana wakun variation added to the primary form (usually added to the left or right side). If incorrect wakun are corrected, an arrow (←) is precedes the incorrect reading.
# Hanzi_variant: Hanzi variant glyphs
# JK_ID: ID in the Nihon Kokugo Daijiten (2e), The Shogakukan Japanese dictionary, Japanknowledge edition
# Remarks: Editor's notes
#
# Abbreviations:
# 正宗索引: 正宗敦夫編, 類聚名義抄 仮名索引, 日本古典全集刊行会, 1939-1940
# 岡田研究: 岡田希雄, 類聚名義抄の研究, 一条書房, 1944
# 望月和訓集成: 望月郁子編, 類聚名義抄: 四種声点付和訓集成, 笠間書院, 1974
# 中村文選: 中村宗彦, 九条本文選古訓集, 風間書房, 1983
# 草川和訓集成: 草川昇編, 五本対照類聚名義抄和訓集成, 汲古書院, 2000
# 西端誤写考察: 西端幸雄, 類聚名義抄における誤写の考察, 訓点語と訓点資料45, 1971
# 西端誤写諸例: 西端幸雄, 類聚名義抄における誤写の諸例, 訓点語と訓点資料52，1973
# 略注: 佐藤喜代治，色葉字類抄略注，明治書院，1995
# 群書治要: 小林芳規・原卓志・山本秀人・山本真吾・佐々木勇編, 宮内庁書陵部蔵本群書治要経部語彙索引, 汲古書院, 1996
# 毛詩鄭箋: 毛詩鄭箋（一）（二）（三）, 古典研究会叢書漢籍之部１～３, 原本所蔵静嘉堂文庫, 汲古書院, 1992
#
# Acknowledgments:
# We are grateful to Tenri Central Library and Yagi Shoten for permission to publishment of the decipherment text of KRM.
#
# This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526, 23K17500.
#
KRID_wakun_no	KR2ID	Entry	Def	Word_form	Wakun_Hanzi	Wakun_variant	Hanzi_variant	JK_ID	Remarks
F24048_01	K0804343	ー（蕭）／索	同	かすか	カスカ（蕭索）			200200d2abc6Ts2ebkq6	山本秀人「改編本類聚名義抄における増補された和訓の色葉字類抄との関係について」『高知大国文』31の例37。風間力三1979類聚名義抄の文選読の連番114。
F24049_01	K0804344	ー（蕭）／瑟	同	かすか	カスカ（蕭瑟）			200200d2abc6Ts2ebkq6	中村文選(369頁・秋)「蕭瑟(ト)カスカナリ〈秋声也〉」。風間力三1979類聚名義抄の文選読の連番115。山本秀人「改編本類聚名義抄における増補された和訓の色葉字類抄との関係について」『高知大国文』31の例37。字類抄「蕭瑟カスカナリ」、文選・秋興賦（古訓）「悲哉。秋之為氣也。蕭瑟カスカナリ兮。」注「蕭瑟。秋声也」（カ・畳字、略注393頁）。
F24050_02	K0804351	萓	カヤ(LH)	かや	カヤ（萓）			200200eaeab3mOtor305	
F24051_01	K0804352	苅／ー（萓）	カルカヤ	かるかや	カルカヤ（苅萓）			200200f141f3fd3O3sbF	
F24052_02	K0804353	葇	イヌエ	いぬえ	イヌエ（葇）			2002004ca234h61kVX8c	道円本和名抄(巻17稲穀部)「香葇　和名以沼衣」。
F24053_01	K0804354	香／ー（葇）	同	いぬえ	イヌエ（香葇）			2002004ca234h61kVX8c	前を見よ。
F24054_02	K0804361	蔀	シトミ(LL@)	しとみ	シトミ（蔀）			200201ee4c5cpjB23V88	
F24054_03	K0804361	蔀	カクフ(HH@)	かくふ	カクフ（蔀）			200200c58620LmhA0ck2	字類抄「蔀」に「栫カコフ」（カ・辞字、略注338頁）。
F24054_04	K0804361	蔀	オホフ(LL@)	おほふ	オホフ（蔀）			2002008d0ed324G892r6	
F24055_02	K0804362	苑	ソノ(LH)	その	ソノ（苑）			20020283dce31Oc69Lsy	
F24056_01	K0804363	ー（苑）／囿	同	その	ソノ（苑囿）			20020283dce31Oc69Lsy	道円本和名抄(巻1地部)「苑囿　和名同上」。前項「園圃　和名曽乃一云曽乃布」。日国「その 【園・苑】」の表記に未収。
F24056_02	K0804363	ー（苑）／囿	ソノフ(LHH)	そのふ	ソノフ（苑囿）			20020283e52525QfMgI3	前を見よ。日国「その‐う［‥ふ］ 【園生】」の表記に未収。
F24057_02	K0804364	紫／菀	ーーノシ(LH")	のじ	ノジ（紫菀）			20020349d571RB224KO6	道円本和名抄(巻20草木部草類)「紫菀　和名能之俗云之乎邇」。
F24057_03	K0804364	紫／菀	俗云シヲニ(RHH)	しをに	シヲニ（紫菀）			200201d61227x3W981Lg	道円本和名抄(巻20草木部)「紫菀　和名能之俗云之乎邇」。「俗云之乎邇」は十巻本になし（箋注一〇ノ四オ）（岡田研究118-119頁）。草川和訓集成に採録。字音読み。
F24059_02	K0804374	菓	クタ物(LL@)	くだもの	クダモノ（菓）			2002013e1d5eh1q7P62J	中村文選(19頁・西都)「果ノ／(上野)クタモノ〈果作菓〉」。
F24059_03	K0804374	菓	コノミ	このみ	コノミ（菓）			2002019ce1a4Fe10IUeR	
F24060_02	K0804381	蔦	ホヤ	ほや	ホヤ（蔦）			200203e276761RyH6mPk	万象名義「松柏寄生也」。
F24061_02	K0804382	䔍	アツシ(HHH)	あつし	アツシ（䔍）				
F24061_03	K0804382	䔍	トヽム	ととむ	トトム（䔍）				
F24061_04	K0804382	䔍	マヌカル	まぬかる	マヌカル（䔍）			200203f5018690Z7028L	日国の表記「篤」で収録。
F24061_05	K0804382	䔍	カタシ(HH@)	かたし	カタシ（䔍）			200200d60d132Nqg2CIW	日国の表記「篤」で収録。字類抄同訓「難カタシ」、爾雅・釈詁「篤。固也」（カ・辞字、略注339頁）。
F24063_03	K0804384	苟	シハヽ(LH@)	しばしば	シバシバ（苟）			200201f18d38U0h1D2Jv	蓮成院本(下1・2オ1)「シハヽヽ」。万象名義「且也」。
F24063_04	K0804384	苟	イヤシクモ(LH@@@)	いやしくも	イヤシクモ（苟）			20020052403eUy0t9LZP	訓点語辞典「イヤシクモ（苟）」（245頁、村上雅孝）。
F24063_05	K0804384	苟	マコトニ(@H@@)	まことに	マコトニ（苟）			200203edf110314lBqdm	蓮成院本(下1・2オ1)「マコトニ(LH@@)」。詩・唐風・采苓「苟亦無信」伝「苟、誠也」箋「苟、且也」、静嘉堂文庫本毛詩鄭箋巻6・167行「苟マコトに「亻」(左)シハラク「ケ」亦、信すること無れ」。中村文選(84頁・東京)「苟ニ／(寛文)マコトニ」。
F24063_06	K0804384	苟	シハラクモ(LH"@@@)	しばらくも	シバラクモ（苟）			N/A	詩・王風・君子于役「苟無飢渴」伝「苟、且也」、静嘉堂文庫本毛詩鄭箋巻4・36行「苟シハラクも」。中村文選(652頁・賛)「苟シハラクモ」。日国未収。日国「しばら‐く 【暫・且・姑・須臾】」の表記に未収。
F24066_02	K0804414	薢／茩	ヒシ(HH)	ひし	ヒシ（薢茩）			200203845e6c0ifV3Id7	道円本和名抄(巻17菓蓏部)「菱子　秦謂之薢茩［皆后二音］（略）［和名比之］」。
F24066_04	K0804414	薢／茩	トコロ(LL@)	ところ	トコロ（薢茩）			20020306b4efww3W6rKb	箋注本和名抄(巻9菓蓏部)「薢　崔禹錫食經云薢［音解度古侶俗用𬜭字漢語抄用野老二字今案並未詳］（略）」。
F24067_01	K0804422	𬜭	トコロ	ところ	トコロ（𬜭）			20020306b4efww3W6rKb	
F24067_05	K0804422	𬜭	コモル(LL@)	こもる	コモル（𬜭）				日国「こも・る 【籠・隠】」に未収。存疑。
F24068_01	K0804423	𦬃	同	ところ	トコロ（𦬃）			20020306b4efww3W6rKb	
F24069_02	K0804424	葪	アサミ(HH"@)	あざみ	アザミ（葪）			2002001193ebmN1nK42R	新撰字鏡「𮏴」に「阿佐美」。
F24073_01	K0804434	大／葪	ヤマアサミ	やまあざみ	ヤマアザミ（大葪）			2002043ae24es8Q5gEFz	道円本和名抄(巻17菜蔬部)「大葪　和名夜万阿佐美」。蓮成院本(下1・2オ4)「ヤマアサミ(LL@@@)」。
F24074_02	K0804441	菼	アシツノ(HHH"H、ツ-ノ)	あしづの	アシヅノ（菼）	アシノツノ（菼）		2002001378c523i1Qwou	傍書「ノ」は「あしのつの」とすべきをいうのであろう。
F24074_02b	K0804441	菼	アシツノ(HHH"H、ツ-ノ)	あしのつの	アシノツノ（菼）	アシヅノ（菼）		20020012460dHxP5F8PT	
F24074_03	K0804441	菼	フシム	ふしむ	フシム（菼）				
F24080_03	K0804454	荕／𮏴	スチ(LH")	すぢ	スヂ（荕）			200202484787v1kyyym9	
F24081_04	K0804462	莂	ワク	わく	ワク（莂）			2002047f78c6Qz3980d3	
F24082_01	K0804464	石／蔛	スクナヒコノクスネ	すくなひこのくすね	スクナヒコノクスネ（石蔛）			20020246e0e71JN3EB54	道円本和名抄(巻20草木部)「石蔛　和名須久奈比古乃久須禰一云以波久須利」。
F24082_02	K0804464	石／蔛	一云イハクスリ	いはぐすり	イハグスリ（石蔛）			20020056d864Cqoof62o	前を見よ。
F24083_02	K0804472	莧	ヒユ(LH)	ひゆ	ヒユ（莧）			200203953f07zq2M64c8	新撰字鏡「比由」。本草和名「莧實　和名比由」（下35表）。
F24083_03	K0804472	莧	ハシメ	はじめ	ハジメ（莧）			2002035cff2cp5jCFBYH	莧・萈、いずれの字義に対応するか、不明。
F24084_01	K0804474	赤／ー（莧）	アカヒユ(HL@@)	あかひゆ	アカヒユ（赤莧）			2002000908c7Ui4pQ59I	蓮成院本(下1・2オ7)「アカヒユ(HH@@)」。道円本和名抄(巻14調度部中)「赤莧　和名阿加比由」。
F24085_01	K0804481	馬／ー（莧）	ウマヒユ(LL@@、ウ-ム)	うまびゆ	ウマビユ（馬莧）	ムマビユ（馬莧）		2002006e665dIQ0gPK8e	道円本和名抄(巻17菜蔬部)「馬莧　楊氏抄云馬歯草宇万比由」。
F24085_01b	K0804481	馬／ー（莧）	ウマヒユ(LL@@、ウ-ム)	むまびゆ	ムマビユ（馬莧）	ウマビユ（馬莧）		2002006e665dIQ0gPK8e	
F24086_01	K0804482	ー（莧）／尒	トニコヽニ(@LL@@)	にここ	ニココ（莧尒）			200203310f71dur3NJsf	中村文選(84頁・東京)「莞爾(ト)ニココニ〈莧善〉」。掲出字は「莞尒」とすべきか。風間力三1979類聚名義抄の文選読の連番116。字類抄「完尓　莧イ本」に「ニココ」、文選・東京賦（古訓）「憮然有間。乃莞爾トニココニ而笑」（略注138頁）。
F24088_02	K0804484	莓	コケ	こけ	コケ（莓）			20020188af121Ll436R9	
F24090_03	K0804512	爇／𤑔	アツシ(LLH)	あつし	アツシ（爇）		アツシ（𤑔）	200200185a0fAn6UVnPK	
F24090_04	K0804512	爇／𤑔	ヤク	やく	ヤク（爇）		ヤク（𤑔）	200204325ed5MDCp0c0g	
F24090_05	K0804512	爇／𤑔	タク(HL)	たく	タク（爇）		タク（𤑔）	20020299b8258YnSAb9w	
F24092_03	K0804521	𧃳	ケカル	けがる	ケガル（𧃳）			200201580885l40Hm9ng	
F24094_04	K0804523	⿱艹⿱⿰圭丸云／藝	ウフ(HL)	うう	ウウ（藝）			2002005d6fef4w7FDu79	詩・小雅・楚茨「自昔何為、我蓺黍稷」、静嘉堂文庫本毛詩鄭箋巻13・224行「自昔、何かを為せむ、我黍稷を蓺ウヘム」。中村文選(545頁・述徳)「藝ウフ」。
F24094_05	K0804523	⿱艹⿱⿰圭丸云／藝	マト(HH)	まと	マト（藝）			200203f3ffc34yh777cg	
F24094_06	K0804523	⿱艹⿱⿰圭丸云／藝	ナレタリ(LHLH、レ-ル(L))	なれたり	ナレタリ（藝）	ナル（藝）		2002032ab79aa2UCar7w	第二類動詞終止形語末の仮名に「東点のつけちがえの点」（望月和訓集成664頁）。字類抄「褻」に「馴ナル」、名義抄「褻」と「藝」とを混同、字類抄も字体誤り、今正す、広雅・釈言「褻、狎也」（ナ・辞字、略注636頁）。
F24094_06b	K0804523	⿱艹⿱⿰圭丸云／藝	ナレタリ(LHLH、レ-ル(L))	なる	ナル（藝）	ナレタリ（藝）		2002032ab79aa2UCar7w	
F24094_07	K0804523	⿱艹⿱⿰圭丸云／藝	ケ(L)〈衣也〉	け	ケ（藝）			200201510aefrRs11FEs	
F24094_08	K0804523	⿱艹⿱⿰圭丸云／藝	ヨシ	よし	ヨシ（藝）			2002044c35eecK16K1He	字類抄「藝」に同訓「善ヨシ」（ヨ・辞字、略注405頁）。
F24094_09	K0804523	⿱艹⿱⿰圭丸云／藝	オキテ	おきて	オキテ（藝）			200200967014jbOponvl	
F24094_10	K0804523	⿱艹⿱⿰圭丸云／藝	シツカナリ	しづかなり	シヅカ（藝）			200201e30decKIQ6p5Zd	「藝」は万象名義・広韻「靜也」あり。日国「しず‐か［しづ‥］ 【静─・閑─】」の表記に未収。
F24094_11	K0804523	⿱艹⿱⿰圭丸云／藝	ナスラフ	なずらふ	ナズラフ（藝）			20020321d5c1j3mE7c5T	
F24094_12	K0804523	⿱艹⿱⿰圭丸云／藝	ツネニ	つねに	ツネニ（藝）			200202d63001x79F3GAh	
F24094_13	K0804523	⿱艹⿱⿰圭丸云／藝	ヲサム	をさむ	ヲサム（藝）				
F24094_14	K0804523	⿱艹⿱⿰圭丸云／藝	ナリハヒ	なりはひ	ナリハヒ（藝）			2002032a410bZDpPFc1B	
F24094_15	K0804523	⿱艹⿱⿰圭丸云／藝	ユタカナリ	ゆたかなり	ユタカ（藝）			20020448d117fSkjLf1N	
F24094_16	K0804523	⿱艹⿱⿰圭丸云／藝	ワサ	わざ	ワザ（藝）			200204803f8d4cNL9ax3	
F24094_17	K0804523	⿱艹⿱⿰圭丸云／藝	ウク	うく	ウク（藝）				
F24099_01	K0804544	磨／ー（藣）	ユリ(RH)	ゆり	ユリ（磨藣）			2002044af349JbQ47byy	
F24100_01	K0804551	山／葵	ワサヒ(HHL")	わさび	ワサビ（山葵）			2002048065e4tCMP6sHz	道円本和名抄(巻16飲食部)「山葵　和名和佐比」。
F24101_02	K0804552	蔡	ハナル(LL@)	はなる	ハナル（蔡）			2002036b045fYnVM6mGQ	字類抄同訓「ハナル」、左氏伝・昭公元年「周公殺管叔而蔡蔡叔」注「蔡。放也」、追放した意（略注102頁）。
F24101_03	K0804552	蔡	ハカル(LLH)	はかる	ハカル（蔡）				字類抄「葵」に「ハカル」、「蔡」と「葵」とを混同（略注82頁）。
F24104_02	K0804554	⿱艹⿱兀十／⿱艹夲	アツマル(LLHL)	あつまる	アツマル（萃）			20020019a20303GbOV30	蓮成院本(下1・2ウ4)「アツマル(LLLL)」。詩・陳風・墓門「有鴞萃止」伝「萃、集也」、静嘉堂文庫本毛詩鄭箋巻7・67行「萃ヰル(左)アツマル」。群書治要・春秋左氏伝下・昭公七年「萃アツマレル淵藪」注「萃集也…集ア（ツマ）而て」。中村文選(62頁・西京)「萃アツマル／(上野)レリ／(正安)アツマレリ」。中村文選(348頁・景)「萃アツマリテ」。字類抄「集アツム　アツマル」（ア・辞字、略注1225頁）。
F24104_03	K0804554	⿱艹⿱兀十／⿱艹夲	イタル(HHL)	いたる	イタル（萃）			2002003eb951VyrXSZa7	中村文選(78頁・西京)「萃イタランコトヲ〈－猶至也〉」。日国「いた・る 【至・到】」の表記に未収。
F24104_04	K0804554	⿱艹⿱兀十／⿱艹夲	トモカラ(HHH"H)	ともがら	トモガラ（萃）			20020310456028YOr4aT	字類抄同訓「伴トモカラ」（略注198頁）。
F24106_02	K0804564	𦵰	タチカレ(LHH"H)	たちがれ	タチガレ（𦵰）			2002029fafd7Izb57VIG	字類抄「葘」に「タチカレ」（タ・植物、略注426頁）、字類抄「𦵰」に「タチカレ」（タ・辞字、略注481頁）。
F24107_02	K0804571	蔕	ホソ(HH)	ほそ	ホソ（蔕）			200203dcc202wTQbN2JR	「果実のへた」（日国）の意。中村文選(53頁・西京)「蔕ホソツケテ〈根也善果鼻也〉／(上野)ホソツケ／(正安)ホソツケテ／(寛文)ネサシ・ホソツケテ」。
F24107_03	K0804571	蔕	シケシ(LL"H)	しげし	シゲシ（蔕）				
F24107_04	K0804571	蔕	ホシ	ほし	ホシ（蔕）			N/A	中村文選論文33頁「採録又は転写間に錯誤」「蔕ホソツケテ」（西京賦）「ホソ・ホソツクを誤写」。日国未収。
F24107_05	K0804571	蔕	ホソツラ(HH@@)	ほそつく	ホソツク（蔕）			N/A	字類抄「ホソツク」、文選・西京賦（古訓）「蔕ホソツケテ倒茄於藻井」、名義抄等の訓は仮名の誤り（略注155頁）。中村文選53頁。中村文選論文33頁「採録又は転写間に錯誤」「蔕ホソツケテ」（西京賦）「ホソ・ホソツクを誤写」。「蔕（ほぞ）、付く」の意。日国未収。
F24107_06	K0804571	蔕	サカユ	さかゆ	サカユ（蔕）				
F24109_03	K0804574	𠦄／芔／⿱巾⿰巾巾	クサ(LL)	くさ	クサ（𠦄）		クサ（芔）	20020138a5140O6TF8Ak	
F24112_03	K0804584	𦯧／葉	ワキ	つぎ	ツギ（葉）		ツギ（𦯧）	200202cf4a9ataI9f4VX	中村文選(184頁・呉)「葉ヨヲ」。中村文選(279頁・羽)「世ツキ〈葉善代也〉／(寛永)ヨ」。正宗索引「ワキハヨ」に「ハ・ヨは各一語ならんワキ不明」。草川和訓集成「ワキハヨ」で採録。日国「つぎ 【継】」の表記に未収。世継の意。
F24112_04	K0804584	𦯧／葉	ハ(H)	は	ハ（葉）		ハ（𦯧）	2002034f4a316Lo25h8O	正宗索引「ワキハヨ」に「ハ・ヨは各一語ならんワキ不明」。草川和訓集成「ワキハヨ」で採録。
F24112_05	K0804584	𦯧／葉	ヨ(H)	よ	ヨ（葉）		ヨ（𦯧）	2002044b8f98M2NC2UJx	中村文選(184頁・呉)「葉ヨヲ」。中村文選(279頁・羽)「世ツキ〈葉善代也〉／(寛永)ヨ」。正宗索引「ワキハヨ」に「ハ・ヨは各一語ならんワキ不明」。草川和訓集成「ワキハヨ」で採録。
F24112_06	K0804584	𦯧／葉	ハナヒラ(LL@@)	はなびら	ハナビラ（葉）		ハナビラ（𦯧）	2002036a5823h6D77484	
F24112_07	K0804584	𦯧／葉	ノモミチハ	もみぢば	モミヂバ（葉）		モミヂバ（𦯧）	2002042c57cdIyEG8N8m	蓮成院本(下1・3オ1)「モミチハ」。正宗索引「「ノ」モミチハ」に「ノの字うすけれど有るごとし」。文選読み。日国「もみじ‐ば［もみぢ‥］ 【紅葉・黄葉】」の表記に未収。
F24113_01	K0804613	黄／ー（葉）	モミチハ(LLL"L")	もみぢば	モミヂバ（黄葉）			2002042c57cdIyEG8N8m	箋注本和名抄(巻10草木部)「葉　陸詞切韻云葉［與渉反和名波万葉集黄葉紅葉讀皆並毛美知波］草木之敷於莖枝者也」。
F24114_01	K0804614	紅／ー（葉）	同	もみぢば	モミヂバ（紅葉）			2002042c57cdIyEG8N8m	前を見よ。
F24115_01	K0804621	杏／ー（葉）	ワヒラ(HH"H)	わびら	ワビラ（杏葉）				原文「禾ヒラ」。道円本和名抄(巻15調度部)「杏葉 辨色立成云杏葉〈伊俾良俗云行衣布〉」（箋注本なし）。
F24116_01	K0804622	ー（葉）／椀	クホテ(HH"H)	くぼて	クボテ（葉椀）			200201441e8087Upz7jD	箋注本和名抄(巻5調度部)「葉椀　本朝式云（略）五位以上葉椀［久保天］」。
F24117_01	K0804623	ー（葉）／平	ヒラテ(@H@)	ひらで	ヒラデ（葉平）			2002039a3adclUB64N8u	
F24118_03	K0804624	藐／𦴭	ハルカナリ(LH@@@)	はるかなり	ハルカ（藐）		ハルカ（𦴭）	200203736181Q6oQCCp1	
F24118_04	K0804624	藐／𦴭	スクナシ	すくなし	スクナシ（藐）		スクナシ（𦴭）		
F24118_05	K0804624	藐／𦴭	ムラサキ(L@@@)	むらさき	ムラサキ（藐）		ムラサキ（𦴭）	20020418208362GS0UV8	
F24118_07	K0804624	藐／𦴭	カウハシ	かうばし	カウバシ（藐）		カウバシ（𦴭）	2002017b95cfc84BnV2A	爾雅・釈詁「藐藐、美也」。文選・張衡・西京賦「眳藐流盼」注「藐，好視容也」。中村文選80頁「眳邈とウルハシク」。日国「こうばし・い［かうばしい］ 【香・芳】」の表記に未収。
F24120_02	K0804633	業	ナリハヒ(LL@@)	なりはひ	ナリハヒ（業）			2002032a410bZDpPFc1B	
F24120_03	K0804633	業	ノリ	のり	ノリ（業）			2002034daaf1j60RUl31	訓点語彙集成に例あり（法華経単字、石山寺本大唐西域記巻4）。日国「のり 【法・則・矩・式・典・憲・範・制・程・度】」の表記に未収。
F24120_04	K0804633	業	ツトム	つとむ	ツトム（業）				
F24120_05	K0804633	業	ナル(LH)	なる	ナル（業）			2002032a593a44x7iL4W	字類抄同訓「成ナル」（ナ・辞字、略注637頁）。
F24120_06	K0804633	業	モトサシ	もとさし	モトサシ（業）			N/A	蓮成院本(下1・3オ3)「モトナシ」、草川和訓集成(ママ)を付す。
F24120_07	K0804633	業	オソシ	おそし	オソシ（業）			2002009dc752r5kyu7xr	
F24120_08	K0804633	業	ウコク	うごく	ウゴク（業）			20020060b290I0gq4dvo	
F24120_09	K0804633	業	オソル	おそる	オソル（業）				
F24120_10	K0804633	業	ミチ(HH)	みち	ミチ（業）			200204043971fC6eNfi8	日国の表記「葉」で収録。
F24120_11	K0804633	業	オホイナリ(LL@@@)	おほいなり	オホイ（業）			2002008ca703RVU99BXl	爾雅・釈詁「業、大也」万象名義・広韻「大也」。日国「おおい［おほい］ 【大】」の表記に未収。
F24120_12	K0804633	業	ハケム	はげむ	ハゲム（業）			2002035a78b47nSg1cD5	
F24120_13	K0804633	業	ナリ	なり	ナリ（業）			20020329bb262eHuzRD6	
F24121_01	K0804642	家／ー（業）	ナリハヒ(LLLL)	なりはひ	ナリハヒ（家業）			2002032a410bZDpPFc1B	
F24122_02	K0804643	蔽	オホフ(LLH)	おほふ	オホフ（蔽）			2002008d0ed324G892r6	群書治要・春秋左氏伝中・襄公二十七年「諸侯（を）蔽ヲホフ」。
F24122_03	K0804643	蔽	カクス-ル(LHL-L)	かくす	カクス（蔽）	カクル（蔽）		200200c71445ummUiEjd	蓮成院本(下1・3オ3)「カクス-ル(LLH-@)」。中村文選(29頁・西都)「蔽カクス」。中村文選(87頁・東京)「蔽カクシ」。
F24122_03b	K0804643	蔽	カクス-ル(LHL-L)	かくる	カクル（蔽）	カクス（蔽）		200200c96d52fNa8PBvw	
F24122_04	K0804643	蔽	クラシ(HH@)	くらし	クラシ（蔽）			2002014700fcgWtVOHD5	
F24122_05	K0804643	蔽	ノフ	のふ	ノフ（蔽）				
F24122_06	K0804643	蔽	サヽク	ささぐ	ササグ（蔽）			200201bb71ebrHy2PogD	
F24123_01	K0804651	𦿔	オホフ	おほふ	オホフ（𦿔）			2002008d0ed324G892r6	訓点語彙集成に例あり（神田本白氏文集など）。日国「おお・う［おほふ］ 【覆・被・掩・蓋・蔽】」の表記に未収。
F24123_02	K0804651	𦿔	サハル	さはる	サハル（𦿔）			200201c80eb92nSkI854	同字「蔽」は万象名義・宋本玉篇「障也」。
F24123_03	K0804651	𦿔	ア□ル	あたる	アタル（𦿔）	ヤフル（𦿔）			不明箇所は「タ」か。蓮成院本(下1・3オ4)「アタル」。正宗索引「やふる」に「ア□ルにて不明或はヤフルか」。□は右側「ノ」の部分のみ見え「ク」あるいは「フ」か。草川和訓集成「アタル」で立項。
F24123_03b	K0804651	𦿔	ア□ル	やぶる	アブル（𦿔）	アタル（𦿔）			
F24123_04	K0804651	𦿔	ツヒタリ	つぶ	ツブ（𦿔）			200202d7160bQhvz5M7w	
F24123_05	K0804651	𦿔	*カキアク	かきあく	カキアク（𦿔）				
F24124_03	K0804653	𧆊	*ワラヒ	わらび	ワラビ（𧆊）			20020483b1f5DPllc9NG	
F24125_02	K0804661	萼	花フサ(@L"L)	はなぶさ	ハナブサ（萼）			2002036a651df7Y0vtRR	中村文選(543頁・補亡)「萼ハナフサアリ」。
F24125_03	K0804661	萼	フサ	ふさ	フサ（萼）			200203a97199iCqQK93J	
F24129_02	K0804664	菊	カハラヨモキ(HHH@@@)	かはらよもぎ	カハラヨモギ（菊）			200200f53e6139124D47	蓮成院本(下1・3オ5)「カハラヨウキ(HHHH@L"、ウ-モ(H))」。
F24131_01	K0804672	女／菊	カムタチ(HH@@)	かむだち	カムダチ（女菊）			200200fdf366lcI85L65	
F24133_01	K0804674	⿱艹掬	ムツフ	むつふ	ムツフ（⿱艹掬）				「𢵗」と同字か。存疑。
F24134_02	K0804681	荲	シフクサ(LL"L@)	しぶくさ	シブクサ（荲）			200201f33aa05hs5UtY4	道円本和名抄(巻17菜蔬部野菜類)「羊蹄菜　唐韻云荲［丑六反字亦作蓫和名之布久佐一云之］羊蹄菜也」。蓮成院本(下1・3オ6)「シフクサ(LL"H@)」。
F24134_03	K0804681	荲	一云シ(R)	し	シ（荲）			200201d2d279V9M8LMz6	草川・望月和訓集成に声点無し。道円本和名抄(巻17菜蔬部)「羊蹄菜　唐韻云荲…和名之布久佐一云之」。
F24139_01	K0804712	皂／莢	カハラフチ(HHHLL")	かはらふぢ	カハラフヂ（皂莢）			200200f52dddTDD0D2x9	箋注本和名抄(巻10草木部葛類)「皀莢　本草云皀莢〈造夾二音加波良不知俗云虵結〉」とあり。
F24140_01	K0804713	鬼／ー（皂）／ー（莢）	クヽサ(L"H"H)	ぐぐさ	ググサ（鬼皂莢）			20020138011aP9g02Dz7	道円本和名抄(巻17菜蔬部)「鬼⿱艹皂莢　久々散」。
F24142_02	K0804721	蓽／蕟	ワタヽヒ(HH-LLL"-H")	わたたび	ワタタビ（蓽蕟）			20020481acaa3O8Okv2A	箋注本和名抄(巻十草木部草類)「蒟醤　本草云蒟醤一名蓽蕟〈必発二音和太々非〉」（道円本も同じ）とあり。
F24142_03	K0804721	蓽／蕟	上コケ	こけ	コケ（蓽）			20020188af121Ll436R9	
F24142_04	K0804721	蓽／蕟	ヨモキ	よもぎ	ヨモギ（蓽）			20020459db93F41mI6HA	
F24143_01	K0804723	ー（蓽）／撥	同	よもぎ	ヨモギ（蓽撥）			20020459db93F41mI6HA	
F24144_02	K0804724	荅	コタフ(L@@)	こたふ	コタフ（荅）			20020194a45cb4SVXrXQ	
F24145_02	K0804731	葛／葛	カツラ(HH"@)	かづら	カヅラ（葛）			200200d3ba837o067jWH	中村文選(408頁・幽)「葛カツラ」。
F24145_03	K0804731	葛／葛	クスカツラ	くずかつら	クズカツラ（葛）			2002013bef60pcK95rEP	蓮成院本(下1・3ウ1)「クスカツラ(LL"LHH)」。
F24146_01	K0804733	ー（葛）／穀	クスカツラノミ(LL"@@@@@)	くずかつらのみ	クズカツラノミ（葛穀）			N/A	日国未収。
F24147_01	K0804734	ー（葛）／脰	クスカツラノネ(LL"@@@@@)	くずかつらのね	クズカツラノネ（葛脰）			N/A	日国未収。
