# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# KRM: Kanchi’inbon Ruiju Myogisho database
#
# Ruiju myogishō 類聚名義抄, Kanchi’in copy 観智院本, reorganized edition 改編本. 
# anonymous Buddhist monk, the latter half of the 12th century.
#
# krm_wakun.tsv
# Version: 1.2.2
# Date: 11 June 2024
# Last update : 12 May 2025
#
# This file is a new version of KRM_wakun.tsv with updated specifications.
# The version number of KRM.tsv was 1.1.97, and it was last updated on March 17, 2025.
# This new version has been renamed to krm_wakun.tsv and will start with version 1.2.0.
#
# Copyright (c) 2024-2025 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Research group of Linguistics, Hokkaido University Faculty of Humanities and Human Siences
# North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com, kleinekuma@gmail.com
#
# Data License Information and Access Rights
# License: 
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability): 
# Open access
#
# KRM Format information:
# wakun_id	Wakun ID, extracted from kr_definition_sequence_id, containing only entries where the type of order is Japanese reading (wakun). Variant forms are appended with 'b', 'c', 'd'.
# definition_seq_id	5-digit numeric ID starting with 'F', sequentially assigned to heading entries. Definition components under each heading are ordered based on their appearance, and order indicators like _01, _02, etc., are appended accordingly. The heading itself is appended with _00.
# kazama_location	An ID indicating K + Volume (2 digits) + Kazama Edition Page (3 digits) + Line (1 digit) + Segment (1 digit) + 字順 (1 digit). Details of the rules for assigning 字順 are defined separately.
# hanzi_entry	Collated Hanzi characters, standardized to the Kangxi dictionary form, including Unicode-representable variant forms.
# wakun_elements	Extracted Japanese reading (wakun) components from the full definition, one component per entry.
# wakun_form	Form of the Japanese reading (wakun). Inflected words are in dictionary form, excluding particles. The particles 'no' and 'to' from 文選 readings are omitted.
# wakun_standard_hanzi	Standard wakun notation using standard kanji.
# wakun_variant_in_hanzi	Variant form of wakun notation using standard Hanzi characters.
# variant_hanzi_for_wakun	Wakun notation using variant Hanzi characters (itai-ji).
# japan_knowledge_id	The alphanumeric part of the JapanKnowledge URL for the corresponding entry in the Nihon Kokugo Daijiten 2nd Ed., starting from "20020" to the end, is recorded here if the wakun exists as a headword. If the wakun does not exist as a headword in the JapanKnowledge edition, null is entered.
#
#
# Abbreviations:
# 正宗索引: 正宗敦夫編, 類聚名義抄 仮名索引, 日本古典全集刊行会, 1939-1940
# 岡田研究: 岡田希雄, 類聚名義抄の研究, 一条書房, 1944
# 望月和訓集成: 望月郁子編, 類聚名義抄: 四種声点付和訓集成, 笠間書院, 1974
# 中村文選: 中村宗彦, 九条本文選古訓集, 風間書房, 1983
# 草川和訓集成: 草川昇編, 五本対照類聚名義抄和訓集成, 汲古書院, 2000
# 西端誤写考察: 西端幸雄, 類聚名義抄における誤写の考察, 訓点語と訓点資料45, 1971
# 西端誤写諸例: 西端幸雄, 類聚名義抄における誤写の諸例, 訓点語と訓点資料52，1973
# 略注: 佐藤喜代治，色葉字類抄略注，明治書院，1995
# 群書治要: 小林芳規・原卓志・山本秀人・山本真吾・佐々木勇編, 宮内庁書陵部蔵本群書治要経部語彙索引, 汲古書院, 1996
# 毛詩鄭箋: 毛詩鄭箋（一）（二）（三）, 古典研究会叢書漢籍之部１～３, 原本所蔵静嘉堂文庫, 汲古書院, 1992
#
# Acknowledgments:
# We are grateful to Tenri Central Library and Yagi Shoten for permission to publishment of the decipherment text of KRM.
#
# This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526, 23K17500 and 25K00466.
#
#
wakun_id	definition_seq_id	kazama_location	hanzi_entry	wakun_elements	wakun_form	wakun_standard_hanzi	wakun_variant_in_hanzi	variant_hanzi_for_wakun	japan_knowledge_id
F28962_08	F28962_08	K09111541	鷯／鷯	アトリ	あとり	アトリ（鷯）			2002001b69f6vsme0fJ3
F28962_09	F28962_09	K09111541	鷯／鷯	*カヤクキ	かやくき	カヤクキ（鷯）			200200eb13fdm7tnCYM8
F28962_10	F28962_10	K09111541	鷯／鷯	*サヽキ	ささぎ	ササギ（鷯）			200201bb588e7LLc0WA0
F28964_01	F28964_01	K09111640	𪄼	*イカルカ	いかるが	イカルガ（𪄼）			200200324b1cO84u6wMd
F28967_04	F28967_04	K09111730	鵃	*イカルカ	いかるが	イカルガ（鵃）			200200324b1cO84u6wMd
F28971_01	F28971_01	K09112120	鵈	ニハトリ	にはとり	ニハトリ（鵈）			2002033a1e1exzi2xYg2
F28971_02	F28971_02	K09112120	鵈	*ヒエトリ	ひえどり	ヒエドリ（鵈）			2002037db5c68G91SSX3
F28973_01	F28973_01	K09112141	⿱⿰𡰱月鳥／鶦／鶘	ウ	う	ウ（鶘）		ウ（鶦）	2002005beaa3z72XSYxJ
F28976_03	F28976_03	K09112241	𩿵／鴣	ミサコ	みさご	ミサゴ（鴣）		ミサゴ（𩿵）	200203ff6100pCuRiXx9
F28977_04	F28977_04	K09112310	鴰	ヒハリ	ひばり	ヒバリ（鴰）			20020390df81OR31MW0C
F28977_05	F28977_05	K09112310	鴰	*タトリ（_H_）	たどり	タドリ（鴰）			200202a3d333r5iab9Qh
F28979_02	F28979_02	K09112340	鵠	コフ（HL）	こふ	コフ（鵠）			2002016c629ch0Gi6o7N
F28979_03	F28979_03	K09112340	鵠	マト（HH）	まと	マト（鵠）			200203f3ffc34yh777cg
F28979_04	F28979_04	K09112340	鵠	ツル	つる	ツル（鵠）			200202db271e56gte7Dv
F28979_05	F28979_05	K09112340	鵠	クヽヒ（LLVH）	くぐひ	クグヒ（鵠）			20020137fa0692fnWmz3
F28981_03	F28981_03	K09112440	鵑	*クマタカ	くまたか	クマタカ（鵑）			20020144822fd2w4p980
F28982_05	F28982_05	K09112510	鶻	イハタカ	いはたか	イハタカ（鶻）			null
F28982_06	F28982_06	K09112510	鶻	ハヤフサ（LLLVL）	はやぶさ	ハヤブサ（鶻）			2002036f9ac0uAW1pk2w
F28989_03	F28989_03	K09112721	鸚／䳇	*コトマナヒ	ことまなび	コトマナビ（鸚䳇）			2002019aaeee6KDNF6Ve
F28990_03	F28990_03	K09112741	鶯／鸚／鸎	ウクヒス（LLVHL）	うぐひす	ウグヒス（鶯）		ウグヒス（鸚）	2002005f8ba4DaXF3G86
F28997_04	F28997_04	K09113141	𪈸／鸛	オホトリ（LLLL）	おほとり	オホトリ（鸛）		オホトリ（𪈸）	200200912663N306m3YE
F29000_02	F29000_02	K09113310	鸖	ツル（LH）	つる	ツル（鸖）			200202db271e56gte7Dv
F29002_01	F29002_01	K09113331	紅／鸖	ツキ（HH）	つき	ツキ（紅鸖）			200202cf4679KP3185hT
F29006_05	F29006_05	K09113431	鷚／鷚	*オホ鳥	おほとり	オホトリ（鷚）			200200912663N306m3YE
F29008_04	F29008_04	K09113521	⿰⿱丑丑鳥／鶵	ヒナ	ひな	ヒナ（鶵）		ヒナ（雛）	2002038f44f9s211Q0gw
F29009_02	F29009_02	K09113541	𪀫／𪀩	*ミツトリ	みつとり	ミヅトリ（𪀫）		ミヅトリ（𪀩）;ミヅトリ（鶵）;ミヅトリ（雛）	20020401baa4bnipF3mE
F29013_03	F29013_03	K09113640	鶂	アヲサキ	あをさぎ	アヲサギ（鶂）			20020005392d6vRqmhC6
F29014_01	F29014_01	K09113711	鷊／𪁌	*ニホ	にほ	ニホ（鷊𪁌）			2002032eabc6kU7gn14L
F29017_01	F29017_01	K09113740	⿰⿱赤口鳥	*オホ鳥	おほとり	オホトリ（⿰⿱赤口鳥）			200200912663N306m3YE
F29018_01	F29018_01	K09113811	天／鷁	*オホ鳥	おほとり	オホトリ（天鷁）			200200912663N306m3YE
F29021_03	F29021_03	K09114111	𪁰／𪀖／鶖	ミツトリ	みつとり	ミヅトリ（𪁰）		ミヅトリ（𪀖）;ミヅトリ（鶖）	20020401baa4bnipF3mE
F29021_04	F29021_04	K09114111	𪁰／𪀖／鶖	大トリ	おほとり	オホトリ（𪁰）		オホトリ（𪀖）;オホトリ（鶖）	200200912663N306m3YE
F29021_05	F29021_05	K09114111	𪁰／𪀖／鶖	カシトリ	かしどり	カシドリ（𪁰）		カシドリ（𪀖）;カシドリ（鶖）	200200d038c55B8p7FWY
F29021_06	F29021_06	K09114111	𪁰／𪀖／鶖	コフ（HL）	こふ	コフ（𪁰）		コフ（𪀖）;コフ（鶖）	
F29022_03	F29022_03	K09114141	𪆩／鶁／鷲／鷲	コワシ（HHL）	こわし	コワシ（𪆩）		コワシ（鶁）;コワシ（鷲）	200201a7dc3f7AWxbq5s
F29022_04	F29022_04	K09114141	𪆩／鶁／鷲／鷲	ワシ（LL）	わし	ワシ（𪆩）		ワシ（鶁）;ワシ（鷲）	200204808e970e32dVHu
F29023_03	F29023_03	K09114221	⿰𦎧鳥／鶉	ウツラ	うづら	ウヅラ（鶉）			2002006485b4Wwkexc80
F29024_02	F29024_02	K09114241	鴨／𪀌	カモ（LL）	かも	カモ（鴨）		カモ（𪀌）	200200ea4efbVOHdxwyR
F29027_01	F29027_01	K09114331	鴨／通	カモノクソ（LLLLL）	かものくそ	カモノクソ（鴨通）			null
F29028_01	F29028_01	K09114341	土／ー（鴨）	アヲカヘル（HHHHL）	あをかへる	アヲカヘル（土鴨）			20020004d3222J0jK7sc
F29030_02	F29030_02	K09114420	鵯	ヒエトリ	ひえどり	ヒエドリ（鵯）			2002037db5c68G91SSX3
F29031_02	F29031_02	K09114431	ー（鵯）／鶋	ヒエトリ（HHHVL）	ひえどり	ヒエドリ（鵯鶋）			2002037db5c68G91SSX3
F29034_01	F29034_01	K09114520	鴫	シキ	しぎ	シギ（鴫）			200201d90ba4lYkJ0aB2
F29034_02	F29034_02	K09114520	鴫	*ツクミ	つぐみ	ツグミ（鴫）			200202d19744lXfGUPib
F29035_01	F29035_01	K09114530	⿲田隹鳥	*イカルカ	いかるが	イカルガ（⿲田隹鳥）			200200324b1cO84u6wMd
F29036_01	F29036_01	K09114540	𬷫	カウナイシトヽ	かうないしとと	カウナイシトト（𬷫）			2002017ae023Pv6V7xCX
F29038_04	F29038_04	K09114710	鷤	*サヽキ	ささぎ	ササギ（鷤）			200201bb588e7LLc0WA0
F29042_04	F29042_04	K09115111	𪃪／鵒	*下ツク	づく	ヅク（鵒）			20020246857ad6e281o0
F29042_05	F29042_05	K09115111	𪃪／鵒	*フクロフ	ふくろふ	フクロフ（鵒）			200203a847ba4dR4791v
F29043_03	F29043_03	K09115130	鵅	*ツクミ	つぐみ	ツグミ（鵅）			200202d19744lXfGUPib
F29043_04	F29043_04	K09115130	鵅	ヌエ	ぬえ	ヌエ（鵅）			2002033bf0186Sz5H02E
F29044_02	F29044_02	K09115140	䲽	*フクロフ	ふくろふ	フクロフ（䲽）			200203a847ba4dR4791v
F29046_03	F29046_03	K09115221	鶹／鶹／𪅳	ツク	づく	ヅク（鶹）			20020246857ad6e281o0
F29046_04	F29046_04	K09115221	鶹／鶹／𪅳	*フクロフ	ふくろふ	フクロフ（鶹）			200203a847ba4dR4791v
F29046_05	F29046_05	K09115221	鶹／鶹／𪅳	*サケ	さけ	サケ（鶹）			200201b9e58bjtyH8xD0
F29046_06	F29046_06	K09115221	鶹／鶹／𪅳	イヒトヨ	いひとよ	イヒトヨ（鶹）			2002002edcd5Pq6453w5
F29047_04	F29047_04	K09115241	𪀪／鵂	*フクロフ	ふくろふ	フクロフ（𪀪）		フクロフ（鵂）	200203a847ba4dR4791v
F29047_05	F29047_05	K09115241	𪀪／鵂	*イヒトヨ	いひとよ	イヒトヨ（𪀪）		イヒトヨ（鵂）	2002002edcd5Pq6453w5
F29048_02	F29048_02	K09115321	鵂／鶹	イヒトヨ（LLLVL）	いひどよ	イヒドヨ（鵂鶹）			2002002edcd5Pq6453w5
F29049_01	F29049_01	K09115330	樢	カリ	かり	カリ（樢）			
F29050_04	F29050_04	K09115341	鴹／⿰𦍋鳥	上クヒナ	くひな	クヒナ（鴹）			200201355d2427C1q1ZN
F29051_01	F29051_01	K09115420	鴹	タヽヲ	たたを	タタヲ（鴹）			
F29051_02	F29051_02	K09115420	鴹	タヲ	たを	タヲ（鴹）			null
F29051_03	F29051_03	K09115420	鴹	ツキ（HH）	つき	ツキ（鴹）			200202cf4679KP3185hT
F29051_04	F29051_04	K09115420	鴹	*ツク	づく	ヅク（鴹）			20020246857ad6e281o0
F29053_02	F29053_02	K09115441	鵁／鶄	イヒ（HLV）	いび	イビ（鵁鶄）			2002004ed28eNMv0YCkT
F29054_03	F29054_03	K09115521	𪄸／鶄	ヲシ	をし	ヲシ（𪄸鶄）			2002009afd9cW25VhD09
F29054_04	F29054_04	K09115521	𪄸／鶄	ヒエトシ	ひえとり	ヒエトリ（𪄸鶄）			2002037db5c68G91SSX3
F29055_03	F29055_03	K09115541	𪇸／鷺	サキ	さぎ	サギ（𪇸鷺）			200201b6d348MVj21ec1
F29055_04	F29055_04	K09115541	𪇸／鷺	シラサキ	しらさぎ	シラサギ（鷺）		シラサギ（𪇸）	2002022bbb5dmE7qRyt8
F29055_05	F29055_05	K09115541	𪇸／鷺	ミトサキ	みとさぎ	ミトサギ（鷺）		ミトサギ（𪇸）	20020406f468owb4c6xp
F29057_01	F29057_01	K09115631	蒼／鷺	ミトサキ（HHLLV）	みとさぎ	ミトサギ（蒼鷺）			20020406f468owb4c6xp
F29058_01	F29058_01	K09115640	⿰⿱白路鳥	*サキ	さぎ	サギ（白鷺）			200201b6d348MVj21ec1
F29059_02	F29059_02	K09115710	鸕	*ウ	う	ウ（鸕）			2002005beaa3z72XSYxJ
F29061_02	F29061_02	K09115741	鸕／鷀	*ウ	う	ウ（鸕鷀）			2002005beaa3z72XSYxJ
F29061_04	F29061_04	K09115741	鸕／鷀	シマツトリ（LLLHVL）	しまつどり	シマツドリ（鸕鷀）			200201f5a4319GK12Mk9
F29062_03	F29062_03	K09115810	鷗	カモメ（LHH）	かもめ	カモメ（鷗）			200200eac3c5st7W52wZ
F29064_03	F29064_03	K09115830	鸄	ヒエトリ（HHHVL）	ひえどり	ヒエドリ（鸄）			2002037db5c68G91SSX3
F29065_05	F29065_05	K09116110	䳺	ウツラ	うづら	ウヅラ（䳺）			2002006485b4Wwkexc80
F29066_04	F29066_04	K09116130	鶋	ヒエトリ	ひえどり	ヒエドリ（鶋）			2002037db5c68G91SSX3
F29070_02	F29070_02	K09116321	鸅／ー（鸆）	オスメトリ（HHHHV_）	おすめどり	オスメドリ（鸅鸆）			2002009d824fg6VBog6A
F29070_03	F29070_03	K09116321	鸅／ー（鸆）	*ウスメ	うすめ	ウスメ（鸅鸆）			
F29072_04	F29072_04	K09116421	⿰⿱靣且鳥／鸇	*タカへ	たかべ	タカベ（鸇）			20020297fd2cGTke5jOM
F29072_05	F29072_05	K09116421	⿰⿱靣且鳥／鸇	*ハシカタ	はしたか	ハシタカ（鸇）			2002035c962eeyh2pr9x
F29076_02	F29076_02	K09116531	鴛／鴛	ヲシ	をし	ヲシ（鴛）			2002009afd9cW25VhD09
F29077_03	F29077_03	K09116541	𩿶／鴦	*タカへ	たかべ	タカベ（𩿶）		タカベ（鴦）	20020297fd2cGTke5jOM
F29078_02	F29078_02	K09116621	鴛／鴦	ヲシ（HH）	をし	ヲシ（鴛鴦）			2002009afd9cW25VhD09
F29078_04	F29078_04	K09116621	鴛／鴦	*上ヲヲシ	ををし	ヲヲシ（鴛）			
F29078_05	F29078_05	K09116621	鴛／鴦	*下メヲシ	めをし	メヲシ（鴦）			2002041c7602Bzb8y8x0
F29079_03	F29079_03	K09116640	鳦	ツハクラメ（LHVH__）	つばくらめ	ツバクラメ（鳦）			200202d6ce15e71o520x
F29079_04	F29079_04	K09116640	鳦	*ツヽ	つつ	ツツ（鳦）			200202d458b84G461y48
F29090_02	F29090_02	K09117221	鴆／䲴	スク	すく	スク（鴆）		スク（䲴）	
F29090_03	F29090_03	K09117221	鴆／䲴	イマタカ	くまたか	クマタカ（鴆）	←イマタカ（鴆／䲴）	クマタカ（䲴）	20020144822fd2w4p980
F29091_03	F29091_03	K09117230	鷃	カヤクキ（LLHVL）	かやぐき	カヤグキ（鷃）			200200eb13fdm7tnCYM8
F29092_01	F29092_01	K09117240	鴳	又ヒハリ	ひばり	ヒバリ（鴳）			20020390df81OR31MW0C
F29094_02	F29094_02	K09117320	㨶	ツク	つく	ツク（㨶）			200202d103ceAV2d8e9i
F29094_03	F29094_03	K09117320	㨶	タヽリ	たたり	タタリ（㨶）			
F29097_01	F29097_01	K09117421	雝／𪆂	ニハクナフリ	にはくなぶり	ニハクナブリ（雝𪆂）			20020339f56b8FW30umL
F29098_05	F29098_05	K09117431	⿰鳥叕／鵽	タトリ（HHL）	たどり	タドリ（鵽）			200202a3d333r5iab9Qh
F29098_06	F29098_06	K09117431	⿰鳥叕／鵽	ヤマトリ	やまとり	ヤマトリ（鵽）			2002043d0b94440tx4C3
F29098_07	F29098_07	K09117431	⿰鳥叕／鵽	*アマトリ	あまどり	アマドリ（鵽）			2002002073f3ET7EJEdH
F29098_08	F29098_08	K09117431	⿰鳥叕／鵽	*ニホ	にほ	ニホ（鵽）			2002032eabc6kU7gn14L
F29101_03	F29101_03	K09117540	鶩	タカへ	たかべ	タカベ（鶩）			20020297fd2cGTke5jOM
F29101_04	F29101_04	K09117540	鶩	カモ（LL）	かも	カモ（鶩）			200200ea4efbVOHdxwyR
F29104_02	F29104_02	K09117711	ー（鶙）／鵳	和名ノセ（_H）	のせ	ノセ（鶙鵳）			2002034a22b6vHG3w6md
F29106_03	F29106_03	K09117811	鶚／𪄍	クマタカ	くまたか	クマタカ（鶚𪄍）			20020144822fd2w4p980
F29107_03	F29107_03	K09117831	𩿦／鴞	下フクロフ	ふくろふ	フクロフ（鴞）			200203a847ba4dR4791v
F29112_03	F29112_03	K09118211	䴇／鴒	タツ（LHV）	たづ	タヅ（鴒）		タヅ（䴇）	2002029d77d2K0P329hr
F29116_03	F29116_03	K09118330	鳹	ヒメ（RH）	ひめ	ヒメ（鳹）			200203927f58dK4WgMV7
F29116_06	F29116_06	K09118330	鳹	シメ	しめ	シメ（鳹）			200201f6a0a5gVFU4r8X
F29118_01	F29118_01	K09118420	⿰侖鳥	*クヽヒ	くくひ	ククヒ（⿰侖鳥）			20020137fa0692fnWmz3
F29121_01	F29121_01	K09118530	⿰菲鳥	*ヒヽス	ひひす	ヒヒス（⿰菲鳥）			
F29123_01	F29123_01	K09118611	鶸	ヒワ	ひわ	ヒワ（鶸）			2002039ce5e6mp575H61
F29124_04	F29124_04	K09118612	鶤／鵾	ヤマトリ	やまどり	ヤマドリ（鵾）		ヤマドリ（鶤）	2002043d0b94440tx4C3
F29127_03	F29127_03	K09118710	鶛	*ウツフ	うづら	ウヅラ（鶛）			2002006485b4Wwkexc80
F29129_03	F29129_03	K09118731	鵲／⿰㫺鳥	カサヽキ	かささぎ	カササギ（鵲）			200200cd86a7Pyi7j41F
F29129_04	F29129_04	K09118731	鵲／⿰㫺鳥	カラス	からす	カラス（鵲）			200200ed461cY3tS545a
F29131_04	F29131_04	K09118821	鴲／鴲／鴲	ヒメ	ひめ	ヒメ（鴲）			200203927f58dK4WgMV7
F29131_05	F29131_05	K09118821	鴲／鴲／鴲	シメ（RH）	しめ	シメ（鴲）			200201f6a0a5gVFU4r8X
F29132_02	F29132_02	K09118841	鴉／鵶	カラス（LHH）	からす	カラス（鵶）		カラス（鴉）	200200ed461cY3tS545a
F29133_01	F29133_01	K09119111	水／鴉	ウ（H）	う	ウ（水鴉）			2002005beaa3z72XSYxJ
F29136_02	F29136_02	K09119141	䳒／⿹戈鳥	*トヒ	とび	トビ（䳒）			2002030d917dGxdB4A9t
F29137_01	F29137_01	K09119210	𬷁	トヒ	とび	トビ（𬷁）			2002030d917dGxdB4A9t
F29140_03	F29140_03	K09119240	𩿢	クロトリ（LLLL）	くろとり	クロトリ（𩿢）			2002014d2e5b8gI2Hx6t
F29140_04	F29140_04	K09119240	𩿢	*シナハシラ	しなはしら	シナハシラ（𩿢）			null
F29147_02	F29147_02	K09119531	𫚾／⿰⿱厶天鳥／⿰遙鳥	*アヲキヽシ	あをききし	アヲキキシ（𫚾）			null
F29148_02	F29148_02	K09119540	鷂	コタカ	こたか	コタカ（鷂）			20020194a6b8pH17fSRw
F29148_03	F29148_03	K09119540	鷂	ハシタカ（LHLL）	はしたか	ハシタカ（鷂）			2002035c962eeyh2pr9x
F29148_04	F29148_04	K09119540	鷂	*スヽタカ	すすたか	ススタカ（鷂）			2002024960e2Yh283Mdf
F29149_01	F29149_01	K09119611	兄／鷂	コノリ（HHH）	このり	コノリ（兄鷂）			2002019d03dauU6XDczr
F29150_01	F29150_01	K09119621	雀／ー（鷂）	スヽミタカ（LHVHLVL）	すずみだか	スズミダカ（雀鷂）			20020249a2f2KymmH0q0
F29150_02	F29150_02	K09119621	雀／ー（鷂）	或云ツミ	つみ	ツミ（雀鷂）			200202d8a1d4jP5L3JUp
F29152_03	F29152_03	K09119640	鸒	*カラス	からす	カラス（鸒）			200200ed461cY3tS545a
F29153_03	F29153_03	K09119710	鷽	マタラカニ（LLV___）	まだらかに	マダラカニ（鷽）			200203f074951T3aZ2c3
F29154_01	F29154_01	K09119721	鸒／𪆗	ヒエトリ（HH__）	ひえどり	ヒエドリ（鸒𪆗）			2002037db5c68G91SSX3
F29157_02	F29157_02	K09119831	〓／⿱⿱臣又鳥／⿱⿱医己鳥	ヲシ	をし	ヲシ（⿱⿱臣又鳥）			2002009afd9cW25VhD09
F29158_01	F29158_01	K09120111	鳧／鷖	カモ（LL）	かも	カモ（鳧鷖）			200200ea4efbVOHdxwyR
F29159_03	F29159_03	K09120121	䳋／䳋	テラツヽキ	てらつつき	テラツツキ（䳋）			200202ea2797V4TN64Kr
F29162_02	F29162_02	K09120241	𪆛／鶡	ホヽトリ	ほほどり	ホホドリ（𪆛鶡）			200203e221866vfYjb0l
F29163_04	F29163_04	K09120321	⿱口鳥／鳴	ナク（HL）	なく	ナク（鳴）			2002031fccec23r2TaNd
F29163_05	F29163_05	K09120321	⿱口鳥／鳴	ナル	なる	ナル（鳴）			2002032a5a68a89y39FU
F29163_06	F29163_06	K09120321	⿱口鳥／鳴	ナラス	ならす	ナラス（鳴）			200203295cc6iJ0lPwME
F29163_07	F29163_07	K09120321	⿱口鳥／鳴	イナヽク	いななく	イナナク（鳴）			2002004be318jM1pKazp
F29164_01	F29164_01	K09120341	鳴／皷	ツヽミヲナシテ（____HLH）	つつみをなして	ツツミヲナシテ（鳴皷）			
F29165_01	F29165_01	K09120410	〓	ヲシ	をし	ヲシ（〓）			2002009afd9cW25VhD09
F29167_03	F29167_03	K09120441	⿰鳥爽／鸘／鷞	オホトリ	おほとり	オホトリ（鷞）		オホトリ（鸘）	200200912663N306m3YE
F29168_02	F29168_02	K09120520	鵰	ワシ	わし	ワシ（鵰）			200204808e970e32dVHu
F29168_03	F29168_03	K09120520	鵰	オホワシ（LLLH）	おほわし	オホワシ（鵰）			200200940262O02I0sy4
F29168_04	F29168_04	K09120520	鵰	クマタカ	くまたか	クマタカ（鵰）			20020144822fd2w4p980
F29169_02	F29169_02	K09120540	鶿	*ウ	う	ウ（鶿）			2002005beaa3z72XSYxJ
F29169_03	F29169_03	K09120540	鶿	シマトリ	しまとり	シマトリ（鶿）			
F29169_04	F29169_04	K09120540	鶿	*サクナキ	さくなぎ	サクナギ（鶿）			200201b8b10eRW6KSGHg
F29170_02	F29170_02	K09120621	⿰慈鳥／鷀	*ウ	う	ウ（鷀）			2002005beaa3z72XSYxJ
F29173_05	F29173_05	K09120721	鷣／鷣	*ハシタカ	はしたか	ハシタカ（鷣）			2002035c962eeyh2pr9x
F29173_06	F29173_06	K09120721	鷣／鷣	*ススミタカ	すずみだか	スズミダカ（鷣）			20020249a2f2KymmH0q0
F29176_02	F29176_02	K09120820	鷢	*ノセ	のせ	ノセ（鷢）			2002034a22b6vHG3w6md
F29177_01	F29177_01	K09120831	路／鷢	*ノセ	のせ	ノセ（路鷢）			2002034a22b6vHG3w6md
F29178_03	F29178_03	K09120840	鶌	*カヤクキ	かやくき	カヤクキ（鶌）			200200eb13fdm7tnCYM8
F29178_04	F29178_04	K09120840	鶌	*ヤマハト	やまばと	ヤマバト（鶌）			2002043d7529mHhCL4hA
F29179_04	F29179_04	K09121121	⿰菊鳥／鵴	*イヘハト	いへばと	イヘバト（鵴）			200200305d69gMjh8Vk0
F29180_02	F29180_02	K09121141	鴶／鵴	ホヽトリ（HHHVL）	ほほどり	ホホドリ（鴶鵴）			200203e221866vfYjb0l
F29182_04	F29182_04	K09121221	𪂓／鴡	*ミサコ	みさご	ミサゴ（鴡）		ミサゴ（𪂓）	200203ff6100pCuRiXx9
F29183_02	F29183_02	K09121241	鴡／鳩	ミサコ（HHHV）	みさご	ミサゴ（鴡鳩）			200203ff6100pCuRiXx9
F29184_04	F29184_04	K09121311	⿰具鳥／鵙	モス（LHV）	もず	モズ（鵙）			20020426d02dVmxfaoQg
F29185_02	F29185_02	K09121330	鷶	ウシタカ（ウ-ヲ〈イ〉）	うしたか／をしたか	ウシタカ（鷶）	ヲシタカ（鷶）		
F29185_02b	F29185_02	K09121330	鷶	ウシタカ（ウ-ヲ〈イ〉）	うしたか／をしたか	ヲシタカ（鷶）	ウシタカ（鷶）		
F29186_03	F29186_03	K09121340	䳢	*イヒトヨ	いひとよ	イヒトヨ（䳢）			2002002edcd5Pq6453w5
F29186_04	F29186_04	K09121340	䳢	*カラス	からす	カラス（䳢）			200200ed461cY3tS545a
F29186_05	F29186_05	K09121340	䳢	*クハトリ	くはとり	クハトリ（䳢）			null
F29187_02	F29187_02	K09121420	鵋	*ミサコ	みさご	ミサゴ（鵋）			200203ff6100pCuRiXx9
F29195_02	F29195_02	K09121711	ー（鸊）／〓	ニホ（HL）	にほ	ニホ（鸊〓）			2002032eabc6kU7gn14L
F29200_03	F29200_03	K09121841	鵜／鴺	ウ	う	ウ（鵜）		ウ（鴺）	2002005beaa3z72XSYxJ
F29200_04	F29200_04	K09121841	鵜／鴺	ツフリ	つぶり	ツブリ（鵜）		ツブリ（鴺）	200202d75107G15lAqH3
F29200_05	F29200_05	K09121841	鵜／鴺	*ヌエ	ぬえ	ヌエ（鵜）		ヌエ（鴺）	2002033bf0186Sz5H02E
F29201_02	F29201_02	K09122121	ー（鵜）／鶘	ウ	う	ウ（鵜鶘）			2002005beaa3z72XSYxJ
F29202_03	F29202_03	K09122140	鴗	ソヒ（HLV）	そび	ソビ（鴗）			20020284a0206R8P6c0g
F29207_04	F29207_04	K09122320	鶬	*ヒハリ	ひばり	ヒバリ（鶬）			20020390df81OR31MW0C
F29208_02	F29208_02	K09122341	ー（鶬）／鶊	ヒハリ（LHVH）	ひばり	ヒバリ（鶬鶊）			20020390df81OR31MW0C
F29208_03	F29208_03	K09122341	ー（鶬）／鶊	*上ヒハリ	ひばり	ヒバリ（鶬）			20020390df81OR31MW0C
F29208_04	F29208_04	K09122341	ー（鶬）／鶊	*下同	ひばり	ヒバリ（鶊）			20020390df81OR31MW0C
F29212_03	F29212_03	K09122531	𪄘／鷮	キシ（HHV）	きじ	キジ（鷮）		キジ（𪄘）	2002010b5bb3vnf77Nq0
F29213_04	F29213_04	K09122611	𪈄／鷸	ソヒ	そび	ソビ（鷸）		ソビ（𪈄）	20020284a0206R8P6c0g
F29213_05	F29213_05	K09122611	𪈄／鷸	ホラ	ほら	ホラ（鷸）		ホラ（𪈄）	
F29213_06	F29213_06	K09122611	𪈄／鷸	サクナキ	さくなぎ	サクナギ（鷸）		サクナギ（𪈄）	200201b8b10eRW6KSGHg
